weight_class,f1_reach,f1_stance,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_reach,f2_stance,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height
2,71.0,2,1.3,35,2.52,58,145.0,70.0,2,0.6,56,2.55,54,145.0,25,8,0,27,9,2,29,30,70,71
10,73.0,2,0.8,100,0.41,66,170.0,71.0,4,2.8,63,2.36,37,155.0,9,4,0,19,5,0,29,32,73,68
10,75.0,4,0.8,28,0.75,62,185.0,75.0,2,0.0,50,0.62,26,170.0,23,7,0,13,6,0,29,32,72,71
6,70.0,2,0.4,45,2.18,40,155.0,68.0,2,0.9,43,3.09,27,155.0,15,8,0,11,5,0,30,31,68,69
6,72.0,2,1.2,54,0.69,58,170.0,70.0,4,0.8,45,2.4,63,170.0,22,9,0,23,5,0,26,30,70,69
4,79.0,4,2.0,40,2.02,54,264.0,78.0,2,1.4,55,1.26,55,250.0,18,11,0,35,8,0,34,36,75,75
2,66.0,2,0.3,55,4.13,100,145.0,70.0,2,0.7,37,3.32,69,155.0,18,5,0,35,16,0,28,32,66,67
4,76.0,2,0.2,53,0.7,59,230.0,78.0,2,0.3,33,0.66,69,265.0,12,7,0,37,12,0,36,32,75,76
2,72.0,4,1.2,37,1.55,61,155.0,71.0,4,1.0,42,1.02,81,170.0,25,6,0,16,6,0,24,25,69,70
6,72.0,2,0.8,53,3.49,66,155.0,71.0,4,0.8,53,4.08,92,155.0,21,11,1,40,14,0,29,30,68,70
3,66.0,4,1.4,63,4.28,51,135.0,63.0,2,1.1,40,0.57,31,125.0,16,9,1,6,4,0,27,29,67,63
10,72.0,2,0.9,50,1.53,60,170.0,77.0,2,0.2,100,0.23,73,170.0,11,2,0,13,7,1,26,28,73,75
0,66.0,2,0.4,40,0.77,72,125.0,73.0,2,1.2,64,2.46,71,135.0,14,7,0,16,8,0,28,26,66,69
4,77.0,2,1.9,38,1.06,52,205.0,81.0,2,0.0,47,2.2,66,265.0,26,7,0,22,5,0,21,36,75,76
6,70.0,2,0.2,18,0.64,74,155.0,75.0,2,1.3,29,1.55,46,155.0,14,6,1,7,3,0,26,31,70,70
7,75.0,2,0.0,46,1.57,30,185.0,79.0,2,1.0,64,2.87,66,185.0,13,6,0,14,5,0,31,31,75,77
5,76.0,2,1.0,38,2.0,60,205.0,74.0,2,0.4,44,3.37,80,205.0,30,7,0,23,5,0,34,30,74,74
7,75.0,4,0.5,39,1.98,84,170.0,72.0,2,1.4,38,2.46,60,185.0,35,12,0,26,8,0,32,34,74,73
3,65.0,4,0.6,31,1.53,65,125.0,67.0,2,0.6,39,1.95,86,125.0,28,5,0,23,6,0,29,28,64,65
6,70.0,4,0.5,45,1.08,61,155.0,71.0,2,0.4,44,2.55,70,155.0,24,7,0,15,5,0,35,26,69,69
7,76.0,2,0.5,34,2.55,77,185.0,77.0,2,0.3,7,0.62,66,185.0,21,9,1,16,7,1,31,30,72,74
3,70.0,2,0.5,0,0.0,25,125.0,65.0,2,0.3,36,2.51,65,125.0,20,6,1,14,5,0,34,28,69,64
2,74.0,2,0.0,0,0.0,50,145.0,73.0,2,0.7,47,0.93,41,135.0,19,4,0,18,10,1,29,25,72,68
0,69.0,2,0.0,0,0.0,0,135.0,72.0,4,0.5,0,0.0,76,145.0,14,6,0,16,3,0,27,25,69,72
10,73.0,2,0.2,38,1.62,85,155.0,73.0,2,1.0,5,0.5,50,170.0,11,2,0,13,6,0,27,27,71,71
10,75.0,2,0.3,40,1.57,78,170.0,73.0,2,0.6,16,1.56,75,155.0,28,13,1,26,5,0,32,33,72,69
10,75.0,0,0.0,33,0.14,68,170.0,73.0,2,0.3,35,2.0,40,170.0,12,6,0,6,3,0,26,22,70,72
5,79.0,2,0.4,39,1.56,85,205.0,84.0,2,0.5,46,1.9,95,205.0,18,6,0,25,1,0,26,26,77,76
0,70.0,2,0.5,41,1.49,91,145.0,69.0,2,0.1,28,0.28,86,135.0,36,9,0,24,13,1,26,29,66,67
4,79.0,5,0.7,0,0.0,55,265.0,78.0,2,0.4,46,2.32,72,245.0,9,5,0,11,5,0,35,30,75,76
7,78.0,2,0.6,36,1.79,73,205.0,73.0,2,0.3,42,0.4,65,185.0,23,10,0,13,5,0,32,34,75,71
6,74.0,2,1.1,37,3.08,55,155.0,70.0,2,0.7,47,5.35,84,155.0,31,19,0,28,0,0,30,25,72,70
6,73.0,2,0.3,55,2.16,50,145.0,77.0,4,0.0,100,0.67,54,155.0,17,4,0,9,4,0,25,27,70,72
0,64.0,2,1.0,28,0.56,38,145.0,65.0,4,0.6,42,5.15,47,125.0,25,12,0,23,10,0,31,28,66,64
10,75.0,2,0.0,45,0.36,78,170.0,70.0,2,0.3,0,0.0,32,170.0,15,4,1,12,6,0,30,37,72,70
0,71.0,2,2.2,37,0.93,50,135.0,65.0,4,1.9,25,1.16,65,135.0,12,3,0,12,5,0,24,29,67,65
6,68.0,2,0.0,0,0.0,87,155.0,71.0,2,0.0,58,2.32,66,155.0,17,6,0,8,4,0,28,26,68,67
6,72.0,4,0.3,40,0.67,61,155.0,67.0,2,0.6,36,4.11,50,170.0,19,8,0,26,3,0,28,32,70,66
0,73.0,4,0.8,75,0.53,58,145.0,71.0,2,1.6,34,2.51,42,135.0,15,12,0,9,4,0,25,30,70,69
4,76.0,0,0.0,0,0.0,42,230.0,74.0,4,0.1,26,0.56,68,247.0,11,5,1,19,8,1,38,31,75,72
10,72.0,2,1.2,29,2.83,35,170.0,72.0,4,1.0,25,2.49,61,170.0,29,7,1,28,9,0,34,36,72,73
10,74.0,2,1.4,35,0.85,56,170.0,76.0,4,0.6,43,2.93,71,170.0,19,9,0,22,4,1,29,32,72,74
5,74.0,2,0.7,47,1.03,70,205.0,76.0,2,0.0,34,3.0,91,205.0,16,3,0,12,5,0,31,37,74,73
5,75.0,2,0.0,18,0.48,75,185.0,75.0,2,0.6,57,0.44,61,205.0,15,9,0,22,9,0,32,33,73,73
10,71.0,2,4.1,45,3.93,0,170.0,70.0,2,0.2,42,3.08,71,170.0,24,5,0,17,7,0,33,33,68,68
0,67.0,2,1.0,37,1.68,86,125.0,66.0,2,0.3,38,1.54,80,135.0,17,4,0,27,7,0,27,31,66,65
10,77.0,2,0.6,15,0.86,22,170.0,78.0,2,0.9,68,2.0,81,185.0,25,8,0,21,8,0,33,31,73,74
10,76.0,2,2.0,50,0.66,29,170.0,73.0,2,1.2,35,2.89,37,155.0,12,4,0,12,3,0,34,30,72,71
3,63.0,4,0.8,39,1.11,57,125.0,66.0,2,0.0,23,1.66,83,125.0,17,8,0,27,9,1,32,33,63,65
6,72.0,2,0.9,0,0.0,27,155.0,74.0,4,0.4,40,3.92,66,155.0,8,3,0,15,2,0,33,30,72,71
4,77.0,2,0.4,45,5.13,85,240.0,77.0,2,0.1,55,0.33,80,238.0,14,3,0,21,6,0,31,29,73,76
4,72.0,2,0.1,27,1.14,65,263.0,72.0,2,0.5,44,1.95,77,235.0,23,14,0,22,2,0,37,34,72,71
6,73.0,2,0.2,41,1.64,71,145.0,72.0,4,0.9,25,1.62,47,170.0,22,8,0,31,12,0,31,32,69,70
4,75.0,4,0.1,38,1.97,76,260.0,76.0,2,1.1,39,2.8,66,242.0,18,7,0,17,11,0,29,34,72,74
3,66.0,2,0.0,28,0.8,81,135.0,67.0,4,1.4,25,0.72,33,125.0,21,11,0,13,5,0,29,26,63,66
7,76.0,2,1.2,54,3.55,62,185.0,74.0,2,0.8,34,1.45,59,185.0,18,10,0,21,13,0,30,32,74,72
10,71.0,4,0.5,48,1.69,77,185.0,74.0,2,0.8,51,1.87,70,185.0,34,10,1,38,19,2,35,34,69,72
11,66.0,2,0.7,45,0.46,59,125.0,67.0,2,0.0,57,0.38,81,135.0,15,7,0,17,4,0,27,28,66,65
6,72.0,2,0.0,20,0.08,68,155.0,71.0,2,1.6,31,2.32,53,155.0,12,8,0,14,6,0,31,36,70,70
10,75.0,2,4.8,46,3.03,40,170.0,76.0,2,0.0,56,5.84,100,170.0,16,9,0,13,2,1,25,27,71,74
6,76.0,2,1.4,42,0.56,75,155.0,71.0,2,1.0,27,2.58,0,155.0,26,3,0,9,4,0,29,32,71,70
2,70.0,2,0.0,33,2.49,0,145.0,74.0,2,0.2,46,2.44,69,145.0,8,5,0,20,6,0,29,23,70,71
0,66.0,2,0.0,44,2.0,55,125.0,74.0,2,2.6,44,1.03,55,135.0,18,2,0,11,10,0,23,26,65,69
7,72.0,2,0.6,29,3.17,57,185.0,74.0,4,0.4,65,1.21,75,185.0,14,6,0,24,8,0,35,35,72,73
6,69.0,2,0.0,35,0.74,75,155.0,68.0,2,0.2,63,1.3,61,155.0,22,16,0,48,15,3,29,30,68,69
5,73.0,2,0.0,28,0.45,87,205.0,79.0,2,0.4,18,0.53,70,205.0,19,5,0,17,6,0,32,33,73,73
6,70.0,0,0.0,26,1.98,77,155.0,73.0,2,1.0,33,0.42,50,155.0,22,5,1,10,5,0,27,29,71,71
7,72.0,2,0.0,78,2.18,62,185.0,75.0,2,0.2,19,1.16,82,170.0,19,11,0,13,5,0,32,27,72,72
3,67.0,2,0.6,58,0.56,67,135.0,64.0,2,0.0,21,1.76,60,125.0,31,9,0,22,12,0,23,30,63,64
6,71.0,2,0.4,44,2.55,70,155.0,70.0,2,0.2,18,0.64,74,155.0,15,5,0,14,6,1,26,26,69,70
7,77.0,2,0.4,42,0.63,63,185.0,76.0,2,0.0,37,0.53,72,170.0,8,3,0,9,4,0,25,27,78,73
11,63.0,2,0.0,10,0.75,80,135.0,62.0,2,0.5,58,3.21,76,115.0,13,4,0,20,7,0,36,22,63,61
2,74.0,2,1.8,36,0.6,38,145.0,69.0,2,0.0,26,1.44,58,145.0,21,11,0,9,6,0,29,24,73,68
2,69.0,4,0.0,30,1.9,45,145.0,71.0,4,1.4,44,5.2,61,145.0,12,4,0,11,3,0,30,26,69,69
7,76.0,0,0.7,15,0.32,63,170.0,73.0,2,0.0,55,2.3,79,185.0,12,6,0,12,3,0,24,24,73,72
5,74.0,2,0.3,52,1.52,57,185.0,74.0,4,0.6,60,1.02,53,185.0,32,15,0,26,14,0,43,36,71,72
7,78.0,4,0.5,53,2.69,84,185.0,73.0,2,0.7,7,0.36,53,185.0,14,8,0,10,6,0,28,31,73,69
5,76.0,2,0.2,29,0.87,51,205.0,73.0,2,0.1,40,0.6,63,205.0,28,13,0,12,7,0,34,33,72,73
10,74.0,5,0.7,66,1.36,50,170.0,73.0,2,1.2,31,1.42,63,170.0,11,5,0,15,8,0,28,32,74,71
10,73.0,2,0.0,44,0.54,60,170.0,74.0,4,0.2,44,2.13,58,170.0,28,3,0,14,3,0,27,30,72,73
2,71.0,2,0.4,38,1.18,65,145.0,70.0,2,0.8,30,0.59,36,145.0,28,17,0,15,7,0,27,29,69,67
2,73.0,2,1.5,7,0.37,35,145.0,67.0,2,0.9,43,1.45,70,145.0,14,6,0,15,8,0,26,27,67,68
7,73.0,2,0.2,50,2.4,62,185.0,71.0,2,0.0,50,2.82,66,170.0,20,4,1,9,4,1,26,26,72,70
6,70.0,4,0.0,20,2.43,0,155.0,68.0,2,1.5,42,3.83,62,145.0,12,7,0,24,7,1,31,29,68,67
6,72.0,4,0.4,80,0.83,81,155.0,72.0,5,0.2,41,2.04,60,155.0,28,9,0,16,8,0,31,28,70,68
3,65.0,2,2.3,27,2.32,33,125.0,65.0,2,0.1,36,3.01,52,125.0,33,5,0,19,8,0,31,25,65,65
10,76.0,2,1.1,74,4.16,83,185.0,69.0,4,0.3,46,3.83,63,185.0,26,2,0,18,8,0,32,30,71,69
5,74.0,4,0.4,59,3.81,66,205.0,75.0,2,0.0,44,2.98,73,205.0,29,14,1,24,8,1,36,34,73,72
10,74.0,4,0.0,66,0.71,65,170.0,76.0,2,0.4,47,1.77,88,170.0,28,14,0,18,4,0,31,24,71,72
10,73.0,2,0.4,48,2.46,64,170.0,74.0,2,0.5,41,1.21,92,170.0,19,10,0,19,4,1,36,31,70,69
3,65.0,2,0.3,36,2.51,65,125.0,66.0,4,1.4,63,4.28,51,135.0,14,5,0,16,9,1,28,27,64,67
6,70.0,4,1.0,33,1.83,80,155.0,73.0,2,1.3,36,1.21,73,155.0,18,8,1,36,13,0,32,30,70,73
7,78.0,2,1.1,27,2.1,30,185.0,77.0,2,1.2,48,2.2,59,205.0,28,9,0,26,14,0,32,33,73,73
10,73.0,4,0.1,23,1.7,61,170.0,71.0,4,0.9,48,2.53,63,170.0,51,17,1,19,9,0,33,29,72,69
0,68.0,2,0.2,55,3.16,69,135.0,69.0,2,0.6,100,0.2,37,135.0,17,6,0,9,4,0,24,29,68,67
10,71.0,4,0.0,0,0.0,20,170.0,71.0,4,2.8,63,2.36,37,155.0,25,7,0,19,5,0,33,32,69,68
0,69.0,2,0.4,40,0.85,67,125.0,70.0,2,0.2,45,0.88,48,125.0,18,5,0,13,6,0,20,27,66,69
5,74.0,2,1.7,28,1.67,0,205.0,76.0,2,0.0,23,0.53,83,205.0,8,5,0,17,11,0,32,28,75,75
6,76.0,4,1.4,30,1.19,42,170.0,70.0,2,0.7,47,2.91,81,155.0,21,12,0,14,8,1,28,34,72,69
11,68.0,2,0.8,20,0.75,0,115.0,69.0,0,0.9,52,2.6,28,135.0,2,5,0,10,3,0,36,24,67,66
0,71.0,0,2.0,62,3.38,100,135.0,69.0,0,0.0,47,2.64,64,135.0,7,0,0,11,4,0,26,28,71,68
11,70.0,0,0.0,0,0.0,50,135.0,73.0,0,1.9,36,1.27,50,135.0,2,1,0,3,3,0,34,27,73,71
11,67.0,2,0.9,26,1.14,64,135.0,69.0,0,0.1,20,1.51,41,125.0,10,8,0,23,17,0,25,31,67,67
2,71.0,2,0.3,36,1.85,63,145.0,68.0,2,0.0,28,0.7,86,145.0,12,8,1,14,7,0,30,31,68,68
2,69.0,2,0.5,46,2.97,33,145.0,67.0,2,2.1,32,2.92,22,135.0,21,8,1,26,10,0,31,29,69,66
4,77.0,4,0.2,33,0.35,76,250.0,75.0,2,0.1,41,1.83,66,265.0,13,7,0,14,3,0,30,27,77,74
10,75.0,0,0.0,33,0.14,68,170.0,70.0,4,0.1,17,0.96,62,155.0,12,6,0,21,9,0,26,25,70,68
3,68.0,2,0.2,20,0.24,62,125.0,64.0,2,2.1,33,1.06,40,125.0,10,5,0,11,5,0,24,29,65,64
4,72.0,2,0.2,55,0.51,64,265.0,80.0,2,0.8,29,0.82,66,264.0,13,14,1,19,10,1,39,34,70,76
5,75.0,2,0.2,37,2.75,58,185.0,76.0,2,0.8,48,2.17,47,205.0,18,9,0,26,11,1,32,32,74,73
5,74.0,2,0.4,44,3.37,80,205.0,75.0,2,1.1,22,2.03,33,205.0,23,5,0,15,10,0,30,41,74,75
4,74.0,2,0.2,0,0.0,76,235.0,81.0,2,0.0,47,2.2,66,265.0,8,7,0,22,5,0,34,36,71,76
7,77.0,2,0.0,35,1.02,60,205.0,73.0,5,0.4,50,2.83,57,185.0,11,6,0,18,8,0,27,34,74,73
11,64.0,2,0.0,23,1.14,78,135.0,64.0,2,0.0,20,0.37,84,135.0,16,13,0,11,4,1,32,30,65,65
0,68.0,2,0.1,57,1.46,70,135.0,70.0,2,0.2,18,0.18,60,135.0,21,11,2,18,14,0,30,30,67,66
7,74.0,4,0.3,36,1.36,52,185.0,73.0,2,1.6,15,1.05,58,185.0,13,3,0,9,3,0,34,26,72,73
3,66.0,4,0.5,63,3.42,82,125.0,69.0,2,1.0,45,3.0,31,125.0,11,5,0,10,5,0,21,30,67,66
7,69.0,2,0.3,37,3.0,66,185.0,77.0,4,0.1,40,1.39,85,185.0,14,2,0,21,4,0,26,24,69,73
10,72.0,2,0.1,52,3.72,66,170.0,73.0,2,0.0,0,0.0,100,155.0,15,6,0,7,2,1,26,24,69,70
3,65.0,4,0.6,31,1.53,65,125.0,66.0,2,0.5,56,3.35,65,125.0,28,5,0,27,3,1,29,27,64,63
0,67.0,2,0.8,30,1.54,58,135.0,71.0,2,0.0,0,0.0,0,205.0,35,11,0,1,1,0,34,48,66,71
0,70.0,2,1.4,66,1.09,52,135.0,67.0,2,0.8,30,1.54,58,135.0,17,4,0,35,11,0,22,34,69,66
2,66.0,2,0.3,55,4.13,100,145.0,68.0,2,1.3,34,3.59,44,155.0,18,5,0,30,10,2,28,29,66,68
6,70.0,2,0.6,37,1.2,46,155.0,71.0,2,2.0,45,2.39,54,155.0,22,12,1,28,16,0,33,29,68,70
10,74.0,4,0.2,44,2.13,58,170.0,75.0,2,0.4,21,1.71,63,170.0,14,3,0,20,9,0,30,29,73,71
6,71.0,2,0.2,38,2.95,63,155.0,75.0,2,0.1,44,0.49,80,155.0,17,10,0,20,8,0,34,27,69,71
6,71.0,2,0.3,29,1.12,74,155.0,74.0,2,1.1,37,3.08,55,155.0,24,10,1,31,19,0,27,30,70,72
3,66.0,2,0.7,45,2.61,59,135.0,64.0,4,0.3,30,3.71,56,125.0,15,12,0,19,8,0,31,30,65,64
6,70.0,2,0.1,38,0.63,77,155.0,72.0,5,2.5,25,2.5,14,155.0,21,12,1,14,4,0,29,26,69,72
6,68.0,2,0.9,43,3.09,27,155.0,70.0,2,0.4,45,2.18,40,155.0,11,5,0,15,8,0,31,30,69,68
3,65.0,2,0.0,58,4.21,75,125.0,64.0,2,0.7,33,1.42,35,125.0,9,4,0,8,5,0,27,34,65,66
7,77.0,4,0.8,77,0.52,69,185.0,78.0,2,1.0,50,3.82,73,205.0,34,10,0,14,5,0,38,29,74,74
11,68.0,2,4.8,68,6.26,50,135.0,65.0,2,1.6,31,2.06,52,135.0,12,2,0,18,7,0,26,27,67,66
4,78.0,2,1.4,55,1.26,55,250.0,79.0,2,0.2,68,1.21,75,255.0,35,8,0,18,7,1,36,31,75,78
6,71.0,4,2.0,42,1.77,47,155.0,73.0,2,1.5,32,2.34,20,155.0,31,13,0,14,9,1,30,35,68,70
2,68.0,2,0.6,68,3.21,80,145.0,72.0,4,1.2,37,1.55,61,155.0,24,11,0,25,6,0,26,24,67,69
7,79.0,2,0.2,38,0.75,69,185.0,74.0,4,0.8,41,1.14,53,185.0,16,9,0,22,11,0,29,33,72,71
6,71.0,4,0.8,53,4.08,92,155.0,73.0,4,0.1,45,0.52,78,155.0,40,14,0,20,15,0,30,27,70,70
2,70.0,2,0.3,32,0.87,65,145.0,67.0,2,0.7,34,3.26,69,135.0,23,11,0,18,11,0,34,32,66,65
10,73.0,2,0.3,61,1.32,62,170.0,71.0,2,0.4,49,2.7,53,170.0,24,8,1,23,12,0,29,30,71,67
10,75.0,2,0.0,45,1.85,78,170.0,75.0,2,0.0,50,1.04,66,170.0,8,3,0,24,12,0,22,34,71,72
2,72.0,2,0.4,100,0.36,60,145.0,71.0,2,0.0,66,0.59,65,145.0,14,6,0,18,6,0,31,27,70,68
10,70.0,5,0.1,36,0.52,84,170.0,77.0,2,0.2,100,0.23,73,170.0,16,7,0,13,7,1,28,29,70,75
2,70.0,2,0.0,42,1.27,55,145.0,69.0,2,1.1,48,3.63,63,145.0,8,3,0,35,10,2,25,36,69,67
10,71.0,2,0.3,20,1.59,28,170.0,71.0,2,0.0,0,0.0,100,170.0,18,7,2,11,4,1,33,32,70,71
0,66.0,2,0.0,0,0.0,0,135.0,73.0,2,1.2,64,2.46,71,135.0,28,9,10,16,8,0,29,27,65,69
2,69.0,2,0.4,83,0.24,85,145.0,76.0,5,0.0,0,0.0,0,145.0,21,5,0,19,6,0,23,24,71,76
6,76.0,2,0.0,20,1.36,33,155.0,66.0,2,0.8,75,1.88,76,145.0,18,4,0,23,8,2,30,33,75,68
0,67.0,2,0.0,81,3.38,0,135.0,71.0,2,2.0,0,0.0,14,135.0,4,1,0,5,1,0,28,36,67,71
6,71.0,5,0.5,33,0.49,57,155.0,73.0,2,0.0,63,1.34,88,155.0,18,10,0,27,6,0,31,26,69,69
0,71.0,2,2.2,37,0.93,50,135.0,67.0,2,1.9,83,3.2,55,125.0,12,3,0,8,5,0,25,27,67,66
0,69.0,2,1.2,22,2.38,50,135.0,70.0,2,0.8,45,2.11,52,135.0,13,6,0,15,8,0,31,28,67,67
7,77.0,4,1.1,30,0.67,68,205.0,73.0,2,0.3,42,0.4,65,185.0,16,5,0,13,5,0,30,35,75,71
7,72.0,2,0.1,42,0.27,79,170.0,74.0,2,0.0,27,1.03,77,185.0,18,5,0,17,7,0,28,27,71,73
0,67.0,2,1.0,37,1.68,86,125.0,70.0,4,0.0,22,0.75,66,135.0,17,4,0,13,5,0,28,30,66,66
7,77.0,4,0.5,29,2.8,100,185.0,73.0,4,0.0,31,1.79,78,185.0,20,7,0,13,4,0,30,37,73,72
3,66.0,2,1.1,23,0.62,44,125.0,65.0,2,0.1,36,3.01,52,125.0,19,7,0,19,8,0,30,26,66,65
2,67.0,2,0.9,43,1.45,70,145.0,74.0,2,1.8,36,0.6,38,145.0,15,8,0,21,11,0,28,30,68,73
6,75.0,2,1.1,62,5.32,55,155.0,70.0,2,1.0,26,2.14,27,155.0,10,6,0,9,5,0,26,31,71,70
6,68.0,2,0.0,12,0.2,58,155.0,73.0,2,0.2,38,1.62,85,155.0,14,6,1,11,2,0,36,28,68,71
7,75.0,2,0.7,32,1.7,60,185.0,78.0,2,0.0,100,0.95,87,185.0,15,10,0,4,2,0,33,33,75,74
3,65.0,2,0.0,58,4.21,75,125.0,68.0,2,2.1,34,1.65,30,135.0,9,4,0,16,6,0,28,23,65,69
6,72.0,2,0.4,60,4.0,22,155.0,72.0,2,0.9,0,0.0,27,155.0,12,2,0,8,3,0,32,34,70,72
6,72.0,2,0.0,42,4.23,72,155.0,72.0,4,0.9,34,1.77,80,155.0,19,8,0,17,4,1,33,25,70,70
6,70.0,4,0.8,45,2.4,63,170.0,71.0,2,1.3,39,1.92,54,155.0,23,5,0,21,8,0,31,36,69,70
4,76.0,2,1.1,39,2.8,66,242.0,80.0,2,0.0,37,2.2,73,240.0,17,11,0,19,3,0,35,32,74,76
6,73.0,2,1.3,36,1.21,73,155.0,72.0,4,0.4,80,0.83,81,155.0,36,13,0,28,9,0,31,32,73,70
2,71.0,2,1.3,35,2.52,58,145.0,71.0,2,0.4,38,1.18,65,145.0,25,8,0,28,17,0,30,28,70,69
0,73.0,4,0.8,75,0.53,58,145.0,69.0,2,0.4,40,0.85,67,125.0,15,12,0,18,5,0,26,21,70,66
0,68.0,2,0.1,60,1.94,82,135.0,69.0,2,0.1,28,0.28,86,135.0,20,11,0,24,13,1,35,30,67,67
0,66.0,2,0.4,40,0.77,72,125.0,74.0,2,1.4,20,1.06,18,145.0,14,7,0,21,11,0,29,33,66,69
0,69.0,2,0.0,0,0.0,0,135.0,67.0,2,0.0,6,0.22,50,135.0,14,6,0,8,4,0,28,32,69,66
6,72.0,5,0.2,41,2.04,60,155.0,71.0,2,1.0,27,2.58,0,155.0,16,8,0,9,4,0,29,33,68,70
10,74.0,2,0.5,33,0.96,75,170.0,73.0,2,0.7,20,1.37,38,170.0,6,4,0,17,7,0,25,33,73,72
4,77.0,2,1.9,38,1.06,52,205.0,77.0,4,0.2,33,0.35,76,250.0,26,7,0,13,7,0,22,31,75,77
0,67.0,2,0.8,30,1.54,58,135.0,70.0,2,0.5,41,1.49,91,145.0,35,11,0,36,9,0,35,27,66,66
2,70.0,2,0.1,65,0.64,91,135.0,71.0,2,1.0,32,1.63,47,145.0,28,6,0,19,8,0,28,32,67,68
4,79.0,4,2.0,40,2.02,54,264.0,80.0,2,0.9,53,1.39,73,265.0,18,11,0,45,18,0,35,34,75,76
3,65.0,2,0.3,36,2.51,65,125.0,67.0,2,0.6,58,0.56,67,135.0,14,5,0,31,9,0,29,24,64,63
6,72.0,2,0.8,53,3.49,66,155.0,70.0,2,0.4,45,2.18,40,155.0,21,11,1,15,8,0,30,31,68,68
6,74.0,4,0.4,40,3.92,66,155.0,68.0,2,0.0,0,0.0,87,155.0,15,2,0,17,6,0,31,29,71,68
3,67.0,2,0.0,45,3.0,36,125.0,63.0,4,0.8,39,1.11,57,125.0,18,7,0,17,8,0,29,33,66,63
7,72.0,4,0.5,44,3.71,83,185.0,73.0,2,0.0,7,0.15,43,185.0,10,4,0,17,9,0,33,32,72,73
6,77.0,2,0.9,42,3.23,74,170.0,70.0,2,0.2,18,0.64,74,155.0,18,5,0,14,6,1,22,27,69,70
7,77.0,2,0.0,35,1.02,60,205.0,78.0,2,0.0,0,0.0,58,185.0,11,6,0,8,3,0,28,23,74,75
6,73.0,2,1.1,25,0.68,64,170.0,70.0,2,0.2,57,0.67,89,155.0,17,5,0,20,2,0,25,30,72,69
10,80.0,2,0.3,46,2.62,60,170.0,71.0,2,0.0,17,0.75,90,170.0,21,8,0,15,5,1,27,32,75,71
7,76.0,2,1.1,60,1.59,59,185.0,74.0,4,0.4,65,1.21,75,185.0,42,6,2,24,8,0,29,36,74,73
7,72.0,2,1.4,38,2.46,60,185.0,78.0,2,0.6,36,1.79,73,205.0,26,8,0,23,10,0,35,33,73,75
10,71.0,4,0.0,0,0.0,0,170.0,74.0,2,1.4,35,0.85,56,170.0,17,10,7,19,9,0,29,30,70,72
10,75.0,2,0.2,19,1.16,82,170.0,75.0,2,0.3,50,1.93,66,170.0,13,5,0,19,7,0,28,30,72,71
2,69.0,2,0.0,26,1.44,58,145.0,74.0,2,2.8,42,2.77,58,155.0,9,6,0,28,8,0,25,25,68,70
6,72.0,2,1.8,0,0.0,70,155.0,72.0,2,0.9,11,0.44,20,155.0,11,5,0,13,6,0,29,37,70,69
6,73.0,2,0.6,16,1.56,75,155.0,71.0,2,0.3,16,0.44,80,155.0,26,5,0,12,9,0,34,34,69,67
6,70.0,4,0.5,45,1.08,61,155.0,72.0,4,0.3,40,0.67,61,155.0,24,7,0,19,8,0,36,29,69,70
0,65.0,4,0.6,42,5.15,47,125.0,71.0,4,0.8,62,1.44,60,135.0,23,10,0,35,10,0,29,34,64,69
2,73.0,2,0.7,47,0.93,41,135.0,71.0,2,0.3,36,1.85,63,145.0,18,10,1,12,8,1,26,31,68,68
10,73.0,2,0.0,20,0.2,75,170.0,78.0,2,0.9,68,2.0,81,185.0,17,4,0,21,8,0,23,32,71,74
2,68.0,2,0.0,56,3.03,100,145.0,68.0,2,0.0,50,0.65,65,145.0,18,4,1,26,3,0,23,29,68,67
11,66.0,2,0.5,64,4.67,66,135.0,68.0,2,4.8,68,6.26,50,135.0,11,5,0,12,2,0,34,27,66,67
5,72.0,2,0.5,44,1.95,77,235.0,76.0,2,0.1,41,4.49,28,205.0,22,2,0,10,7,0,35,34,71,74
10,72.0,4,1.0,25,2.49,61,170.0,76.0,2,0.4,47,1.77,88,170.0,28,9,0,18,4,0,37,25,73,72
10,74.0,2,1.5,35,1.8,70,170.0,75.0,2,4.8,46,3.03,40,170.0,27,14,1,16,9,0,39,26,72,71
10,73.0,2,0.0,57,0.36,84,185.0,75.0,2,0.0,45,0.36,78,170.0,21,5,0,15,4,1,24,31,72,72
11,68.0,2,0.8,33,0.74,32,125.0,66.0,2,0.7,45,0.46,59,125.0,19,10,0,15,7,0,30,28,66,66
0,65.0,2,1.1,21,0.92,81,135.0,66.0,2,0.3,38,1.54,80,135.0,18,4,0,27,7,0,28,32,66,65
0,71.0,2,0.8,29,1.91,51,135.0,71.0,2,0.4,38,1.85,58,135.0,18,3,0,12,6,0,25,27,67,70
3,64.0,2,2.1,33,1.06,40,125.0,64.0,4,0.3,30,3.71,56,125.0,11,5,0,19,8,0,30,31,64,64
6,71.0,4,1.0,42,1.02,81,170.0,71.0,2,1.6,36,2.49,11,155.0,16,6,0,15,7,0,26,32,70,68
