weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_td_def,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_td_def,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height
14,65.0,2.11,1.94,2,44,55,70,115.0,60.0,3.46,4.04,2,47,62,52,115.0,9,5,0,10,5,0,35,28,65,61
2,70.0,2.64,1.92,2,32,66,81,155.0,69.0,3.63,3.26,4,44,53,30,135.0,14,8,1,11,7,2,38,26,69,67
7,73.0,3.21,3.71,4,49,60,78,185.0,73.0,3.7,4.77,2,39,61,84,185.0,13,4,0,21,5,0,40,27,72,72
4,80.0,2.15,3.54,2,62,59,73,265.0,77.0,2.45,3.61,2,51,56,31,231.0,45,18,0,23,8,1,37,40,76,76
4,74.0,3.29,3.09,4,57,47,68,247.0,80.0,1.9,3.69,2,51,55,25,265.0,19,8,1,12,2,0,35,26,72,76
6,72.0,3.48,2.97,2,46,53,58,170.0,71.0,2.89,2.78,4,40,59,47,155.0,22,9,0,31,13,0,30,34,70,68
0,68.0,4.43,3.96,2,38,58,65,145.0,71.0,3.89,5.11,2,41,63,50,135.0,26,3,0,17,4,0,32,30,67,68
4,80.0,3.61,3.53,2,51,49,20,240.0,79.0,4.31,2.93,2,41,42,75,255.0,57,13,1,18,7,1,40,35,74,78
10,78.0,6.39,3.15,2,26,54,0,170.0,71.0,3.59,4.78,2,42,65,78,170.0,7,5,0,14,4,0,26,31,74,70
7,76.0,2.19,4.44,2,47,57,68,205.0,77.0,3.25,2.73,4,42,52,46,185.0,21,7,0,29,12,0,33,30,74,73
10,73.0,2.55,3.35,2,44,69,66,170.0,72.0,3.81,4.37,2,41,60,83,170.0,31,12,0,16,3,0,28,29,72,71
2,64.0,3.06,4.25,2,49,64,86,135.0,71.0,6.07,4.02,2,32,50,44,135.0,18,2,1,17,9,0,28,31,66,68
5,81.0,3.64,0.65,2,26,21,0,205.0,74.0,1.36,3.25,2,61,70,72,185.0,8,3,0,11,2,0,28,25,76,72
7,78.0,3.25,3.14,2,42,51,73,205.0,71.0,3.01,3.75,4,43,59,62,185.0,14,5,0,16,5,0,33,26,74,69
2,66.0,3.07,4.42,2,46,59,82,155.0,71.0,2.8,3.27,2,36,53,58,145.0,18,9,0,25,8,0,31,33,66,70
5,76.0,3.35,4.26,2,50,55,28,205.0,76.0,5.34,4.26,2,42,55,83,205.0,10,7,0,17,11,0,37,32,74,75
0,70.0,4.65,5.66,4,45,64,75,135.0,68.0,3.88,4.1,2,40,61,95,135.0,22,3,0,22,4,0,26,28,67,64
10,73.0,3.03,4.18,2,39,61,48,170.0,74.0,3.46,5.32,2,49,67,75,170.0,21,6,0,21,5,0,31,32,71,72
7,76.0,2.48,3.1,2,47,57,77,185.0,75.0,4.15,3.06,4,45,52,76,205.0,21,9,1,13,4,0,35,30,72,73
10,76.0,2.25,2.9,2,50,46,61,170.0,74.0,1.86,2.89,4,40,63,58,170.0,19,8,1,14,3,0,29,34,71,73
4,75.0,7.65,4.0,2,36,51,0,241.0,78.0,5.76,5.81,2,43,51,77,250.0,20,5,0,11,6,0,37,28,73,76
2,71.0,2.58,2.22,2,46,47,66,145.0,70.0,5.11,2.63,2,31,58,62,145.0,11,1,0,8,5,0,25,30,71,67
0,66.0,5.98,5.01,5,45,54,84,135.0,70.0,3.82,3.43,5,47,53,68,135.0,19,10,0,15,5,1,31,25,66,68
4,74.0,6.08,3.98,2,51,52,100,264.0,77.0,3.08,3.43,4,45,44,69,265.0,14,6,0,12,4,0,26,32,75,75
2,73.0,3.23,2.32,2,38,47,35,145.0,75.0,5.34,7.09,2,50,62,90,145.0,14,6,0,13,1,0,30,26,67,71
6,70.0,1.75,1.7,2,53,51,55,155.0,73.0,2.17,1.64,2,41,54,50,155.0,12,3,0,10,4,0,30,28,70,71
5,84.0,2.03,4.31,2,57,65,95,205.0,72.0,2.75,4.25,2,52,56,77,235.0,25,1,0,22,2,0,30,38,76,71
10,74.0,2.58,2.5,2,49,57,92,170.0,72.0,2.01,1.82,4,43,63,61,170.0,19,4,1,28,9,0,35,40,69,73
12,70.0,4.02,1.16,2,42,38,33,135.0,68.0,2.25,7.28,2,52,64,94,145.0,19,8,0,21,2,0,36,32,67,68
10,74.0,4.16,3.57,4,45,60,65,170.0,73.0,4.23,4.34,2,46,53,73,155.0,28,14,0,36,13,0,35,34,71,73
5,79.0,3.97,3.43,2,54,49,70,205.0,75.0,3.93,5.04,2,46,57,76,205.0,17,6,0,16,4,0,37,28,73,74
2,71.0,2.66,2.88,2,45,59,47,145.0,71.0,3.02,2.95,2,33,51,47,145.0,19,8,0,20,6,0,35,25,68,70
1,70.0,3.9,3.78,2,36,57,91,145.0,71.0,1.95,4.85,2,50,66,51,135.0,36,9,0,18,3,0,30,28,66,67
2,69.0,7.36,4.07,5,33,50,56,145.0,72.0,3.69,5.53,2,46,66,76,145.0,14,1,0,13,3,1,26,28,68,71
2,74.0,3.86,4.08,2,37,53,69,145.0,72.0,6.36,5.12,2,41,57,77,145.0,20,6,0,20,4,0,27,29,71,71
14,63.0,5.56,4.83,2,47,38,77,115.0,65.0,4.75,3.89,2,43,53,61,115.0,7,2,0,4,6,0,27,26,62,64
3,68.0,1.88,2.57,2,42,63,46,125.0,62.0,1.66,2.12,5,46,62,69,125.0,12,6,0,14,2,0,26,24,66,63
6,70.0,4.14,4.44,4,39,53,62,155.0,72.0,3.13,2.69,2,43,51,72,170.0,21,9,0,29,17,0,29,37,68,70
3,70.0,3.24,3.12,2,34,63,62,125.0,69.0,2.91,3.88,2,37,65,67,125.0,16,5,1,18,5,0,24,24,67,66
14,66.0,3.61,5.25,2,41,63,63,115.0,63.0,3.11,3.01,2,41,61,57,115.0,11,3,0,10,8,1,24,32,65,64
10,73.0,3.34,4.85,4,50,61,62,170.0,76.0,4.46,3.06,2,34,51,61,170.0,16,7,0,14,3,0,36,28,72,72
2,71.0,4.79,2.22,4,41,41,62,145.0,71.0,5.72,7.66,4,39,51,85,145.0,14,7,0,12,3,0,23,24,71,68
7,75.0,2.42,2.14,2,37,63,73,205.0,75.0,3.2,3.05,4,44,55,82,205.0,24,8,1,33,13,0,38,31,72,74
0,67.0,2.94,3.52,2,35,64,73,135.0,70.0,4.31,2.77,2,44,49,58,135.0,22,8,1,13,8,0,28,29,66,69
7,76.0,4.31,3.52,0,41,57,63,170.0,77.0,2.56,5.13,2,48,56,77,185.0,12,6,0,20,5,0,28,29,73,73
3,65.0,2.17,2.94,2,44,56,52,125.0,64.0,2.33,3.31,2,52,65,71,125.0,19,8,0,14,4,0,29,31,65,62
0,69.0,4.68,3.47,0,42,53,52,135.0,67.0,1.61,1.59,2,36,52,22,135.0,19,8,1,26,10,0,37,33,68,66
0,69.0,2.43,3.49,0,47,68,50,135.0,69.0,2.14,1.37,2,40,52,64,145.0,9,3,0,7,2,0,27,26,68,68
3,66.0,1.78,0.96,2,40,46,50,125.0,69.0,1.72,1.58,5,37,60,23,125.0,8,2,0,9,2,0,31,23,66,66
6,72.0,2.32,1.56,2,35,59,20,145.0,74.0,3.4,1.89,0,38,55,33,155.0,14,7,0,9,6,0,30,27,70,72
4,84.0,4.0,3.13,2,47,46,55,265.0,80.0,2.48,5.36,2,60,58,76,250.0,33,12,0,31,7,0,29,29,83,79
7,73.0,3.23,2.91,2,40,49,62,170.0,80.0,5.66,2.74,2,50,39,0,185.0,24,8,1,11,2,0,33,25,71,75
11,68.0,4.04,3.12,2,42,55,28,135.0,68.0,2.93,3.46,2,41,65,51,135.0,6,4,0,9,5,1,30,40,64,66
10,74.0,2.05,2.53,4,47,55,70,170.0,72.0,5.0,5.65,4,48,44,47,170.0,18,3,0,14,7,0,26,28,74,72
10,76.0,2.31,2.18,4,34,57,55,170.0,74.0,3.03,2.41,4,46,59,82,185.0,15,6,1,18,2,1,29,25,72,72
6,73.0,3.03,2.98,2,39,64,88,155.0,77.0,1.8,5.4,2,50,59,71,155.0,27,6,0,8,2,0,29,33,69,72
6,69.0,2.71,1.28,2,41,51,22,145.0,67.0,2.49,2.44,2,47,58,50,170.0,9,3,0,26,3,0,23,36,68,66
6,73.0,2.16,1.98,2,34,65,61,155.0,73.0,2.51,3.7,4,46,69,75,155.0,24,4,0,23,8,0,31,28,68,70
5,75.0,3.07,2.77,2,52,59,83,205.0,78.0,1.63,5.25,2,52,50,88,205.0,19,7,0,12,1,0,37,25,73,76
2,73.0,3.0,4.89,2,48,64,77,145.0,69.0,3.58,3.44,2,49,36,53,145.0,18,1,0,21,12,0,26,28,73,70
5,73.0,5.95,1.23,2,35,47,33,205.0,78.0,0.13,10.22,2,61,92,0,205.0,10,6,0,17,4,0,37,26,71,74
6,72.0,5.64,3.68,2,34,50,83,155.0,70.0,3.0,2.2,4,49,54,10,155.0,12,5,0,12,3,0,30,31,70,71
11,66.0,2.16,3.02,4,49,62,77,125.0,69.0,2.63,4.34,2,49,55,80,135.0,18,3,0,19,4,0,29,29,65,68
10,70.0,3.28,3.57,4,45,62,60,170.0,80.0,2.22,3.86,2,46,56,60,170.0,29,12,0,21,8,0,33,30,68,75
3,65.0,3.04,1.83,4,29,55,47,125.0,64.0,2.73,3.82,2,44,65,90,135.0,23,10,0,15,2,0,32,30,64,64
5,73.0,3.09,2.29,2,40,55,100,205.0,79.0,2.55,2.7,2,62,48,52,205.0,15,7,0,7,3,0,34,26,70,75
2,73.0,2.53,3.44,2,33,63,71,145.0,71.0,2.98,3.09,2,40,58,65,145.0,22,8,0,28,17,0,35,31,69,69
11,68.0,3.82,2.74,2,35,57,92,135.0,66.0,2.06,2.37,2,44,47,66,135.0,10,1,0,11,5,0,26,37,68,66
11,67.0,4.39,4.86,2,35,57,72,125.0,67.0,3.17,2.04,0,41,44,37,135.0,6,4,0,6,6,0,30,29,68,67
2,70.0,4.29,4.31,4,42,53,66,145.0,66.0,4.04,2.66,4,37,58,33,145.0,21,6,1,11,1,0,28,31,72,66
6,73.0,3.27,2.35,2,34,47,50,155.0,71.0,3.07,3.76,4,42,60,71,155.0,11,5,0,13,6,0,32,29,70,72
4,75.0,3.25,2.33,2,56,59,100,245.0,74.0,2.22,1.81,2,43,47,50,243.0,9,1,0,10,5,0,31,24,73,74
6,72.0,2.14,1.8,4,38,65,81,155.0,75.0,1.59,2.47,2,42,64,62,155.0,28,9,0,23,14,1,35,33,70,71
7,77.0,2.43,4.18,4,48,56,68,205.0,78.0,1.91,1.66,2,39,56,43,185.0,16,5,0,22,6,0,33,36,75,73
10,73.0,8.35,4.56,2,46,38,0,170.0,71.0,4.5,4.27,2,47,57,70,170.0,13,3,0,13,6,0,31,26,71,70
7,76.0,4.28,3.06,2,47,44,51,205.0,71.0,3.35,3.02,4,46,53,77,185.0,32,14,0,34,10,1,29,39,76,69
6,74.0,3.13,3.06,4,39,58,30,155.0,71.0,2.14,3.58,2,49,60,0,155.0,11,5,0,13,1,0,27,31,74,67
10,76.0,2.17,4.6,5,52,60,100,170.0,72.0,3.73,2.42,2,42,59,75,170.0,16,1,0,14,7,1,30,35,72,72
4,77.0,2.47,2.47,2,42,69,0,251.0,80.0,4.46,3.45,2,41,48,40,205.0,14,5,0,9,2,0,36,29,73,76
6,70.0,2.97,2.48,4,51,55,70,155.0,73.0,2.45,2.7,2,36,59,64,170.0,12,5,0,17,5,0,28,28,69,72
4,76.0,3.02,3.91,2,65,45,78,260.0,82.0,5.3,2.6,2,35,46,0,245.0,15,9,0,6,3,0,37,27,77,79
7,79.0,3.57,3.31,2,50,53,69,185.0,77.0,1.81,2.84,4,44,58,85,185.0,16,9,0,21,4,0,33,28,72,73
6,71.0,2.94,2.5,2,39,52,23,155.0,71.0,3.05,3.09,2,43,57,50,155.0,12,4,0,17,3,0,32,31,71,70
5,80.0,2.86,2.59,4,46,44,65,205.0,75.0,2.25,2.06,4,38,60,84,170.0,24,13,0,35,12,0,34,36,75,74
14,63.0,4.38,3.17,2,42,58,58,115.0,62.0,5.28,6.55,2,51,51,76,115.0,17,4,0,20,7,0,29,26,64,61
6,70.0,4.53,3.25,2,43,53,37,155.0,70.0,3.52,3.81,4,41,60,63,155.0,16,10,3,35,14,0,29,39,71,67
5,76.0,5.28,3.89,2,60,40,22,205.0,73.0,4.57,7.09,2,58,53,100,205.0,14,5,0,1,2,0,28,34,75,72
2,69.0,3.63,3.26,4,44,53,30,135.0,69.0,4.47,3.04,2,37,52,68,145.0,11,7,2,9,7,1,26,27,67,68
3,71.0,2.5,2.16,4,41,50,41,125.0,67.0,2.23,1.38,2,38,65,86,125.0,21,6,2,23,6,0,28,32,70,65
10,73.0,3.2,2.23,4,36,58,63,170.0,72.0,3.02,4.42,2,39,61,31,170.0,34,10,2,17,5,0,33,27,71,71
14,67.0,7.77,6.23,2,31,55,0,115.0,66.0,7.22,5.4,2,44,58,83,115.0,5,2,0,6,3,0,20,28,65,64
10,70.0,3.75,3.23,2,58,45,75,170.0,72.0,3.17,2.93,2,43,58,86,170.0,10,3,0,13,5,0,32,29,67,71
10,77.0,5.07,4.45,2,41,51,73,170.0,71.0,4.49,3.8,2,33,56,0,170.0,13,7,1,6,2,0,32,26,75,71
6,76.0,3.75,5.81,2,45,63,75,155.0,77.0,3.18,3.9,2,42,52,74,170.0,26,3,0,18,5,0,33,25,71,69
3,63.0,1.8,1.26,2,49,46,46,135.0,66.0,1.66,3.43,2,54,67,65,125.0,12,4,0,27,3,1,24,31,64,63
4,77.0,2.45,3.61,2,51,56,31,231.0,77.0,2.68,2.96,4,38,61,76,250.0,23,8,1,13,7,0,40,34,76,77
13,67.0,1.44,2.23,5,56,45,20,125.0,69.0,2.87,2.98,2,35,73,66,125.0,18,8,1,12,6,0,31,31,67,66
6,72.0,2.66,3.95,4,49,60,80,155.0,70.0,3.54,5.35,4,39,61,80,155.0,17,4,1,18,8,1,28,36,70,70
0,68.0,5.3,3.83,2,45,62,46,135.0,64.0,3.06,4.25,2,49,64,86,135.0,16,2,0,18,2,1,24,28,67,66
6,71.0,4.77,4.41,2,42,54,62,155.0,71.0,3.7,4.95,2,49,63,74,155.0,10,4,2,24,10,1,25,31,69,70
14,68.0,4.07,2.23,2,37,57,0,115.0,67.0,2.77,3.65,2,58,55,88,115.0,6,3,0,8,2,0,31,29,64,68
3,70.0,3.69,3.64,2,34,62,58,125.0,69.0,1.93,2.07,2,37,63,46,125.0,14,4,0,8,7,0,27,31,68,68
3,65.0,1.83,3.6,2,51,52,75,125.0,66.0,2.55,2.57,2,43,56,44,125.0,14,2,0,19,7,0,29,33,65,66
7,74.0,2.76,3.0,2,40,55,77,185.0,78.0,2.99,2.13,2,40,52,30,185.0,17,7,0,28,9,0,30,36,73,73
10,73.0,4.23,4.34,2,46,53,73,155.0,74.0,3.03,2.41,4,46,59,82,185.0,36,13,0,18,2,1,34,25,73,72
14,64.0,5.58,5.57,2,39,57,83,115.0,64.0,7.37,4.1,2,31,52,83,115.0,13,5,0,6,6,0,32,31,63,61
5,75.0,2.82,3.21,2,54,44,80,205.0,78.0,2.76,3.44,2,49,53,65,205.0,10,4,0,25,8,0,27,34,72,74
7,76.0,3.04,3.19,4,55,54,41,185.0,75.0,5.65,2.92,4,48,56,80,205.0,11,3,1,7,3,0,27,30,72,74
6,72.0,3.2,5.24,4,46,75,78,155.0,71.0,2.02,1.41,2,34,47,37,155.0,11,2,0,23,7,0,22,25,70,69
0,66.0,5.98,5.01,5,45,54,84,135.0,70.0,3.1,1.86,2,36,52,43,135.0,19,10,0,10,6,0,31,27,66,65
7,75.0,3.2,3.05,4,44,55,82,205.0,76.0,1.73,2.38,4,43,70,80,170.0,33,13,0,18,4,0,31,30,74,70
2,74.0,3.86,4.08,2,37,53,69,145.0,65.0,4.82,3.52,4,41,50,52,145.0,20,6,0,14,15,1,27,31,71,69
10,72.0,2.87,2.6,2,46,58,83,170.0,72.0,3.69,3.01,2,46,50,75,170.0,10,4,0,14,4,0,28,26,70,71
11,66.0,4.84,5.22,2,55,46,66,135.0,65.0,3.9,3.21,2,57,45,52,135.0,9,1,0,10,4,0,22,35,66,67
2,73.0,2.66,2.37,2,45,64,41,135.0,70.0,3.26,3.63,2,36,67,50,145.0,18,10,1,15,2,0,29,32,68,66
7,77.0,2.91,3.39,4,45,54,100,185.0,74.0,1.57,2.59,4,53,61,75,185.0,20,7,0,24,8,0,33,39,73,73
10,72.0,2.01,1.82,4,43,63,61,170.0,72.0,3.02,4.17,2,37,55,78,170.0,28,9,0,15,2,0,40,29,73,71
0,65.0,6.17,5.29,2,42,57,81,135.0,71.0,3.89,5.11,2,41,63,50,135.0,18,4,0,17,4,0,31,30,66,68
6,71.0,2.89,2.78,4,40,59,47,155.0,70.0,2.47,3.09,4,44,60,61,155.0,31,13,0,24,7,0,34,39,68,69
7,76.0,2.19,4.44,2,47,57,68,205.0,77.0,2.56,5.13,2,48,56,77,185.0,21,7,0,20,5,0,33,29,74,73
0,70.0,3.82,3.43,5,47,53,68,135.0,67.0,4.27,5.36,2,40,56,67,135.0,15,5,1,31,9,0,25,27,68,63
10,75.0,5.34,5.18,2,53,51,64,170.0,76.0,4.46,3.06,2,34,51,61,170.0,17,7,1,14,3,0,26,28,71,72
7,73.0,3.54,2.64,2,28,57,20,185.0,79.0,1.98,1.91,2,44,53,53,185.0,23,9,0,11,4,0,28,27,72,74
6,68.0,3.9,6.26,2,54,58,57,155.0,69.0,3.31,2.08,2,41,55,76,155.0,15,4,0,23,6,1,29,33,69,68
10,76.0,4.11,4.22,2,49,56,63,170.0,73.0,3.03,4.18,2,39,61,48,170.0,15,7,0,21,6,0,32,31,71,71
3,68.0,2.4,2.44,2,52,53,59,125.0,62.0,1.66,2.12,5,46,62,69,125.0,17,1,0,14,2,0,30,24,65,63
4,80.0,4.02,2.76,2,44,42,33,265.0,75.0,4.3,4.27,2,58,45,87,249.0,8,3,1,6,3,0,37,25,77,75
7,76.0,1.4,3.78,2,53,72,83,185.0,75.0,2.71,4.33,2,38,65,63,185.0,26,2,0,31,9,0,36,38,71,73
0,65.0,3.53,3.53,2,37,64,100,135.0,67.0,3.03,5.37,2,41,65,86,125.0,11,3,0,17,4,0,26,31,68,66
14,65.0,3.88,3.95,2,42,59,46,115.0,65.0,2.73,6.18,2,47,65,81,125.0,9,4,0,16,3,0,25,30,65,66
10,74.0,2.94,4.33,2,47,66,78,170.0,75.0,2.73,3.93,2,44,59,78,170.0,35,13,0,15,4,1,33,34,71,72
7,72.0,6.84,8.43,0,57,53,80,185.0,69.0,3.99,3.49,4,45,53,63,185.0,13,0,0,18,8,0,26,34,73,69
6,73.0,3.63,2.56,2,33,54,64,155.0,76.0,3.31,4.13,2,39,60,57,155.0,16,4,0,13,5,0,29,30,70,75
4,77.0,3.3,3.97,2,53,54,28,240.0,77.0,2.68,2.96,4,38,61,76,250.0,13,4,0,13,7,0,34,34,76,77
5,79.0,2.18,4.45,2,46,59,83,205.0,80.0,2.86,2.59,4,46,44,65,205.0,14,4,0,24,13,0,28,34,75,75
10,78.0,2.42,3.41,2,47,55,71,170.0,74.0,3.22,2.22,5,43,43,44,170.0,12,3,0,6,2,0,27,25,75,74
4,80.0,3.61,3.53,2,51,49,20,240.0,80.0,1.9,3.69,2,51,55,25,265.0,57,13,1,12,2,0,40,26,74,76
0,72.0,3.16,3.05,2,39,59,75,135.0,68.0,3.93,2.81,2,39,65,72,135.0,14,2,0,7,2,0,22,30,69,68
6,72.0,3.48,2.97,2,46,53,58,170.0,72.0,3.97,5.51,4,49,56,61,155.0,22,9,0,25,6,0,30,28,70,69
10,75.0,2.58,3.75,2,54,56,63,170.0,72.0,2.91,2.75,4,38,57,47,170.0,24,16,0,31,12,0,36,36,72,70
4,74.0,6.08,3.98,2,51,52,100,264.0,77.0,2.69,3.55,2,44,59,79,240.0,14,6,0,28,19,0,26,38,75,75
7,78.0,2.44,1.9,4,42,53,84,185.0,74.0,2.32,2.71,2,49,55,70,185.0,14,8,0,38,19,2,32,38,73,72
0,69.0,3.73,3.13,4,50,55,71,135.0,66.0,2.35,3.32,2,41,68,80,135.0,10,4,0,27,7,0,30,35,67,65
6,70.0,2.46,2.45,2,33,65,69,155.0,71.0,5.39,2.84,2,39,54,54,155.0,35,16,0,28,16,0,36,33,67,70
0,66.0,3.55,3.28,2,40,61,81,135.0,67.0,3.69,3.53,2,39,58,66,135.0,21,11,0,23,6,1,33,29,63,66
14,66.0,1.45,4.82,0,65,48,100,115.0,63.0,4.48,2.7,2,30,58,28,115.0,9,0,0,13,2,0,27,24,65,61
6,73.0,5.98,2.91,2,29,48,36,155.0,71.0,1.96,3.58,2,52,58,41,170.0,8,3,0,11,2,0,33,21,70,72
14,64.0,3.55,4.81,2,47,54,77,115.0,64.0,5.3,5.88,2,50,65,73,115.0,10,6,0,10,7,0,32,32,65,63
10,75.0,3.8,4.86,2,35,61,63,170.0,76.0,3.62,4.34,2,35,64,81,170.0,20,9,0,20,3,0,33,26,71,73
5,78.0,3.69,4.15,2,39,52,67,205.0,74.0,4.52,3.83,2,46,64,75,205.0,11,4,0,9,3,0,29,32,75,73
7,74.0,2.44,2.94,2,44,54,65,185.0,74.0,1.8,3.16,4,52,64,53,185.0,11,4,0,9,2,0,27,27,72,73
4,77.0,2.45,3.61,2,51,56,31,231.0,78.0,3.2,3.61,2,51,52,81,249.0,23,8,1,17,6,0,40,32,76,75
13,64.0,5.66,4.48,2,42,57,68,125.0,64.0,4.73,4.53,2,47,60,62,125.0,7,8,0,9,6,0,28,30,66,65
10,72.0,3.81,4.37,2,41,60,83,170.0,75.0,3.34,4.87,2,45,62,63,170.0,16,3,0,29,11,1,29,33,71,74
10,76.0,2.31,2.18,4,34,57,55,170.0,73.0,2.02,3.07,2,46,63,66,170.0,15,6,1,15,4,0,29,23,72,71
7,75.0,2.39,4.19,2,42,53,59,185.0,70.0,4.64,3.62,4,38,61,78,185.0,17,3,0,13,4,0,29,40,73,72
1,72.0,5.09,6.1,2,40,57,64,145.0,71.0,3.14,6.15,2,57,59,72,145.0,13,4,0,21,1,0,24,29,68,66
3,68.0,3.2,2.38,2,36,59,62,125.0,67.0,3.66,1.95,4,43,43,33,125.0,10,5,0,13,3,0,28,32,65,66
6,72.0,2.54,4.26,2,59,56,82,155.0,68.0,3.09,3.47,2,50,49,44,155.0,18,4,0,30,10,2,31,33,70,68
4,75.0,3.54,4.09,4,48,51,42,264.0,76.0,6.68,4.82,2,56,50,62,205.0,10,3,0,9,4,0,24,36,74,71
6,68.0,4.86,3.66,2,38,50,53,155.0,73.0,7.14,6.68,2,46,52,72,170.0,17,12,0,22,8,0,33,28,70,70
14,66.0,4.48,3.13,4,41,48,40,125.0,63.0,5.1,2.97,0,54,50,53,115.0,5,2,0,5,5,0,22,39,65,63
3,68.0,3.53,1.44,2,42,53,51,125.0,68.0,1.88,2.57,2,42,63,46,125.0,7,5,0,12,6,0,29,26,65,66
4,81.0,1.87,1.68,2,38,48,58,250.0,76.0,3.02,3.91,2,65,45,78,260.0,10,2,0,15,9,0,25,37,77,77
7,75.0,2.71,4.33,2,38,65,63,185.0,71.0,3.01,3.75,4,43,59,62,185.0,31,9,0,16,5,0,38,26,73,69
10,71.0,3.55,4.9,2,43,61,63,170.0,72.0,2.73,2.63,2,36,58,57,170.0,17,5,0,17,7,0,29,31,72,71
2,73.0,2.86,3.98,4,48,64,58,145.0,71.0,3.27,4.73,2,43,60,0,145.0,15,12,0,20,1,1,29,31,70,69
10,72.0,3.03,1.81,2,31,59,66,170.0,70.0,1.97,2.92,2,46,68,72,170.0,15,6,0,16,2,0,30,33,69,71
2,72.0,3.64,3.0,2,42,63,53,145.0,73.0,3.0,4.89,2,48,64,77,145.0,11,4,0,18,1,0,27,26,68,73
10,71.0,4.28,4.13,2,45,56,50,170.0,74.0,3.95,3.42,2,37,51,100,170.0,15,5,0,8,4,0,27,27,72,72
14,65.0,4.75,3.89,2,43,53,61,115.0,63.0,4.22,6.85,2,40,64,66,115.0,4,6,0,11,1,0,26,28,64,65
2,67.0,2.74,3.54,2,38,62,66,135.0,72.0,1.88,0.7,2,10,72,0,135.0,15,4,1,5,3,0,20,30,68,67
4,78.0,5.76,5.81,2,43,51,77,250.0,76.0,2.45,2.45,2,44,58,47,235.0,11,6,0,20,5,0,28,36,76,75
11,68.0,2.84,2.72,4,49,50,20,135.0,66.0,4.35,4.79,2,45,52,58,125.0,5,3,0,10,3,0,29,21,66,68
2,69.0,2.96,1.63,2,42,56,71,135.0,69.0,4.47,3.04,2,37,52,68,145.0,10,7,0,9,7,1,28,27,69,68
4,74.0,5.82,3.35,2,39,35,100,247.0,72.0,5.23,4.43,2,52,38,0,205.0,9,4,0,3,2,0,32,22,72,75
2,70.0,3.18,3.47,2,44,65,91,135.0,69.0,4.45,6.66,2,44,62,85,145.0,28,6,0,21,5,0,31,26,67,71
4,83.0,1.97,2.15,2,37,48,71,250.0,80.0,2.15,3.54,2,62,59,73,265.0,14,3,0,45,18,0,31,37,76,76
3,69.0,2.91,3.88,2,37,65,67,125.0,64.0,2.73,3.82,2,44,65,90,135.0,18,5,0,15,2,0,24,30,66,64
6,69.0,4.39,4.32,2,41,55,92,155.0,70.0,9.67,8.57,2,55,54,80,155.0,29,6,0,21,2,0,33,29,69,71
14,62.0,3.88,3.35,2,53,48,57,115.0,60.0,3.46,4.04,2,47,62,52,115.0,17,7,0,10,5,0,31,28,63,61
6,70.0,3.17,3.55,2,43,50,59,155.0,74.0,3.03,3.21,2,50,54,58,155.0,17,4,0,28,8,0,33,28,71,70
10,76.0,2.25,2.9,2,50,46,61,170.0,75.0,5.21,3.99,2,35,46,74,155.0,19,8,1,15,6,0,29,30,71,70
6,73.0,3.53,4.69,4,43,55,77,155.0,70.0,3.74,3.98,2,52,54,68,155.0,8,2,0,11,1,1,28,29,69,69
14,67.0,4.73,4.8,2,38,53,38,115.0,65.0,4.89,3.69,2,36,50,76,115.0,8,7,0,14,8,0,30,33,67,64
14,64.0,3.2,3.55,5,44,51,28,115.0,65.0,4.92,1.53,0,28,42,28,115.0,4,5,0,11,9,0,26,34,63,61
10,72.0,6.91,4.98,2,48,47,66,170.0,73.0,4.2,4.59,2,46,59,53,170.0,11,8,0,10,1,0,29,32,72,70
5,77.0,2.24,5.03,4,52,57,84,205.0,72.0,3.84,2.81,5,46,49,50,205.0,12,0,0,15,8,0,28,26,76,72
4,76.0,2.95,2.95,2,51,56,100,245.0,78.0,2.57,3.37,4,59,57,36,264.0,10,4,0,8,2,0,28,30,75,73
2,69.0,7.36,4.07,5,33,50,56,145.0,70.0,3.65,4.59,2,49,61,60,145.0,14,1,0,26,11,0,26,34,68,68
2,71.0,3.02,2.95,2,33,51,47,145.0,71.0,2.93,4.32,4,41,71,56,145.0,20,6,0,21,8,0,25,29,70,68
0,67.0,3.69,3.53,2,39,58,66,135.0,71.0,1.95,4.85,2,50,66,51,135.0,23,6,1,18,3,0,29,28,66,67
6,70.0,4.21,2.05,4,44,39,47,155.0,69.0,3.27,4.36,2,50,55,64,155.0,13,4,0,13,3,0,30,34,70,69
7,75.0,4.15,3.06,4,45,52,76,205.0,73.0,3.96,2.75,2,48,52,80,185.0,13,4,0,11,3,0,30,29,73,73
0,72.0,3.96,3.81,2,35,56,70,135.0,73.0,4.8,4.49,5,44,58,78,135.0,7,4,1,10,1,0,26,23,69,70
13,68.0,4.18,4.27,2,46,55,32,125.0,66.0,2.51,2.78,2,54,61,65,125.0,19,10,0,13,7,0,33,33,66,66
0,67.0,4.05,6.0,4,51,54,70,135.0,70.0,4.31,2.77,2,44,49,58,135.0,13,3,0,13,8,0,32,29,66,69
