weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_sub_avg,f1_td_avg,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_sub_avg,f2_td_avg,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,stk_acc_diff,stk_def_diff,td_acc_diff,td_def_diff
7,73.0,4.41,4.01,2,0.0,0.15,185.0,76.0,2.48,3.1,2,0.5,2.55,185.0,17,9,0,21,9,1,33,33,73,72,-3,-7,-27,-34
7,78.0,2.63,1.93,2,0.9,2.0,185.0,72.0,1.83,1.17,2,0.0,0.0,185.0,21,8,0,7,4,0,33,31,74,74,10,-17,68,-19
7,78.0,5.32,3.51,2,0.0,0.0,185.0,76.0,2.19,4.44,2,0.1,0.83,205.0,8,3,0,21,7,0,24,31,75,74,-24,0,-40,-10
10,70.0,1.79,2.93,4,0.8,2.4,170.0,74.0,3.63,2.7,5,0.7,1.36,170.0,23,5,0,11,5,0,32,30,69,74,3,11,-21,13
2,74.0,3.88,3.0,2,1.8,0.6,145.0,69.0,4.45,6.66,2,0.4,0.24,145.0,21,11,0,21,5,0,31,24,73,71,-11,-3,-47,-47
10,80.0,2.22,3.86,2,0.3,2.62,170.0,71.0,3.92,1.87,2,0.3,1.59,170.0,21,8,0,18,7,2,28,34,75,70,2,15,26,32
7,71.0,2.83,2.03,0,1.5,3.0,185.0,70.0,4.64,3.62,4,0.3,1.86,185.0,5,3,0,13,4,0,27,38,71,72,-19,3,20,22
6,77.0,3.18,3.9,2,0.9,3.23,170.0,67.0,2.49,2.44,2,0.6,4.11,170.0,18,5,0,26,3,0,23,34,69,66,-5,-6,6,24
3,68.0,2.64,2.4,2,0.3,1.04,125.0,63.0,1.8,1.26,2,1.2,3.66,135.0,9,3,0,12,4,0,34,22,67,64,-6,2,-32,7
6,70.0,2.3,2.92,2,0.8,1.31,155.0,75.0,5.5,1.29,2,1.3,2.66,155.0,25,11,0,8,3,1,29,24,69,67,11,31,4,66
2,71.0,4.38,2.9,2,0.3,2.26,145.0,72.0,3.35,2.02,2,2.4,1.71,145.0,13,3,0,18,4,0,29,30,69,71,0,8,7,47
3,64.0,2.24,1.94,4,0.3,3.71,125.0,66.0,2.3,3.53,4,1.4,4.28,135.0,19,8,0,16,9,1,32,29,64,67,-3,0,-33,5
6,73.0,2.8,1.41,2,0.0,2.82,155.0,71.0,3.86,2.39,5,0.2,0.0,170.0,12,6,1,9,5,0,25,27,70,70,-23,11,30,-79
4,79.0,3.84,2.18,4,2.0,2.02,264.0,80.0,3.09,2.89,2,0.8,0.82,264.0,18,11,0,19,10,1,36,36,75,76,2,-12,11,-12
6,75.0,4.16,4.01,2,0.1,0.49,155.0,73.0,3.92,4.22,4,0.1,0.52,155.0,20,8,0,20,15,0,29,29,71,70,6,2,-1,2
7,75.0,3.2,3.05,4,0.1,0.09,205.0,78.0,2.44,1.9,4,0.5,2.69,185.0,33,13,0,14,8,0,29,30,74,73,2,2,-37,-2
6,73.0,2.16,1.98,2,0.1,3.95,155.0,72.0,2.14,1.8,4,0.4,0.83,155.0,24,4,0,28,9,0,29,33,68,70,-4,0,-39,-20
0,66.0,3.15,3.97,2,0.1,1.77,135.0,71.0,2.79,2.72,4,0.8,1.44,135.0,13,6,0,35,10,0,35,35,66,69,1,5,-30,2
10,76.0,3.62,4.34,2,0.5,1.37,170.0,73.0,4.02,4.27,2,0.0,0.54,170.0,20,3,0,28,3,0,24,29,73,72,-4,0,13,21
11,68.0,2.93,3.46,2,1.1,0.35,135.0,62.0,5.28,6.55,2,0.5,3.21,115.0,9,5,1,20,7,0,38,24,66,61,-10,14,42,-25
10,75.0,3.96,4.92,2,0.0,1.85,170.0,76.0,3.24,2.57,2,0.0,0.44,170.0,8,3,0,8,4,0,24,26,71,76,20,11,35,18
2,71.0,4.75,3.21,2,0.0,0.36,145.0,70.0,4.23,3.69,2,0.3,0.63,145.0,14,7,0,20,6,2,29,28,71,69,4,-8,5,50
0,71.0,2.54,2.47,2,0.4,1.85,135.0,68.0,4.43,3.96,2,0.0,0.65,145.0,12,6,0,26,3,0,28,30,70,67,-7,5,-12,-7
6,73.0,2.91,3.41,2,0.6,1.56,155.0,74.0,1.75,1.4,2,0.8,0.0,155.0,26,5,0,11,4,0,35,26,69,73,16,-1,16,14
11,68.0,1.63,2.57,4,0.8,2.77,145.0,68.0,4.14,4.17,2,4.8,6.26,135.0,10,4,0,12,2,0,33,28,66,67,9,3,-3,-8
11,69.0,2.83,2.82,4,0.1,0.55,135.0,67.0,3.33,3.39,2,0.9,1.14,135.0,12,5,0,10,8,0,34,27,68,67,-11,-7,5,15
10,73.0,2.27,1.79,2,0.4,2.46,170.0,71.0,2.83,2.47,2,0.4,2.04,170.0,19,10,0,31,15,0,38,30,70,69,-3,3,1,-22
10,73.0,3.34,4.85,4,0.0,0.59,170.0,73.0,2.72,3.84,0,0.2,1.55,170.0,16,7,0,9,6,0,34,27,72,72,4,3,10,-4
6,71.0,2.51,1.95,4,0.8,4.08,155.0,76.0,3.75,5.81,2,1.4,0.56,155.0,40,14,0,26,3,0,32,31,70,71,-14,0,11,17
7,74.0,1.82,1.46,2,1.4,3.05,170.0,72.0,2.26,3.12,2,0.6,3.17,185.0,21,11,0,14,6,0,37,37,71,72,-5,5,13,26
0,66.0,2.01,2.09,4,0.0,0.41,135.0,67.0,2.89,1.95,2,0.0,1.77,135.0,18,6,0,9,4,0,38,27,64,67,6,0,4,-5
10,75.0,3.34,4.87,2,0.2,0.87,170.0,75.0,2.96,2.84,2,0.8,1.66,170.0,29,11,1,17,7,0,31,26,74,74,5,0,1,-3
4,75.0,5.92,0.85,2,2.3,0.75,247.0,79.0,2.29,2.63,2,0.0,0.52,260.0,8,4,0,22,7,0,37,30,74,75,-12,-22,-9,-20
6,73.0,4.09,4.87,2,0.0,1.33,155.0,73.0,4.02,4.83,2,0.6,1.06,170.0,13,4,0,26,8,0,30,29,72,74,-11,0,22,46
2,70.0,2.73,2.47,2,0.0,2.0,145.0,70.0,3.5,2.46,2,0.0,0.47,145.0,2,2,0,10,6,0,27,29,70,70,5,15,-11,-19
6,70.0,3.28,3.57,4,0.7,1.89,170.0,72.0,3.48,2.97,2,1.2,0.69,170.0,29,12,0,22,9,0,31,28,68,70,-1,9,-15,2
14,63.0,2.86,2.22,0,0.3,3.53,115.0,65.0,2.73,6.18,2,0.1,0.3,125.0,16,6,0,16,3,0,28,28,61,66,-7,-12,-26,-33
10,69.0,3.99,3.49,4,0.3,3.83,185.0,75.0,2.58,3.75,2,1.6,1.64,170.0,18,8,0,24,16,0,32,34,69,72,-9,-3,-1,0
4,72.0,4.79,2.18,2,0.1,1.14,263.0,80.0,2.15,3.54,2,0.9,1.39,265.0,23,14,0,45,18,0,39,35,72,76,-26,-13,-26,-8
3,64.0,2.73,3.82,2,0.2,2.16,135.0,63.0,2.23,3.35,4,0.8,1.11,125.0,15,2,0,17,8,0,28,34,64,63,1,4,-4,33
6,70.0,4.08,4.17,2,0.1,0.63,155.0,69.0,4.09,3.68,2,0.0,0.74,155.0,21,12,1,22,16,0,31,31,69,68,-12,-5,3,2
7,75.0,2.39,4.19,2,0.0,1.27,185.0,79.0,3.32,2.12,4,0.9,0.0,185.0,17,3,0,7,2,0,27,32,73,75,5,-11,28,9
6,72.0,2.98,2.88,5,0.2,2.04,155.0,72.0,2.66,3.95,4,0.9,1.77,155.0,16,8,0,17,4,1,30,26,68,70,-11,-3,7,-20
4,75.0,1.52,2.08,2,0.1,1.83,265.0,75.0,3.01,1.03,2,0.0,0.0,265.0,14,3,0,9,2,0,29,33,74,73,15,4,41,9
3,69.0,2.91,3.88,2,0.4,0.85,125.0,68.0,3.2,2.38,2,0.2,0.24,125.0,18,5,0,10,5,0,22,26,66,65,1,6,20,5
6,73.0,3.63,2.56,2,0.8,0.75,155.0,71.0,4.01,3.44,5,0.0,0.65,155.0,16,4,0,9,3,0,27,29,70,71,-19,8,27,14
11,69.0,4.14,1.21,2,0.0,0.0,135.0,71.0,2.15,2.72,2,0.2,0.0,135.0,10,2,0,9,4,0,21,31,67,69,-28,-9,0,-71
10,72.0,2.01,1.82,4,1.0,2.49,170.0,74.0,1.86,2.89,4,0.2,2.13,170.0,28,9,0,14,3,0,38,32,73,73,3,0,-19,3
10,73.0,2.27,1.79,2,0.4,2.46,170.0,74.0,4.18,2.5,2,1.4,0.85,170.0,19,10,0,19,9,0,38,31,70,72,-12,14,13,8
6,75.0,2.58,2.4,2,0.4,1.1,155.0,73.0,2.45,2.7,2,1.1,0.68,170.0,17,4,1,17,5,0,35,26,72,72,5,2,0,22
11,67.0,6.36,2.49,2,1.3,0.67,135.0,69.0,2.63,4.34,2,0.7,2.33,135.0,15,10,0,19,4,0,35,27,67,68,-19,-4,-29,-36
6,71.0,3.05,3.09,2,0.7,2.43,155.0,76.0,2.25,2.9,2,0.7,2.86,170.0,17,3,0,19,8,1,29,27,70,71,-7,11,-1,-11
2,74.0,3.86,4.08,2,0.2,2.44,145.0,73.0,3.23,2.32,2,1.5,0.37,145.0,20,6,0,14,6,0,25,28,71,67,-1,6,39,34
6,70.0,2.47,3.09,4,0.5,1.08,155.0,71.0,4.01,2.32,4,0.4,1.07,155.0,24,7,0,23,10,1,37,32,69,70,-1,4,-55,28
2,66.0,2.47,2.64,2,0.8,1.88,145.0,74.0,2.91,4.65,2,0.0,0.0,145.0,23,8,2,19,4,0,34,31,68,72,-4,3,75,26
6,72.0,2.08,2.39,2,0.4,1.76,155.0,70.0,4.14,4.44,4,0.1,0.96,155.0,19,4,1,21,9,0,30,27,69,68,9,10,20,3
6,74.0,5.8,2.72,2,0.0,0.0,155.0,70.0,4.38,4.55,2,0.4,2.12,155.0,6,2,0,12,3,0,29,26,68,70,-6,8,-83,-55
6,71.0,2.73,3.05,2,0.4,2.74,155.0,71.0,4.84,1.26,2,0.0,0.0,155.0,17,8,0,7,2,0,25,35,70,68,9,1,42,28
3,68.0,1.73,1.3,2,0.0,0.0,125.0,65.0,1.89,1.58,2,0.0,2.84,125.0,5,1,0,3,2,0,33,36,64,63,-8,18,-25,-9
4,73.0,1.89,2.11,4,0.3,0.19,230.0,76.0,2.94,2.12,2,1.1,2.8,242.0,31,11,2,17,11,0,41,36,74,74,5,6,1,12
5,78.0,2.76,3.44,2,0.3,1.18,205.0,79.0,3.97,3.43,2,0.4,0.53,205.0,25,8,0,17,6,0,32,35,74,73,-5,4,34,-5
10,73.0,2.22,1.67,2,0.0,1.0,170.0,71.0,3.73,2.26,4,0.0,3.23,170.0,11,2,0,10,3,1,26,31,72,73,-7,16,0,56
14,65.0,4.31,6.19,2,0.5,1.85,125.0,67.0,3.87,3.25,2,0.5,0.33,125.0,14,4,0,9,3,0,30,24,66,67,22,-2,42,8
10,74.0,2.05,2.53,4,0.4,1.39,170.0,74.0,3.14,3.08,2,0.8,0.89,170.0,18,3,0,18,11,0,24,34,74,75,16,4,15,22
7,72.0,2.94,3.56,4,0.9,1.15,185.0,75.0,1.35,2.22,2,0.0,7.17,170.0,13,6,0,14,3,0,33,29,73,72,-16,-8,-48,-46
10,72.0,3.73,2.42,2,0.4,1.2,170.0,73.0,2.98,2.6,2,0.0,0.0,155.0,14,7,1,14,5,1,33,28,72,71,8,5,38,15
2,70.0,3.1,1.86,2,0.6,2.64,135.0,74.0,1.62,1.43,2,1.4,1.06,145.0,10,6,0,21,11,0,25,34,65,69,-5,-12,15,25
4,76.0,3.02,3.91,2,0.0,2.62,260.0,74.0,3.29,3.09,4,0.1,0.56,247.0,15,9,0,19,8,1,35,33,77,72,8,-2,16,10
14,65.0,4.9,3.74,2,0.0,1.75,115.0,63.0,5.56,4.83,2,0.4,2.27,115.0,5,3,0,7,2,0,24,25,65,62,24,-6,-38,23
6,70.0,2.93,3.73,4,0.6,0.75,155.0,70.0,5.26,0.79,2,0.0,0.0,155.0,23,9,0,13,4,0,25,26,70,70,-6,31,46,55
2,68.0,5.33,2.47,2,0.0,1.0,145.0,73.0,2.0,3.77,4,0.6,0.58,135.0,3,2,0,11,2,0,28,23,69,66,6,-17,-30,-48
7,77.0,2.43,4.18,4,1.1,0.67,205.0,74.0,1.57,2.59,4,0.4,1.21,185.0,16,5,0,24,8,0,31,37,75,73,-5,-5,-35,-7
7,76.0,2.96,3.57,2,0.5,0.27,185.0,72.0,2.81,2.54,2,1.4,2.46,185.0,24,13,0,26,8,0,29,36,74,73,-2,-6,-19,-3
2,69.0,4.45,6.66,2,0.4,0.24,145.0,70.0,3.65,4.59,2,0.5,1.06,145.0,21,5,0,26,11,0,24,32,71,68,-5,1,33,25
14,65.0,4.89,3.69,2,0.9,1.2,115.0,65.0,2.63,3.4,2,1.0,1.31,115.0,14,8,0,8,4,0,31,21,64,64,-16,7,-3,41
6,72.0,2.66,3.95,4,0.9,1.77,155.0,71.0,2.89,2.78,4,2.0,1.77,155.0,17,4,1,31,13,0,26,32,70,68,9,1,-8,33
5,76.0,3.35,4.26,2,0.1,4.49,205.0,80.0,2.86,2.59,4,0.6,1.34,205.0,10,7,0,24,13,0,35,32,74,75,4,11,1,-37
5,76.0,5.34,4.26,2,0.0,0.53,205.0,79.0,2.18,4.45,2,0.0,4.98,205.0,17,11,0,14,4,0,30,26,75,75,-4,-4,-27,0
0,68.0,3.27,3.37,2,0.1,1.46,135.0,71.0,1.95,4.85,2,0.8,1.91,135.0,21,11,2,18,3,0,32,26,67,67,-13,-9,28,19
10,75.0,3.34,4.87,2,0.2,0.87,170.0,73.0,2.42,3.53,2,0.7,1.37,170.0,29,11,1,17,7,0,31,34,74,72,6,5,25,25
2,71.0,3.5,3.47,4,1.4,5.2,145.0,68.0,3.38,2.94,2,0.6,3.21,145.0,11,3,0,24,11,0,28,28,69,67,10,-5,-24,-19
7,72.0,2.82,2.25,2,0.0,2.64,185.0,76.0,2.57,2.03,2,0.0,1.93,185.0,11,4,0,8,4,0,28,32,70,72,0,5,-60,-47
3,66.0,2.45,3.6,2,0.0,2.0,125.0,66.0,1.66,3.43,2,0.5,3.35,125.0,18,2,0,27,3,1,25,29,65,63,-9,-5,-12,-10
1,73.0,2.51,3.25,2,0.1,1.52,205.0,75.0,4.31,5.29,2,0.6,0.44,205.0,36,11,0,22,9,0,37,35,73,73,-4,2,-1,12
7,76.0,2.58,2.65,2,1.2,3.55,185.0,75.0,2.71,4.33,2,0.3,1.05,185.0,18,10,0,31,9,0,32,36,74,73,9,-11,11,-1
1,68.0,3.77,5.43,2,0.0,0.0,155.0,71.0,3.19,3.99,2,0.0,1.36,155.0,17,6,0,12,6,0,30,28,68,72,-9,15,-28,5
0,68.0,2.93,3.06,2,0.1,1.94,135.0,70.0,4.65,5.66,4,0.0,0.0,135.0,20,11,0,22,3,0,36,24,67,67,-4,-2,60,7
10,71.0,3.21,2.81,2,0.2,0.68,170.0,70.0,1.69,2.41,4,0.6,2.45,185.0,24,11,0,41,17,0,35,33,71,72,-3,-9,-35,-19
11,67.0,4.0,6.65,2,0.0,0.38,135.0,68.0,4.18,4.27,2,0.8,0.74,125.0,17,4,0,19,10,0,30,31,65,66,0,7,24,49
6,71.0,3.59,4.78,2,0.0,1.05,170.0,72.0,5.0,5.65,4,0.3,0.26,170.0,14,4,0,14,7,0,29,26,70,72,-6,21,21,31
6,72.0,4.45,3.25,2,0.7,2.53,155.0,70.0,2.97,2.48,4,0.5,2.36,155.0,8,2,0,12,5,0,27,26,69,69,-8,-1,25,7
10,74.0,2.62,3.66,2,0.0,1.94,170.0,70.0,2.37,3.2,2,0.3,0.0,170.0,15,7,0,12,6,0,34,39,73,70,2,22,76,41
14,68.0,3.55,2.5,2,0.8,0.75,115.0,68.0,5.4,4.51,2,0.3,0.77,115.0,2,5,0,8,6,0,38,32,67,67,7,6,-25,-66
14,63.0,3.11,3.01,2,0.3,1.38,115.0,64.0,1.4,2.92,0,0.9,2.15,115.0,10,8,1,16,6,0,30,28,64,62,-11,6,-14,24
4,72.0,2.9,2.81,2,0.2,0.51,265.0,80.0,3.69,4.95,2,0.0,2.2,240.0,13,14,1,19,3,0,41,33,70,76,-9,-5,18,-9
7,73.0,3.7,4.77,2,0.0,0.36,185.0,74.0,2.76,3.0,2,0.0,1.03,185.0,21,5,0,17,7,0,25,28,72,73,-1,6,30,7
5,75.0,3.77,2.27,2,1.1,2.03,205.0,74.0,6.77,5.46,2,0.5,0.0,205.0,15,10,0,17,9,0,43,32,75,73,-5,8,22,3
6,76.0,3.31,4.13,2,0.7,0.26,155.0,73.0,2.02,3.07,2,0.8,1.99,170.0,13,5,0,15,4,0,28,21,75,71,-7,-3,-5,-9
2,70.0,2.12,2.42,2,0.6,2.55,145.0,75.0,4.72,4.73,5,0.4,0.4,155.0,27,9,2,20,8,0,32,25,71,72,-2,10,23,-24
10,76.0,2.09,3.23,4,0.8,1.53,170.0,71.0,2.27,1.47,2,1.0,2.5,170.0,22,10,1,8,2,0,35,26,73,70,20,0,23,26
7,70.0,4.64,3.62,4,0.3,1.86,185.0,75.0,3.2,3.05,4,0.1,0.09,205.0,13,4,0,33,13,0,38,29,72,74,-6,6,18,-4
14,64.0,5.66,4.48,2,0.4,0.71,125.0,62.0,2.32,1.68,0,0.6,4.19,115.0,7,8,0,15,10,0,26,33,66,64,-6,0,-23,18
7,73.0,2.72,2.21,5,0.4,2.83,185.0,76.0,4.31,3.52,0,0.7,0.32,170.0,18,8,0,12,6,0,36,26,73,73,9,-11,35,-6
14,63.0,5.1,2.97,0,1.0,2.31,115.0,65.0,4.75,3.89,2,0.6,2.0,115.0,5,5,0,4,6,0,37,24,63,64,11,-3,-16,-8
10,73.0,3.39,2.24,2,0.4,1.18,170.0,69.0,2.77,1.9,2,0.6,2.22,170.0,7,6,0,6,3,0,38,28,71,67,1,2,-10,-10
3,65.0,3.01,3.51,5,1.0,0.25,125.0,65.0,5.72,3.81,2,0.0,4.21,125.0,17,8,0,9,4,0,27,29,65,65,8,0,-25,-12
2,67.0,2.59,2.65,2,0.8,1.54,135.0,68.0,2.39,3.6,2,0.3,2.36,145.0,35,11,0,22,7,1,36,34,66,66,1,-5,-1,-7
7,76.0,1.21,3.75,2,1.1,1.59,185.0,73.0,2.73,2.19,2,0.3,0.4,185.0,42,6,2,13,5,0,30,36,74,71,15,14,18,-6
7,77.0,3.87,4.43,2,0.4,0.63,185.0,72.0,2.26,3.12,2,0.6,3.17,185.0,8,3,0,14,6,0,27,37,78,72,-15,2,13,6
10,80.0,2.22,3.86,2,0.3,2.62,170.0,77.0,5.07,4.45,2,0.2,0.23,170.0,21,8,0,13,7,1,28,30,75,75,5,5,-54,-13
2,69.0,2.0,3.53,2,0.3,1.33,145.0,72.0,2.48,1.79,2,0.7,0.99,145.0,18,6,1,12,8,1,34,31,69,69,16,-8,-12,13
2,68.0,2.07,2.87,2,0.0,3.67,145.0,68.0,2.98,3.37,2,0.0,1.45,145.0,10,2,1,6,3,0,26,29,68,68,9,7,20,22
6,71.0,2.07,2.72,5,0.5,0.49,155.0,73.0,3.74,3.0,2,1.0,0.42,155.0,18,10,0,10,5,0,32,31,69,71,-2,6,0,7
6,75.0,1.59,2.47,2,0.2,1.54,155.0,71.0,1.88,1.28,4,0.8,1.75,155.0,23,14,1,9,9,1,31,25,71,71,-6,11,7,-7
10,75.0,2.96,2.84,2,0.8,1.66,170.0,71.0,3.55,4.9,2,0.0,1.24,170.0,17,7,0,17,5,0,26,27,74,72,-3,1,8,3
0,64.0,1.91,2.66,4,0.3,1.09,145.0,67.0,2.45,1.1,2,0.0,3.38,135.0,6,4,1,4,1,0,34,29,64,67,-19,12,-31,62
3,65.0,2.15,2.71,2,0.0,1.94,125.0,67.0,4.14,2.99,2,1.9,3.2,125.0,4,2,0,8,5,0,25,28,64,66,8,0,-23,13
3,64.0,2.82,1.44,2,0.0,0.66,125.0,69.0,2.53,2.57,2,0.0,0.0,125.0,2,5,0,4,3,0,24,27,65,66,-26,-19,16,-2
5,78.0,1.83,3.25,2,0.6,2.43,205.0,72.0,2.75,4.25,2,0.5,1.95,235.0,22,6,0,22,2,0,31,36,74,71,-5,4,13,0
7,78.0,3.25,3.14,2,1.0,3.82,205.0,74.0,2.83,1.59,4,0.6,1.02,185.0,14,5,0,26,14,0,31,38,74,72,-4,1,-10,20
6,68.0,3.77,5.43,2,0.0,0.0,155.0,73.0,4.23,4.34,2,1.3,1.21,155.0,17,6,0,36,13,0,30,32,68,73,4,17,-36,14
4,77.0,2.69,3.55,2,0.3,0.52,240.0,79.0,4.31,2.93,2,0.2,1.21,255.0,28,19,0,18,7,1,36,33,75,78,3,17,-32,4
3,66.0,2.55,2.57,2,1.1,0.62,125.0,65.0,2.52,3.46,4,0.6,1.53,125.0,19,7,0,28,5,0,31,31,66,64,10,-7,-8,-21
3,66.0,3.55,3.28,2,0.0,0.8,135.0,64.0,2.24,1.94,4,0.3,3.71,125.0,21,11,0,19,8,0,31,32,63,64,-3,-1,-2,25
10,72.0,3.13,2.69,2,0.3,2.53,170.0,76.0,1.89,2.12,4,0.6,2.93,170.0,29,17,0,22,4,1,35,34,70,74,-6,-7,-7,1
7,76.0,2.48,3.1,2,0.5,2.55,185.0,79.0,3.57,3.31,2,0.2,0.75,185.0,21,9,1,16,9,0,33,31,72,72,-3,4,-4,8
10,74.0,2.84,2.74,2,1.5,1.8,170.0,72.0,3.02,4.17,2,0.2,4.91,170.0,27,14,1,15,2,0,40,27,72,71,8,5,-16,-8
6,70.0,0.76,2.1,2,0.8,3.4,155.0,74.0,3.8,1.68,2,0.7,1.99,155.0,18,1,0,17,3,1,24,32,70,70,24,27,43,60
3,64.0,2.96,1.99,2,2.1,1.06,125.0,66.0,2.16,3.56,4,0.5,3.42,125.0,11,5,0,11,5,0,31,23,64,67,-15,0,-30,-42
10,75.0,2.34,3.56,2,1.2,0.58,170.0,70.0,3.42,3.73,2,0.3,0.71,170.0,30,13,0,28,15,0,31,32,74,69,-2,-5,-5,-27
2,68.0,3.09,3.47,2,1.3,3.59,155.0,74.0,3.03,3.21,2,2.8,2.77,155.0,30,10,2,28,8,0,31,26,68,70,0,-5,-8,-14
10,76.0,2.25,2.9,2,0.7,2.86,170.0,72.0,3.78,3.68,2,0.0,0.08,155.0,19,8,1,12,8,0,27,33,71,70,15,-19,19,-7
5,73.0,2.77,3.12,2,0.0,0.45,205.0,75.0,3.07,2.77,2,0.0,2.22,205.0,19,5,0,19,7,0,34,35,73,73,14,-13,4,4
6,70.0,2.47,3.09,4,0.5,1.08,155.0,70.0,2.88,3.06,0,0.0,1.98,155.0,24,7,0,22,5,1,37,29,69,71,9,-4,19,-16
10,72.0,4.4,3.77,2,0.0,0.0,170.0,74.0,3.03,2.41,4,0.0,0.66,185.0,24,9,0,18,2,1,32,23,70,72,1,-12,-41,18
2,70.0,3.14,2.04,2,0.8,0.59,145.0,71.0,3.9,2.71,5,0.0,1.77,145.0,15,7,0,9,1,1,31,27,67,71,9,10,10,-24
3,65.0,3.04,1.83,4,0.6,5.15,125.0,67.0,2.23,1.38,2,0.6,1.95,125.0,23,10,0,23,6,0,30,30,64,65,-9,-10,3,-39
10,74.0,2.91,3.03,2,0.0,1.8,170.0,73.0,3.03,4.18,2,0.6,0.45,170.0,18,3,1,21,6,0,31,29,71,71,-1,-5,31,10
2,72.0,4.14,2.87,4,0.5,0.0,145.0,70.0,1.7,2.88,2,0.4,3.38,145.0,16,3,0,13,2,0,27,24,72,68,-7,0,-53,-24
14,65.0,2.11,1.94,2,0.0,1.72,115.0,68.0,3.33,1.07,0,0.0,0.5,115.0,9,5,0,7,2,0,33,26,65,66,5,12,-2,33
10,71.0,4.8,3.92,2,0.0,0.0,170.0,73.0,2.57,3.85,4,0.3,0.0,185.0,11,4,1,11,1,0,33,24,71,75,1,-24,0,28
7,74.0,2.7,2.44,2,0.3,1.52,185.0,74.0,2.9,2.93,2,0.8,1.45,185.0,32,15,0,21,13,0,45,34,71,72,-3,-6,18,-2
4,79.0,2.79,3.55,5,0.7,0.0,265.0,78.0,4.58,3.34,2,0.3,0.66,265.0,9,5,0,37,12,0,37,34,75,76,8,18,-33,-14
6,72.0,3.97,5.51,4,1.2,1.55,155.0,75.0,5.21,3.99,2,0.6,0.14,155.0,25,6,0,15,6,0,26,28,69,70,14,10,4,-13
2,68.0,2.31,2.0,2,1.5,3.83,145.0,69.0,7.36,4.07,5,1.4,0.51,145.0,24,7,1,14,1,0,31,24,67,68,7,12,26,6
0,69.0,2.26,3.98,2,0.0,0.68,135.0,65.0,5.37,3.36,2,1.9,0.85,135.0,13,3,0,18,7,0,29,28,68,66,-6,-1,-5,13
0,73.0,2.86,3.98,4,0.8,0.53,145.0,68.0,3.16,4.07,2,0.6,1.01,135.0,15,12,0,11,7,0,27,34,70,68,7,-4,12,-10
4,75.0,3.3,2.87,4,0.1,1.97,260.0,79.0,2.29,2.63,2,0.0,0.52,260.0,18,7,0,22,7,0,31,30,72,75,1,3,13,23
10,73.0,2.14,2.32,4,0.1,1.7,170.0,73.0,2.77,2.99,2,0.2,2.4,185.0,51,17,1,20,4,1,35,28,72,72,15,-2,-27,-1
6,70.0,1.75,1.7,2,1.1,2.6,155.0,71.0,2.73,3.05,2,0.4,2.74,155.0,12,3,0,17,8,0,28,25,70,70,13,2,9,5
6,70.0,3.32,2.68,2,1.0,2.14,155.0,72.0,3.93,3.39,2,1.8,0.0,155.0,9,5,0,11,5,0,32,30,70,70,6,-8,26,-43
7,78.0,3.69,4.15,2,0.5,0.72,205.0,73.0,3.98,3.79,2,0.7,2.13,185.0,11,4,0,5,3,0,27,31,75,71,8,-16,-19,-33
0,68.0,2.05,2.05,4,0.0,0.0,135.0,69.0,2.43,3.49,0,0.7,2.64,135.0,5,2,0,9,3,0,23,25,68,68,0,-10,-45,12
4,77.0,2.45,3.61,2,1.1,1.65,231.0,77.0,2.33,6.37,2,0.4,5.13,240.0,23,8,1,14,3,0,38,33,76,73,-6,-1,-15,-54
6,73.0,2.53,3.44,2,0.2,1.64,145.0,69.0,4.39,4.32,2,0.5,2.92,155.0,22,8,0,29,6,0,33,31,69,69,-8,8,5,-21
7,71.0,3.01,3.75,4,0.1,0.8,185.0,74.0,2.32,2.71,2,0.8,1.87,185.0,16,5,0,38,19,2,24,36,69,72,-6,4,-16,-8
2,69.0,4.22,3.79,5,1.2,2.82,145.0,71.0,3.13,4.33,2,0.9,0.9,145.0,12,3,0,13,2,0,29,23,69,71,-9,-7,5,-16
14,60.0,3.46,4.04,2,0.1,0.67,115.0,64.0,5.3,5.88,2,0.1,0.39,115.0,10,5,0,10,7,0,26,30,61,63,-3,-3,-22,-21
3,66.0,2.46,2.58,2,0.4,0.77,125.0,64.0,2.73,3.82,2,0.2,2.16,135.0,14,7,0,15,2,0,30,28,66,64,-3,-1,5,-18
6,70.0,2.3,2.92,2,0.8,1.31,155.0,70.0,4.14,4.44,4,0.1,0.96,155.0,25,11,0,21,9,0,29,27,69,68,5,10,23,4
0,67.0,2.94,3.52,2,0.1,0.52,135.0,73.0,4.12,4.12,2,0.5,2.71,135.0,22,8,1,8,6,0,26,34,66,68,-16,12,-21,-27
6,72.0,2.66,3.95,2,0.0,1.7,155.0,70.0,2.42,2.65,2,0.0,0.97,155.0,22,6,0,12,2,0,26,34,70,69,-4,-3,23,31
10,73.0,2.66,3.46,2,0.0,0.0,170.0,75.0,3.01,2.49,2,0.4,2.46,170.0,15,3,0,17,5,1,31,28,73,73,2,1,-23,-17
2,71.0,2.93,4.32,4,1.5,0.21,145.0,73.0,5.0,4.22,2,0.5,2.81,145.0,21,8,0,14,7,0,27,22,68,71,9,21,61,-15
