weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,f1_win_rate,f2_win_rate
6,73.0,1.9,0.53,2,26,51,7.4,16,0.53,33,155.0,68.0,3.57,3.18,2,50,51,1.5,37,2.14,56,155.0,13,2,0,16,9,0,24,29,72,70,0.8666666666666667,0.64
10,75.0,1.8,3.4,2,40,62,0.9,43,2.61,60,170.0,69.0,2.44,1.41,4,41,65,1.1,46,2.8,77,155.0,17,2,0,18,6,0,25,29,73,69,0.8947368421052632,0.75
10,70.0,3.04,4.61,2,44,57,0.1,25,0.43,59,170.0,76.0,2.87,2.08,2,52,43,0.0,66,1.18,58,170.0,29,14,0,15,5,0,34,30,70,73,0.6744186046511628,0.75
5,79.0,3.97,3.43,2,54,49,0.4,18,0.53,70,205.0,76.0,3.81,2.97,2,40,51,0.0,41,2.64,52,205.0,17,6,0,11,6,0,32,30,73,76,0.7391304347826086,0.6470588235294118
2,69.0,2.23,2.24,2,44,50,0.0,26,1.44,58,145.0,68.0,4.91,3.25,2,45,50,0.0,28,0.7,86,145.0,9,6,0,14,7,0,23,30,68,68,0.6,0.6666666666666666
7,74.0,2.76,3.0,2,40,55,0.0,27,1.03,77,185.0,73.0,4.41,4.01,2,44,50,0.0,7,0.15,43,185.0,17,7,0,17,9,0,25,30,73,73,0.7083333333333334,0.6538461538461539
1,75.0,3.75,2.11,2,37,51,0.7,55,1.18,19,170.0,72.0,3.33,1.71,5,57,49,0.9,55,1.72,66,170.0,18,12,0,17,5,1,30,24,73,71,0.6,0.7391304347826086
2,71.0,2.97,3.76,2,44,53,0.0,66,0.59,65,145.0,73.0,3.2,2.97,2,37,50,0.0,66,1.98,55,145.0,18,6,0,8,7,0,26,26,68,69,0.75,0.5333333333333333
1,74.0,2.19,2.79,2,40,60,0.6,53,0.97,62,205.0,75.0,2.07,4.1,4,44,62,0.7,66,1.31,63,185.0,35,12,1,29,7,0,36,38,71,73,0.7291666666666666,0.8055555555555556
7,78.0,2.44,1.9,4,42,53,0.5,53,2.69,84,185.0,72.0,3.73,2.42,2,42,59,0.4,38,1.2,75,170.0,14,8,0,14,7,1,27,30,73,72,0.6363636363636364,0.6363636363636364
2,73.0,3.23,2.32,2,38,47,1.5,7,0.37,35,145.0,70.0,3.14,2.04,2,44,53,0.8,30,0.59,36,145.0,14,6,0,15,7,0,25,28,67,67,0.7,0.6818181818181818
4,77.0,2.45,3.61,2,51,56,1.1,30,1.65,31,231.0,73.0,2.9,1.55,2,47,59,0.7,43,4.66,0,255.0,23,8,1,15,3,0,35,36,76,73,0.71875,0.8333333333333334
2,71.0,2.79,2.72,4,45,49,0.8,62,1.44,60,135.0,69.0,3.31,2.08,2,41,55,0.5,39,2.5,76,155.0,35,10,0,23,6,1,32,28,69,68,0.7777777777777778,0.7666666666666667
2,71.0,5.61,3.5,2,36,57,0.3,16,0.44,80,155.0,66.0,5.0,3.64,2,44,47,0.0,0,0.0,0,145.0,12,9,0,15,8,0,32,24,67,66,0.5714285714285714,0.6521739130434783
7,71.0,4.83,0.69,2,75,19,0.0,0,0.0,0,185.0,70.0,2.47,3.09,4,44,60,0.5,45,1.08,61,155.0,23,7,0,24,7,0,35,34,71,69,0.7666666666666667,0.7741935483870968
2,67.0,3.2,3.05,2,38,57,0.0,6,0.22,50,135.0,67.0,3.2,3.36,2,35,63,0.7,27,1.0,71,145.0,8,4,0,14,1,1,30,26,66,67,0.6666666666666666,0.875
7,70.0,4.38,4.55,2,48,43,0.4,83,2.12,69,155.0,71.0,3.51,5.39,2,69,51,0.0,50,2.82,66,170.0,12,3,0,9,4,1,23,25,70,70,0.8,0.6428571428571429
2,70.0,2.91,1.93,2,49,47,0.5,0,0.0,25,125.0,66.0,2.53,1.54,4,41,51,0.0,100,2.71,0,145.0,20,6,1,11,4,0,33,31,69,66,0.7407407407407407,0.7333333333333333
2,72.0,2.36,1.13,2,35,48,0.7,53,2.67,12,145.0,73.0,2.66,2.37,2,45,64,0.7,47,0.93,41,135.0,13,8,2,18,10,1,34,24,72,68,0.5652173913043478,0.6206896551724138
7,77.0,1.98,3.04,4,62,61,0.8,77,0.52,69,185.0,74.0,1.1,3.08,4,43,62,0.4,59,3.81,66,205.0,34,10,0,29,14,1,37,35,74,73,0.7727272727272727,0.6590909090909091
5,74.0,2.88,2.59,2,46,60,0.6,35,2.47,54,205.0,77.0,2.81,4.38,2,36,61,0.7,48,1.05,57,205.0,17,11,1,19,7,0,37,33,75,75,0.5862068965517241,0.7307692307692307
7,69.0,2.98,4.36,4,48,66,0.3,71,1.37,88,185.0,71.0,3.21,2.81,2,48,48,0.2,20,0.68,43,170.0,9,3,0,24,11,0,40,32,69,71,0.75,0.6857142857142857
10,76.0,1.89,2.12,4,49,58,0.6,43,2.93,71,170.0,72.0,2.01,1.82,4,43,63,1.0,25,2.49,61,170.0,22,4,1,28,9,0,31,35,74,73,0.8148148148148148,0.7567567567567568
2,66.0,2.35,2.78,2,49,67,0.3,55,4.13,100,145.0,72.0,2.5,1.74,5,34,67,2.5,25,2.5,14,155.0,18,5,0,14,4,0,27,25,66,72,0.782608695652174,0.7777777777777778
0,64.0,2.76,2.78,2,37,65,1.0,28,0.56,38,145.0,70.0,4.28,3.51,4,37,61,0.0,22,0.75,66,135.0,25,12,0,13,5,0,30,28,66,66,0.6756756756756757,0.7222222222222222
6,68.0,1.85,2.96,2,40,66,0.2,63,1.3,61,155.0,73.0,1.85,1.29,2,33,61,1.5,32,2.34,20,155.0,48,15,3,14,9,1,29,34,69,70,0.7272727272727273,0.5833333333333334
6,71.0,2.51,1.95,4,31,63,0.8,53,4.08,92,155.0,70.0,1.65,4.11,2,49,67,0.7,47,5.35,84,155.0,40,14,0,28,0,0,29,24,70,70,0.7407407407407407,1.0
7,73.0,2.73,2.19,2,35,54,0.3,42,0.4,65,185.0,73.0,3.71,4.24,4,43,64,0.0,43,2.17,70,185.0,13,5,0,19,7,0,33,31,71,72,0.7222222222222222,0.7307692307692307
6,72.0,2.46,1.87,2,35,57,1.0,36,1.78,72,155.0,72.0,2.65,2.04,2,34,60,1.9,33,2.46,42,155.0,34,16,0,11,7,0,33,33,70,70,0.68,0.6111111111111112
6,71.0,3.38,2.19,2,33,59,1.6,36,2.49,11,155.0,71.0,1.4,2.93,4,52,26,0.0,0,0.0,50,155.0,15,7,0,6,2,0,30,28,68,71,0.6818181818181818,0.75
4,79.0,4.31,2.93,2,41,42,0.2,68,1.21,75,255.0,80.0,3.09,2.89,2,45,50,0.8,29,0.82,66,264.0,18,7,1,19,10,1,30,33,78,76,0.6923076923076923,0.6333333333333333
10,71.0,2.83,2.47,2,39,60,0.4,47,2.04,86,170.0,75.0,1.89,1.66,2,32,61,1.0,60,4.05,66,170.0,31,15,0,23,7,0,27,36,69,72,0.6739130434782609,0.7666666666666667
3,67.0,2.23,1.38,2,38,65,0.6,39,1.95,86,125.0,66.0,3.55,3.28,2,40,61,0.0,28,0.8,81,135.0,23,6,0,21,11,0,27,28,65,63,0.7931034482758621,0.65625
10,70.0,3.32,2.68,2,42,51,1.0,26,2.14,27,155.0,72.0,3.63,3.29,2,46,58,1.3,34,1.09,46,170.0,9,5,0,33,13,1,29,29,70,71,0.6428571428571429,0.7021276595744681
6,71.0,1.96,2.57,2,42,62,0.2,38,2.95,63,155.0,73.0,3.92,4.22,4,37,58,0.1,45,0.52,78,155.0,17,10,0,20,15,0,33,26,69,70,0.6296296296296297,0.5714285714285714
10,70.0,2.36,2.62,2,42,62,0.2,42,3.08,71,170.0,73.0,2.53,3.6,2,52,56,0.5,34,3.78,83,170.0,17,7,0,11,4,0,32,38,68,72,0.7083333333333334,0.7333333333333333
6,72.0,4.07,2.03,5,47,35,1.7,9,0.43,57,155.0,70.0,3.7,2.55,4,64,37,0.6,36,3.89,83,155.0,30,12,1,22,7,0,31,30,71,69,0.6976744186046512,0.7586206896551724
6,71.0,1.78,1.19,4,34,52,2.0,48,3.19,52,155.0,72.0,2.65,2.04,2,34,60,1.9,33,2.46,42,155.0,15,4,0,11,7,0,32,33,69,70,0.7894736842105263,0.6111111111111112
2,70.0,3.97,2.67,2,32,57,0.5,31,0.65,53,145.0,67.0,2.59,2.72,2,43,58,0.6,44,1.18,65,145.0,35,17,0,18,4,0,29,30,69,66,0.6730769230769231,0.8181818181818182
3,64.0,2.21,1.34,2,39,66,0.7,33,1.42,35,125.0,64.0,3.16,2.34,2,26,68,0.0,21,1.76,60,125.0,8,5,0,22,12,0,33,29,66,64,0.6153846153846154,0.6470588235294118
5,78.0,3.01,2.76,2,38,52,1.0,40,1.32,60,205.0,77.0,1.98,3.04,4,62,61,0.8,77,0.52,69,185.0,17,8,0,34,10,0,35,37,76,74,0.68,0.7727272727272727
4,77.0,2.4,1.95,2,42,55,2.4,29,1.3,36,240.0,76.0,3.78,4.98,2,60,48,0.0,100,1.49,58,242.0,34,10,1,21,6,0,36,28,75,76,0.7555555555555555,0.7777777777777778
5,75.0,4.31,5.29,2,58,53,0.6,57,0.44,61,205.0,76.0,3.84,3.41,2,44,54,1.0,38,2.0,60,205.0,22,9,0,30,7,0,32,33,73,74,0.7096774193548387,0.8108108108108109
10,76.0,1.65,2.61,2,50,54,0.8,51,3.6,56,170.0,74.0,4.18,2.5,2,48,49,1.4,35,0.85,56,170.0,27,5,1,19,9,0,34,28,72,72,0.8181818181818182,0.6785714285714286
5,74.0,3.06,1.72,4,40,50,0.0,0,0.0,22,205.0,79.0,1.33,2.85,2,34,72,0.6,38,2.99,72,205.0,8,2,0,13,3,0,26,28,72,74,0.8,0.8125
10,72.0,2.01,1.82,4,43,63,1.0,25,2.49,61,170.0,71.0,2.17,3.8,4,41,62,0.9,48,2.53,63,170.0,28,9,0,19,9,0,35,28,73,69,0.7567567567567568,0.6785714285714286
2,67.0,3.55,2.46,2,33,59,0.9,43,1.45,70,145.0,70.0,3.14,2.04,2,44,53,0.8,30,0.59,36,145.0,15,8,0,15,7,0,26,28,68,67,0.6521739130434783,0.6818181818181818
6,71.0,2.51,1.95,4,31,63,0.8,53,4.08,92,155.0,70.0,2.47,3.09,4,44,60,0.5,45,1.08,61,155.0,40,14,0,24,7,0,29,34,70,69,0.7407407407407407,0.7741935483870968
2,67.0,2.53,2.47,2,35,51,0.8,0,0.0,42,145.0,68.0,3.38,2.94,2,47,62,0.6,68,3.21,80,145.0,9,2,0,24,11,0,24,25,67,67,0.8181818181818182,0.6857142857142857
10,72.0,3.73,2.42,2,42,59,0.4,38,1.2,75,170.0,71.0,2.12,2.08,2,32,63,0.0,58,2.32,66,155.0,14,7,1,8,4,0,30,25,72,67,0.6363636363636364,0.6666666666666666
7,77.0,5.0,4.79,4,41,60,0.3,28,0.56,100,185.0,76.0,2.96,3.57,2,44,56,0.5,19,0.27,57,185.0,12,5,0,24,13,0,31,26,74,74,0.7058823529411765,0.6486486486486487
6,72.0,3.61,2.56,2,33,58,0.9,11,0.44,20,155.0,72.0,3.31,2.51,2,46,66,0.5,33,3.17,89,155.0,13,6,0,14,6,0,35,34,69,71,0.6842105263157895,0.7
7,75.0,2.07,4.1,4,44,62,0.7,66,1.31,63,185.0,69.0,2.98,4.36,4,48,66,0.3,71,1.37,88,185.0,29,7,0,9,3,0,38,40,73,69,0.8055555555555556,0.75
5,74.0,2.55,3.92,2,50,67,0.7,47,1.03,70,205.0,71.0,5.39,3.33,2,43,43,0.0,41,2.77,0,205.0,16,3,0,12,2,0,30,31,74,71,0.8421052631578947,0.8571428571428571
10,73.0,1.99,1.71,2,39,63,1.2,31,1.42,63,170.0,76.0,1.89,2.12,4,49,58,0.6,43,2.93,71,170.0,15,8,0,22,4,1,31,31,71,74,0.6521739130434783,0.8148148148148148
6,70.0,3.52,3.81,4,41,60,0.8,65,1.23,63,155.0,70.0,3.44,3.39,2,48,57,0.6,37,1.2,46,155.0,35,14,0,22,12,1,34,32,67,68,0.7142857142857143,0.6285714285714286
6,70.0,2.14,1.23,2,36,51,3.4,58,1.95,75,155.0,73.0,3.74,3.0,2,40,60,1.0,33,0.42,50,155.0,18,4,0,10,5,0,34,28,68,71,0.8181818181818182,0.6666666666666666
0,68.0,3.27,3.37,2,37,57,0.1,57,1.46,70,135.0,68.0,3.46,1.86,2,48,47,1.1,18,0.86,0,135.0,21,11,2,10,6,0,29,34,67,67,0.6176470588235294,0.625
0,66.0,2.8,0.87,4,23,51,0.5,11,1.5,0,135.0,73.0,2.86,3.98,4,48,64,0.8,75,0.53,58,145.0,19,6,4,15,12,0,25,24,67,70,0.6551724137931034,0.5555555555555556
3,67.0,4.27,5.36,2,40,56,0.6,58,0.56,67,135.0,65.0,4.71,3.47,4,39,65,0.0,0,0.0,80,125.0,31,9,0,19,6,6,22,36,63,65,0.775,0.6129032258064516
7,75.0,4.43,1.5,2,35,37,0.5,50,1.0,28,185.0,73.0,3.71,4.24,4,43,64,0.0,43,2.17,70,185.0,7,2,0,19,7,0,30,31,72,72,0.7777777777777778,0.7307692307692307
10,76.0,1.4,3.78,2,53,72,1.1,74,4.16,83,185.0,75.0,2.34,3.56,2,39,57,1.2,55,0.58,36,170.0,26,2,0,30,13,0,31,28,71,74,0.9285714285714286,0.6976744186046512
10,72.0,3.28,3.22,2,42,62,2.0,41,1.86,78,170.0,69.0,3.99,3.49,4,45,53,0.3,46,3.83,63,185.0,20,7,0,18,8,0,30,29,72,69,0.7407407407407407,0.6923076923076923
7,78.0,1.64,2.22,2,42,59,0.6,36,1.79,73,205.0,74.0,2.41,2.5,4,42,60,1.4,32,2.46,57,205.0,23,10,0,10,6,0,31,29,75,72,0.696969696969697,0.625
6,75.0,2.32,2.34,2,43,60,1.3,36,3.65,31,155.0,70.0,3.28,3.57,4,45,62,0.7,39,1.89,60,170.0,12,5,0,29,12,0,31,28,68,68,0.7058823529411765,0.7073170731707317
2,73.0,2.7,3.37,2,44,50,1.3,25,0.94,15,145.0,68.0,4.18,4.08,2,42,69,0.9,66,0.25,71,145.0,13,4,0,20,12,0,29,30,73,68,0.7647058823529411,0.625
7,72.0,2.8,3.96,2,47,59,0.0,78,2.18,62,185.0,71.0,3.21,2.81,2,48,48,0.2,20,0.68,43,170.0,19,11,0,24,11,0,31,32,72,71,0.6333333333333333,0.6857142857142857
5,81.0,1.78,4.06,4,71,60,0.2,83,1.17,53,205.0,73.0,2.22,2.67,2,50,46,0.0,66,1.51,41,205.0,20,10,3,11,3,0,39,34,78,73,0.6060606060606061,0.7857142857142857
6,70.0,4.08,4.17,2,28,57,0.1,38,0.63,77,155.0,68.0,3.77,5.43,2,50,70,0.0,0,0.0,87,155.0,21,12,1,17,6,0,28,27,69,68,0.6176470588235294,0.7391304347826086
2,68.0,3.62,3.03,2,29,64,0.0,0,0.0,100,145.0,71.0,5.61,3.5,2,36,57,0.3,16,0.44,80,155.0,15,6,0,12,9,0,33,32,69,67,0.7142857142857143,0.5714285714285714
10,69.0,2.44,1.41,4,41,65,1.1,46,2.8,77,155.0,74.0,2.74,3.01,4,42,54,0.5,50,3.51,89,170.0,18,6,0,7,3,0,29,26,69,73,0.75,0.7
0,64.0,2.76,2.78,2,37,65,1.0,28,0.56,38,145.0,66.0,4.75,1.24,2,21,53,0.0,25,1.69,0,125.0,25,12,0,10,3,0,30,22,66,66,0.6756756756756757,0.7692307692307693
2,70.0,2.96,3.21,2,41,54,1.6,21,0.47,55,145.0,71.0,2.8,3.27,2,36,53,1.3,35,2.52,58,145.0,23,13,0,25,8,0,25,28,71,70,0.6388888888888888,0.7575757575757576
6,70.0,1.79,2.93,4,45,63,0.8,45,2.4,63,170.0,76.0,3.78,4.62,4,45,53,1.4,30,1.19,42,170.0,23,5,0,21,12,0,29,27,69,72,0.8214285714285714,0.6363636363636364
5,76.0,2.68,3.63,2,50,55,0.8,48,2.17,47,205.0,79.0,3.44,4.02,2,40,51,0.4,39,1.56,85,205.0,26,11,1,18,6,0,31,25,73,77,0.6842105263157895,0.75
10,76.0,2.8,3.75,2,42,62,0.4,47,1.77,88,170.0,70.0,3.2,2.76,2,48,56,0.5,55,1.19,74,155.0,18,4,0,16,14,2,23,34,72,69,0.8181818181818182,0.5
10,77.0,2.29,2.36,2,37,54,0.6,50,1.06,61,170.0,75.0,2.58,3.75,2,54,56,1.6,47,1.64,63,170.0,15,6,0,24,16,0,33,31,73,72,0.7142857142857143,0.6
6,73.0,2.34,2.91,4,42,66,0.7,53,0.76,69,155.0,71.0,2.98,3.09,2,40,58,0.4,38,1.18,65,145.0,42,22,1,28,17,0,36,26,69,69,0.6461538461538462,0.6222222222222222
0,70.0,4.28,3.51,4,37,61,0.0,22,0.75,66,135.0,66.0,2.35,3.32,2,41,68,0.3,38,1.54,80,135.0,13,5,0,27,7,0,28,30,66,65,0.7222222222222222,0.7941176470588235
6,75.0,1.62,3.05,2,44,62,1.1,62,5.32,55,155.0,72.0,3.93,3.39,2,36,59,1.8,0,0.0,70,155.0,10,6,0,11,5,0,24,27,71,70,0.625,0.6875
6,68.0,4.01,2.79,4,25,60,0.0,0,0.0,80,155.0,72.0,2.98,2.88,5,38,57,0.2,41,2.04,60,155.0,9,3,0,16,8,0,29,27,67,68,0.75,0.6666666666666666
6,70.0,2.31,2.65,2,41,59,0.4,45,2.18,40,155.0,70.0,3.7,2.55,4,64,37,0.6,36,3.89,83,155.0,15,8,0,22,7,0,29,30,68,69,0.6521739130434783,0.7586206896551724
2,70.0,6.55,4.52,2,37,59,0.2,18,0.18,60,135.0,70.0,2.67,3.87,2,32,65,0.3,32,0.87,65,145.0,18,14,0,23,11,0,29,33,66,66,0.5625,0.6764705882352942
0,66.0,3.41,3.37,2,40,65,0.7,45,2.61,59,135.0,68.0,2.82,3.05,0,49,35,6.1,0,0.0,50,135.0,15,12,0,7,5,0,30,26,65,68,0.5555555555555556,0.5833333333333334
6,71.0,2.52,2.61,2,27,67,1.6,31,2.32,53,155.0,69.0,4.09,3.68,2,40,62,0.0,35,0.74,75,155.0,14,6,0,22,16,0,35,28,70,68,0.7,0.5789473684210527
10,73.0,3.7,4.77,2,39,61,0.0,57,0.36,84,185.0,76.0,4.31,3.52,0,41,57,0.7,15,0.32,63,170.0,21,5,0,12,6,0,22,23,72,73,0.8076923076923077,0.6666666666666666
6,78.0,2.97,3.1,2,34,62,0.0,0,0.0,27,155.0,70.0,2.88,3.06,0,35,64,0.0,26,1.98,77,155.0,9,3,0,22,5,1,29,26,74,71,0.75,0.7857142857142857
7,71.0,3.35,3.02,4,46,53,0.5,48,1.69,77,185.0,71.0,2.04,1.75,2,51,59,4.1,45,3.93,0,170.0,34,10,1,24,5,0,34,32,69,68,0.7555555555555555,0.8275862068965517
2,74.0,1.62,1.43,2,41,64,1.4,20,1.06,18,145.0,66.0,2.35,2.78,2,49,67,0.3,55,4.13,100,145.0,21,11,0,18,5,0,31,27,69,66,0.65625,0.782608695652174
5,76.0,4.26,2.25,2,45,40,0.2,29,0.87,51,205.0,75.0,5.27,4.92,2,36,54,0.0,18,0.48,75,185.0,28,13,0,15,9,0,33,31,72,73,0.6829268292682927,0.625
10,74.0,3.14,3.08,2,31,51,0.8,16,0.89,48,170.0,70.0,2.36,2.62,2,42,62,0.2,42,3.08,71,170.0,18,11,0,17,7,0,31,32,75,68,0.6206896551724138,0.7083333333333334
10,75.0,1.9,1.28,2,49,59,0.0,50,0.62,26,170.0,68.0,3.23,0.81,2,33,38,0.0,75,9.09,0,170.0,13,6,0,10,4,0,31,27,71,69,0.6842105263157895,0.7142857142857143
6,70.0,6.7,6.23,5,63,53,0.0,30,1.5,92,145.0,68.0,3.7,2.35,0,38,35,0.9,14,0.92,55,145.0,16,4,0,9,2,0,23,25,70,67,0.8,0.8181818181818182
5,74.0,5.44,5.61,2,59,45,1.7,28,1.67,0,205.0,77.0,4.6,1.25,4,30,38,0.0,0,0.0,40,205.0,8,5,0,12,3,0,31,32,75,76,0.6153846153846154,0.8
4,79.0,2.79,3.55,5,50,64,0.7,0,0.0,55,265.0,72.0,4.79,2.18,2,36,46,0.1,27,1.14,65,263.0,9,5,0,23,14,0,34,36,75,72,0.6428571428571429,0.6216216216216216
10,71.0,2.3,1.64,2,41,51,1.4,36,4.09,25,155.0,77.0,1.64,1.8,4,32,65,0.0,100,0.67,54,155.0,6,4,0,9,4,0,25,26,72,72,0.6,0.6923076923076923
4,79.0,2.97,3.93,4,60,54,2.4,40,1.2,16,250.0,74.0,3.54,2.72,2,52,59,0.2,0,0.0,76,235.0,11,2,0,8,7,0,29,33,76,71,0.8461538461538461,0.5333333333333333
2,72.0,3.97,5.51,4,49,56,1.2,37,1.55,61,155.0,73.0,3.63,2.69,4,39,56,0.3,17,1.94,80,145.0,25,6,0,14,6,0,23,27,69,72,0.8064516129032258,0.7
10,73.0,3.11,2.75,2,48,49,0.8,100,0.41,66,170.0,74.0,2.84,2.74,2,45,60,1.5,35,1.8,70,170.0,9,4,0,27,14,1,28,37,73,72,0.6923076923076923,0.6428571428571429
0,71.0,1.75,4.53,2,50,63,0.0,62,1.83,62,135.0,70.0,2.91,1.93,2,49,47,0.5,0,0.0,25,125.0,19,13,1,20,6,1,29,33,70,69,0.5757575757575758,0.7407407407407407
6,72.0,2.55,3.29,2,45,56,0.4,60,4.0,22,155.0,73.0,2.16,1.98,2,34,65,0.1,41,3.95,61,155.0,12,2,0,24,4,0,30,26,70,68,0.8571428571428571,0.8571428571428571
10,75.0,2.39,2.02,2,51,40,4.8,46,3.03,40,170.0,72.0,2.32,2.11,4,44,63,0.5,44,3.71,83,185.0,16,9,0,10,4,0,24,31,71,72,0.64,0.7142857142857143
0,69.0,2.61,3.19,2,49,50,0.7,23,0.98,25,135.0,67.0,3.2,3.05,2,38,57,0.0,6,0.22,50,135.0,8,5,1,8,4,0,29,30,67,66,0.5714285714285714,0.6666666666666666
6,71.0,2.99,1.68,2,39,53,1.0,27,2.58,0,155.0,73.0,3.43,2.73,4,41,62,0.0,50,1.22,64,155.0,9,4,0,7,4,0,31,28,70,69,0.6923076923076923,0.6363636363636364
3,67.0,3.81,3.33,4,39,44,0.0,0,0.0,50,135.0,66.0,2.3,3.53,4,46,62,1.4,63,4.28,51,135.0,14,9,0,16,9,1,24,26,68,67,0.6086956521739131,0.6153846153846154
4,77.0,2.33,6.37,2,57,57,0.4,45,5.13,85,240.0,77.0,3.09,4.76,2,48,58,0.1,55,0.33,80,238.0,14,3,0,21,6,0,30,28,73,76,0.8235294117647058,0.7777777777777778
6,71.0,5.39,2.84,2,39,54,2.0,45,2.39,54,155.0,71.0,2.89,2.78,4,40,59,2.0,42,1.77,47,155.0,28,16,0,31,13,0,28,29,70,68,0.6363636363636364,0.7045454545454546
7,73.0,2.73,2.19,2,35,54,0.3,42,0.4,65,185.0,74.0,2.9,2.93,2,50,57,0.8,34,1.45,59,185.0,13,5,0,21,13,0,33,31,71,72,0.7222222222222222,0.6176470588235294
7,73.0,3.1,2.7,2,41,59,0.9,26,0.44,55,185.0,75.0,2.25,2.06,4,38,60,0.5,39,1.98,84,170.0,17,7,0,35,12,0,28,31,74,74,0.7083333333333334,0.7446808510638298
7,77.0,2.91,3.39,4,45,54,0.5,29,2.8,100,185.0,74.0,2.87,2.87,4,42,52,0.8,41,1.14,53,185.0,20,7,0,22,11,0,28,32,73,71,0.7407407407407407,0.6666666666666666
0,68.0,4.63,3.02,2,31,55,0.4,44,2.47,58,135.0,69.0,3.51,3.41,2,29,70,0.1,28,0.28,86,135.0,26,14,0,24,13,1,34,28,66,67,0.65,0.631578947368421
0,68.0,2.09,3.16,2,40,66,0.2,55,3.16,69,135.0,69.0,5.18,1.82,2,28,50,0.0,0,0.0,0,135.0,17,6,0,6,3,0,23,29,68,68,0.7391304347826086,0.6666666666666666
6,68.0,1.85,2.96,2,40,66,0.2,63,1.3,61,155.0,72.0,2.55,2.92,2,34,58,0.8,53,3.49,66,155.0,48,15,3,21,11,1,29,28,69,68,0.7272727272727273,0.6363636363636364
6,73.0,2.16,2.94,2,42,66,0.3,55,2.16,50,145.0,73.0,3.92,4.22,4,37,58,0.1,45,0.52,78,155.0,17,4,0,20,15,0,24,26,70,70,0.8095238095238095,0.5714285714285714
4,82.0,3.0,2.3,2,47,37,0.6,42,3.29,100,250.0,78.0,2.87,5.93,2,37,56,0.0,25,0.72,90,260.0,9,3,0,9,3,0,26,27,77,75,0.75,0.75
2,69.0,4.45,6.66,2,44,62,0.4,83,0.24,85,145.0,69.0,4.79,2.77,2,24,52,0.5,26,0.3,42,145.0,21,5,0,19,11,1,21,33,71,70,0.8076923076923077,0.6129032258064516
3,63.0,2.23,3.35,4,43,61,0.8,39,1.11,57,125.0,66.0,2.55,2.57,2,43,56,1.1,23,0.62,44,125.0,17,8,0,19,7,0,31,28,63,66,0.68,0.7307692307692307
7,74.0,2.83,1.59,4,46,50,0.6,60,1.02,53,185.0,75.0,2.71,4.33,2,38,65,0.3,43,1.05,63,185.0,26,14,0,31,9,0,36,34,72,73,0.65,0.775
7,73.0,3.1,2.23,2,46,58,0.7,7,0.36,53,185.0,76.0,2.58,2.65,2,47,54,1.2,54,3.55,62,185.0,10,6,0,18,10,0,31,30,69,74,0.625,0.6428571428571429
4,76.0,2.94,2.12,2,45,57,1.1,39,2.8,66,242.0,78.0,4.58,3.34,2,42,46,0.3,33,0.66,69,265.0,17,11,0,37,12,0,34,32,74,76,0.6071428571428571,0.7551020408163265
6,68.0,2.31,2.0,2,40,62,1.5,42,3.83,62,145.0,70.0,1.65,4.11,2,49,67,0.7,47,5.35,84,155.0,24,7,1,28,0,0,29,25,67,70,0.75,1.0
2,73.0,3.23,2.32,2,38,47,1.5,7,0.37,35,145.0,72.0,2.36,1.13,2,35,48,0.7,53,2.67,12,145.0,14,6,0,13,8,2,26,35,67,72,0.7,0.5652173913043478
7,76.0,3.01,2.39,2,40,50,0.0,37,0.53,72,170.0,75.0,2.43,2.17,2,53,45,0.5,40,3.13,100,185.0,9,4,0,14,3,0,27,25,73,73,0.6923076923076923,0.8235294117647058
2,68.0,3.09,3.47,2,50,49,1.3,34,3.59,44,155.0,67.0,2.59,2.72,2,43,58,0.6,44,1.18,65,145.0,30,10,2,18,4,0,29,31,68,66,0.7142857142857143,0.8181818181818182
6,72.0,4.14,2.87,4,35,60,0.5,0,0.0,76,145.0,75.0,4.16,4.01,2,43,60,0.1,44,0.49,80,155.0,16,3,0,20,8,0,25,27,72,71,0.8421052631578947,0.7142857142857143
0,71.0,2.79,2.72,4,45,49,0.8,62,1.44,60,135.0,65.0,9.16,1.37,0,30,35,0.0,0,0.0,0,135.0,35,10,0,14,1,2,33,27,69,65,0.7777777777777778,0.8235294117647058
5,74.0,3.06,1.72,4,40,50,0.0,0,0.0,22,205.0,78.0,2.63,1.93,2,38,50,0.9,68,2.0,81,185.0,8,2,0,21,8,0,27,31,72,74,0.8,0.7241379310344828
6,70.0,2.47,3.09,4,44,60,0.5,45,1.08,61,155.0,72.0,1.82,0.86,2,50,50,0.0,0,0.0,62,155.0,24,7,0,8,2,0,35,27,69,72,0.7741935483870968,0.8
3,66.0,3.55,3.28,2,40,61,0.0,28,0.8,81,135.0,66.0,1.66,3.43,2,54,67,0.5,56,3.35,65,125.0,21,11,0,27,3,1,29,27,63,63,0.65625,0.8709677419354839
