weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,f1_win_rate,f2_win_rate
5,76.0,3.84,3.41,2,44,54,1.0,38,2.0,60,205.0,73.0,2.51,3.25,2,54,55,0.1,56,1.52,73,205.0,30,7,0,36,11,0,34,35,74,73,0.8108108108108109,0.7659574468085106
6,73.0,4.23,4.34,2,46,53,1.3,36,1.21,73,155.0,72.0,3.48,2.97,2,46,53,1.2,54,0.69,58,170.0,36,13,0,22,9,0,30,26,73,70,0.7346938775510204,0.7096774193548387
2,71.0,2.66,2.88,2,45,59,1.0,32,1.63,47,145.0,71.0,2.82,2.33,4,42,47,1.0,42,1.02,81,170.0,19,8,0,16,6,0,31,25,68,70,0.7037037037037037,0.7272727272727273
6,68.0,3.57,3.18,2,50,51,1.5,37,2.14,56,155.0,72.0,3.21,3.95,2,54,56,0.6,43,1.63,36,155.0,16,9,0,21,5,0,30,29,70,70,0.64,0.8076923076923077
2,70.0,2.46,2.45,2,33,65,0.7,37,3.32,69,155.0,70.0,2.12,2.42,2,42,65,0.6,56,2.55,54,145.0,35,16,0,27,9,2,32,30,67,71,0.6862745098039216,0.7105263157894737
10,71.0,8.85,3.34,0,43,47,0.8,25,1.59,33,170.0,72.0,3.88,5.45,2,47,59,0.9,50,1.53,60,170.0,11,4,0,11,2,0,27,26,70,73,0.7333333333333333,0.8461538461538461
5,74.0,1.39,2.82,2,43,71,0.4,44,3.37,80,205.0,74.0,1.62,1.9,2,44,59,0.1,46,3.25,70,205.0,23,5,0,26,7,0,30,42,74,72,0.8214285714285714,0.7878787878787878
4,73.0,2.9,1.55,2,47,59,0.7,43,4.66,0,255.0,75.0,3.3,2.87,4,50,47,0.1,38,1.97,76,260.0,15,3,0,18,7,0,37,29,73,72,0.8333333333333334,0.72
7,76.0,2.48,3.1,2,47,57,0.5,34,2.55,77,185.0,75.0,4.02,4.24,0,32,60,0.0,33,0.14,68,170.0,21,9,1,12,6,0,31,26,72,70,0.6774193548387096,0.6666666666666666
10,79.0,3.85,3.85,2,43,64,1.7,40,1.12,50,170.0,76.0,2.06,1.74,2,32,55,2.0,50,0.66,29,170.0,17,4,1,12,4,0,29,34,73,72,0.7727272727272727,0.75
2,70.0,3.18,3.47,2,44,65,0.1,65,0.64,91,135.0,68.0,2.39,3.6,2,39,69,0.3,31,2.36,65,145.0,28,6,0,22,7,1,27,32,67,66,0.8235294117647058,0.7333333333333333
5,75.0,2.42,2.14,2,37,63,0.0,44,2.98,73,205.0,75.0,2.27,2.39,4,34,60,0.8,44,0.67,62,205.0,24,8,1,23,9,0,34,37,72,74,0.7272727272727273,0.71875
4,80.0,3.09,2.89,2,45,50,0.8,29,0.82,66,264.0,80.0,2.15,3.54,2,62,59,0.9,53,1.39,73,265.0,19,10,1,45,18,0,34,33,76,76,0.6333333333333333,0.7142857142857143
10,76.0,1.65,2.61,2,50,54,0.8,51,3.6,56,170.0,72.0,2.01,1.82,4,43,63,1.0,25,2.49,61,170.0,27,5,1,28,9,0,35,36,72,73,0.8181818181818182,0.7567567567567568
3,65.0,2.52,3.46,4,33,63,0.6,31,1.53,65,125.0,64.0,3.25,3.59,2,39,67,0.0,30,2.08,88,125.0,28,5,0,13,5,1,29,29,64,65,0.8484848484848485,0.6842105263157895
6,71.0,2.51,1.95,4,31,63,0.8,53,4.08,92,155.0,70.0,3.54,5.35,4,39,61,1.0,33,1.83,80,155.0,40,14,0,18,8,1,30,32,70,70,0.7407407407407407,0.6666666666666666
10,74.0,2.58,2.5,2,49,57,0.5,41,1.21,92,170.0,75.0,1.89,1.66,2,32,61,1.0,60,4.05,66,170.0,19,4,1,23,7,0,31,37,69,72,0.7916666666666666,0.7666666666666667
6,71.0,1.78,1.19,4,34,52,2.0,48,3.19,52,155.0,71.0,3.7,4.95,2,49,63,0.3,29,1.12,74,155.0,15,4,0,24,10,1,33,27,69,70,0.7894736842105263,0.6857142857142857
6,68.0,5.6,5.56,2,47,45,0.0,12,0.2,58,155.0,73.0,2.34,2.91,4,42,66,0.7,53,0.76,69,155.0,14,6,1,42,22,1,35,37,68,69,0.6666666666666666,0.6461538461538462
0,66.0,2.46,2.58,2,41,64,0.4,40,0.77,72,125.0,71.0,3.82,1.33,2,21,51,2.2,37,0.93,50,135.0,14,7,0,12,3,0,28,24,66,67,0.6666666666666666,0.8
0,68.0,3.16,4.07,2,41,68,0.6,63,1.01,68,135.0,69.0,3.06,2.57,2,39,51,0.6,100,0.2,37,135.0,11,7,0,9,4,0,32,29,68,67,0.6111111111111112,0.6923076923076923
0,71.0,0.4,0.0,2,0,50,0.0,0,0.0,0,205.0,70.0,3.9,3.78,2,36,57,0.5,41,1.49,91,145.0,1,1,0,36,9,0,48,26,71,66,0.5,0.8
0,70.0,3.9,3.78,2,36,57,0.5,41,1.49,91,145.0,70.0,2.76,2.69,2,42,57,1.4,66,1.09,52,135.0,36,9,0,17,4,0,26,22,66,69,0.8,0.8095238095238095
2,72.0,3.97,5.51,4,49,56,1.2,37,1.55,61,155.0,70.0,3.65,4.59,2,49,61,0.5,50,1.06,60,145.0,25,6,0,26,11,0,24,30,69,68,0.8064516129032258,0.7027027027027027
5,79.0,3.97,3.43,2,54,49,0.4,18,0.53,70,205.0,81.0,1.78,4.06,4,71,60,0.2,83,1.17,53,205.0,17,6,0,20,10,3,33,40,73,78,0.7391304347826086,0.6060606060606061
10,74.0,2.62,1.69,2,35,56,0.8,30,0.58,52,170.0,72.0,3.33,1.71,5,57,49,0.9,55,1.72,66,170.0,25,11,0,17,5,1,33,25,73,71,0.6944444444444444,0.7391304347826086
5,75.0,2.99,4.04,2,51,62,0.2,37,2.75,58,185.0,73.0,2.77,3.12,2,66,46,0.0,28,0.45,87,205.0,18,9,0,19,5,0,32,32,74,73,0.6666666666666666,0.7916666666666666
10,74.0,2.74,3.01,4,42,54,0.5,50,3.51,89,170.0,76.0,2.87,2.08,2,52,43,0.0,66,1.18,58,170.0,7,3,0,15,5,0,27,31,73,73,0.7,0.75
6,71.0,2.12,2.08,2,32,63,0.0,58,2.32,66,155.0,73.0,2.53,2.16,2,35,67,1.4,30,0.43,39,155.0,8,4,0,15,5,0,26,27,67,73,0.6666666666666666,0.75
6,73.0,1.9,0.53,2,26,51,7.4,16,0.53,33,155.0,71.0,1.96,2.57,2,42,62,0.2,38,2.95,63,155.0,13,2,0,17,10,0,25,34,72,69,0.8666666666666667,0.6296296296296297
2,69.0,2.23,2.24,2,44,50,0.0,26,1.44,58,145.0,74.0,3.71,1.44,2,41,50,2.2,36,1.97,16,145.0,9,6,0,14,5,0,24,25,68,71,0.6,0.7368421052631579
7,71.0,5.39,3.33,2,43,43,0.0,41,2.77,0,205.0,73.0,4.41,4.01,2,44,50,0.0,7,0.15,43,185.0,12,2,0,17,9,0,32,31,71,73,0.8571428571428571,0.6538461538461539
0,66.0,2.07,3.47,2,47,70,1.0,33,0.81,72,125.0,66.0,2.8,0.87,4,23,51,0.5,11,1.5,0,135.0,14,11,1,19,6,4,31,26,66,67,0.5384615384615384,0.6551724137931034
3,66.0,3.57,2.72,2,25,68,0.0,0,0.0,0,125.0,64.0,3.16,2.34,2,26,68,0.0,21,1.76,60,125.0,9,4,0,22,12,0,30,30,66,64,0.6923076923076923,0.6470588235294118
11,68.0,4.14,4.17,2,52,44,4.8,68,6.26,50,135.0,66.0,2.51,2.78,2,54,61,0.3,51,2.57,65,125.0,12,2,0,13,7,0,26,29,67,66,0.8571428571428571,0.65
5,74.0,2.7,2.44,2,47,51,0.3,52,1.52,57,185.0,74.0,1.57,2.59,4,53,61,0.4,65,1.21,75,185.0,32,15,0,24,8,0,43,35,71,73,0.6808510638297872,0.75
0,67.0,2.59,2.65,2,40,64,0.8,30,1.54,58,135.0,64.0,2.76,2.78,2,37,65,1.0,28,0.56,38,145.0,35,11,0,25,12,0,34,31,66,66,0.7608695652173914,0.6756756756756757
10,72.0,3.63,3.29,2,46,58,1.3,34,1.09,46,170.0,75.0,3.8,4.86,2,35,61,0.4,21,1.71,63,170.0,33,13,1,20,9,0,30,29,71,71,0.7021276595744681,0.6896551724137931
10,74.0,4.16,3.57,4,45,60,0.0,66,0.71,65,170.0,73.0,2.27,1.79,2,36,63,0.4,48,2.46,64,170.0,28,14,0,19,10,0,31,36,71,70,0.6666666666666666,0.6551724137931034
4,82.0,2.54,5.39,2,55,55,0.6,66,0.61,54,240.0,78.0,2.22,2.92,2,37,57,0.4,46,2.32,72,245.0,17,7,0,11,5,0,36,30,76,76,0.7083333333333334,0.6875
6,75.0,2.09,2.28,4,41,51,1.2,48,3.55,66,170.0,72.0,1.63,2.27,2,38,67,0.4,100,1.2,71,155.0,16,4,0,17,6,0,26,29,73,68,0.8,0.7391304347826086
2,70.0,2.69,4.09,2,53,56,0.5,37,2.19,82,145.0,66.0,3.07,4.42,2,46,59,1.1,40,3.89,82,155.0,15,5,0,18,9,0,32,27,68,66,0.75,0.6666666666666666
6,70.0,4.08,4.17,2,28,57,0.1,38,0.63,77,155.0,76.0,2.83,2.76,2,54,54,0.0,25,2.1,50,155.0,21,12,1,7,3,0,29,29,69,69,0.6176470588235294,0.7
10,73.0,3.34,1.06,2,30,56,0.8,0,0.0,14,170.0,74.0,3.02,3.72,2,47,52,0.8,26,1.37,57,170.0,9,3,0,15,5,0,28,29,71,70,0.75,0.75
10,80.0,2.22,3.86,2,46,56,0.3,46,2.62,60,170.0,75.0,4.33,1.13,2,20,45,0.0,7,1.0,20,170.0,21,8,0,7,3,0,26,27,75,73,0.7241379310344828,0.7
10,73.0,5.42,3.18,2,43,55,0.3,35,2.0,40,170.0,73.0,3.45,4.83,2,47,56,0.3,0,0.0,52,170.0,6,3,0,9,3,0,22,23,72,71,0.6666666666666666,0.75
5,74.0,2.19,2.79,2,40,60,0.6,53,0.97,62,205.0,74.0,2.65,3.28,2,42,59,0.3,12,0.12,60,205.0,35,12,1,12,6,0,37,33,71,73,0.7291666666666666,0.6666666666666666
4,84.0,4.0,3.13,2,47,46,1.7,50,0.58,55,265.0,72.0,2.9,2.81,2,43,51,0.2,55,0.51,64,265.0,33,12,0,13,14,1,25,39,83,70,0.7333333333333333,0.4642857142857143
6,72.0,2.91,2.75,4,38,57,0.9,25,1.62,47,170.0,70.0,3.52,3.81,4,41,60,0.8,65,1.23,63,155.0,31,12,0,35,14,0,32,35,70,67,0.7209302325581395,0.7142857142857143
7,71.0,3.35,3.02,4,46,53,0.5,48,1.69,77,185.0,75.0,2.25,2.06,4,38,60,0.5,39,1.98,84,170.0,34,10,1,35,12,0,35,32,69,74,0.7555555555555555,0.7446808510638298
2,67.0,1.61,1.59,2,36,52,2.1,32,2.92,22,135.0,67.0,3.5,3.36,2,40,54,0.1,50,1.36,58,155.0,26,10,0,19,10,2,29,32,66,67,0.7222222222222222,0.6129032258064516
10,73.0,3.23,2.91,2,40,49,0.3,61,1.32,62,170.0,76.0,1.89,2.12,4,49,58,0.6,43,2.93,71,170.0,24,8,1,22,4,1,29,32,71,74,0.7272727272727273,0.8148148148148148
7,74.0,2.76,3.0,2,40,55,0.0,27,1.03,77,185.0,73.0,3.71,4.24,4,43,64,0.0,43,2.17,70,185.0,17,7,0,19,7,0,26,32,73,72,0.7083333333333334,0.7307692307692307
0,68.0,3.61,2.53,2,34,54,0.8,25,2.57,80,135.0,68.0,3.27,3.37,2,37,57,0.1,57,1.46,70,135.0,21,10,0,21,11,2,29,30,68,67,0.6774193548387096,0.6176470588235294
6,73.0,3.63,2.26,4,41,53,0.0,38,2.0,78,155.0,72.0,3.61,2.56,2,33,58,0.9,11,0.44,20,155.0,12,6,1,13,6,0,26,36,71,69,0.631578947368421,0.6842105263157895
0,73.0,2.55,2.7,2,44,59,1.2,64,2.46,71,135.0,73.0,2.86,3.98,4,48,64,0.8,75,0.53,58,145.0,16,8,0,15,12,0,26,25,69,70,0.6666666666666666,0.5555555555555556
10,77.0,5.07,4.45,2,41,51,0.2,100,0.23,73,170.0,73.0,4.41,4.67,2,51,62,0.0,13,1.99,0,185.0,13,7,1,9,2,1,28,30,75,72,0.6190476190476191,0.75
10,76.0,3.56,5.43,4,42,61,1.0,33,1.32,60,185.0,76.0,1.4,3.78,2,53,72,1.1,74,4.16,83,185.0,26,9,0,26,2,0,30,32,73,71,0.7428571428571429,0.9285714285714286
10,69.0,3.99,3.49,4,45,53,0.3,46,3.83,63,185.0,75.0,2.34,3.56,2,39,57,1.2,55,0.58,36,170.0,18,8,0,30,13,0,30,29,69,74,0.6923076923076923,0.6976744186046512
10,74.0,2.32,2.71,2,49,55,0.8,51,1.87,70,185.0,71.0,2.83,2.47,2,39,60,0.4,47,2.04,86,170.0,38,19,2,31,15,0,34,28,72,69,0.6440677966101694,0.6739130434782609
7,76.0,2.96,3.57,2,44,56,0.5,19,0.27,57,185.0,74.0,3.48,3.52,4,42,62,0.3,36,1.36,52,185.0,24,13,0,13,3,0,27,34,74,72,0.6486486486486487,0.8125
6,78.0,2.97,3.1,2,34,62,0.0,0,0.0,27,155.0,77.0,1.64,1.8,4,32,65,0.0,100,0.67,54,155.0,9,3,0,9,4,0,30,27,74,72,0.75,0.6923076923076923
10,71.0,3.21,2.81,2,48,48,0.2,20,0.68,43,170.0,75.0,5.84,4.01,2,35,42,0.0,50,1.04,66,170.0,24,11,0,24,12,0,33,34,71,72,0.6857142857142857,0.6666666666666666
2,68.0,3.62,3.03,2,29,64,0.0,0,0.0,100,145.0,71.0,2.8,3.27,2,36,53,1.3,35,2.52,58,145.0,15,6,0,25,8,0,34,29,69,70,0.7142857142857143,0.7575757575757576
10,73.0,2.55,3.35,2,44,69,0.2,58,1.56,66,170.0,74.0,3.06,2.03,2,36,49,1.8,54,1.67,47,185.0,31,12,0,14,8,0,24,32,72,73,0.7209302325581395,0.6363636363636364
6,72.0,2.98,2.88,5,38,57,0.2,41,2.04,60,155.0,68.0,3.77,5.43,2,50,70,0.0,0,0.0,87,155.0,16,8,0,17,6,0,28,28,68,68,0.6666666666666666,0.7391304347826086
10,71.0,2.17,3.8,4,41,62,0.9,48,2.53,63,170.0,76.0,2.09,1.48,2,28,51,0.0,20,1.36,33,155.0,19,9,0,18,4,0,29,29,69,75,0.6785714285714286,0.8181818181818182
0,63.0,4.58,1.89,2,53,44,0.0,25,0.92,33,135.0,67.0,3.03,5.37,2,41,65,1.0,37,1.68,86,125.0,7,4,0,17,4,0,29,27,65,66,0.6363636363636364,0.8095238095238095
0,72.0,2.47,3.43,2,34,60,0.1,57,1.05,59,135.0,69.0,2.61,3.19,2,49,50,0.7,23,0.98,25,135.0,15,13,1,8,5,1,32,30,73,67,0.5172413793103449,0.5714285714285714
5,73.0,3.09,2.29,2,40,55,0.5,30,1.85,100,205.0,76.0,1.21,3.75,2,50,68,1.1,60,1.59,59,185.0,15,7,0,42,6,2,30,28,70,74,0.6818181818181818,0.84
6,69.0,4.09,3.68,2,40,62,0.0,35,0.74,75,155.0,75.0,2.87,3.54,2,45,54,1.3,29,1.55,46,155.0,22,16,0,7,3,0,29,31,68,70,0.5789473684210527,0.7
4,82.0,3.0,2.3,2,47,37,0.6,42,3.29,100,250.0,79.0,2.79,3.55,5,50,64,0.7,0,0.0,55,265.0,9,3,0,9,5,0,27,35,77,75,0.75,0.6428571428571429
0,68.0,4.63,3.02,2,31,55,0.4,44,2.47,58,135.0,70.0,4.28,3.51,4,37,61,0.0,22,0.75,66,135.0,26,14,0,13,5,0,35,29,66,66,0.65,0.7222222222222222
2,73.0,2.7,3.37,2,44,50,1.3,25,0.94,15,145.0,68.0,3.38,2.94,2,47,62,0.6,68,3.21,80,145.0,13,4,0,24,11,0,30,26,73,67,0.7647058823529411,0.6857142857142857
2,68.0,4.91,3.25,2,45,50,0.0,28,0.7,86,145.0,71.0,2.97,3.76,2,44,53,0.0,66,0.59,65,145.0,14,7,0,18,6,0,31,27,68,68,0.6666666666666666,0.75
6,73.0,3.92,4.22,4,37,58,0.1,45,0.52,78,155.0,72.0,3.31,2.51,2,46,66,0.5,33,3.17,89,155.0,20,15,0,14,6,0,27,35,70,71,0.5714285714285714,0.7
7,77.0,3.26,1.16,2,46,32,0.3,7,0.62,66,185.0,78.0,2.61,1.91,0,42,51,1.3,75,3.92,50,170.0,16,7,1,4,2,0,30,28,74,74,0.6666666666666666,0.6666666666666666
10,74.0,1.95,1.83,2,36,60,0.9,0,0.0,50,170.0,76.0,0.82,3.29,2,47,78,0.0,56,5.84,100,170.0,5,2,0,13,2,1,26,27,74,74,0.7142857142857143,0.8125
2,74.0,4.43,5.27,4,48,55,0.0,62,0.75,70,155.0,71.0,3.64,3.97,4,35,56,0.0,100,0.56,80,135.0,21,4,0,7,5,0,25,28,69,64,0.84,0.5833333333333334
10,75.0,1.9,1.28,2,49,59,0.0,50,0.62,26,170.0,74.0,1.86,2.89,4,40,63,0.2,44,2.13,58,170.0,13,6,0,14,3,0,32,30,71,73,0.6842105263157895,0.8235294117647058
7,74.0,2.41,2.5,4,42,60,1.4,32,2.46,57,205.0,73.0,3.62,3.28,2,54,54,0.0,55,2.3,79,185.0,10,6,0,12,3,0,30,24,72,72,0.625,0.8
10,71.0,3.98,3.14,2,53,38,0.0,66,1.33,50,170.0,74.0,3.15,2.8,4,55,48,1.3,57,3.47,50,185.0,6,2,0,9,3,0,28,35,71,71,0.75,0.75
0,67.0,2.59,2.65,2,40,64,0.8,30,1.54,58,135.0,66.0,3.41,3.37,2,40,65,0.7,45,2.61,59,135.0,35,11,0,15,12,0,34,31,66,65,0.7608695652173914,0.5555555555555556
7,79.0,3.57,3.31,2,50,53,0.2,38,0.75,69,185.0,71.0,3.01,3.75,4,43,59,0.1,35,0.8,62,185.0,16,9,0,16,5,0,29,22,72,69,0.64,0.7619047619047619
11,68.0,1.63,2.57,4,61,47,0.8,65,2.77,42,145.0,65.0,2.71,1.93,2,41,50,1.6,31,2.06,52,135.0,10,4,0,18,7,0,31,27,66,66,0.7142857142857143,0.72
4,76.0,2.94,2.12,2,45,57,1.1,39,2.8,66,242.0,79.0,4.31,2.93,2,41,42,0.2,68,1.21,75,255.0,17,11,0,18,7,1,34,31,74,78,0.6071428571428571,0.6923076923076923
7,75.0,1.98,1.64,4,44,56,1.4,50,0.93,50,185.0,75.0,2.73,1.09,4,41,35,1.2,60,3.51,0,185.0,21,8,0,5,2,0,30,32,75,69,0.7241379310344828,0.7142857142857143
7,77.0,3.76,2.27,4,53,46,0.4,22,0.79,27,185.0,79.0,2.47,2.08,2,52,34,0.4,33,1.09,33,185.0,9,5,1,12,5,0,32,25,71,75,0.6,0.7058823529411765
7,77.0,3.87,4.43,2,36,59,0.4,42,0.63,63,185.0,76.0,7.53,6.33,2,44,51,0.0,16,2.0,50,185.0,8,3,0,4,2,1,25,24,78,73,0.7272727272727273,0.5714285714285714
7,72.0,5.94,2.08,2,70,16,0.0,25,4.46,0,185.0,73.0,2.72,2.21,5,50,46,0.4,50,2.83,57,185.0,3,1,1,18,8,0,27,34,72,73,0.6,0.6923076923076923
7,77.0,3.44,3.36,2,42,56,0.0,35,1.02,60,205.0,71.0,4.4,1.42,2,21,47,0.0,33,1.6,14,170.0,11,6,0,12,9,0,27,31,74,73,0.6470588235294118,0.5714285714285714
2,70.0,3.97,2.67,2,32,57,0.5,31,0.65,53,145.0,74.0,3.88,3.0,2,33,59,1.8,36,0.6,38,145.0,35,17,0,21,11,0,30,29,69,73,0.6730769230769231,0.65625
2,71.0,3.19,4.11,2,44,66,0.3,36,1.85,63,145.0,67.0,3.55,2.46,2,33,59,0.9,43,1.45,70,145.0,12,8,1,15,8,0,30,27,68,68,0.5714285714285714,0.6521739130434783
2,67.0,2.83,3.84,2,35,67,0.0,28,0.72,73,145.0,69.0,2.51,2.99,2,43,47,2.0,25,1.46,48,145.0,5,2,0,18,11,0,23,28,68,67,0.7142857142857143,0.6206896551724138
6,70.0,1.79,2.93,4,45,63,0.8,45,2.4,63,170.0,73.0,2.53,3.44,2,33,63,0.2,41,1.64,71,145.0,23,5,0,22,8,0,30,31,69,69,0.8214285714285714,0.7333333333333333
4,79.0,3.84,2.18,4,47,38,2.0,40,2.02,54,264.0,72.0,2.75,4.25,2,52,56,0.5,44,1.95,77,235.0,18,11,0,22,2,0,34,34,75,71,0.6206896551724138,0.9166666666666666
6,71.0,2.12,2.59,2,47,64,1.3,39,1.92,54,155.0,76.0,3.78,4.62,4,45,53,1.4,30,1.19,42,170.0,21,8,0,21,12,0,35,28,70,72,0.7241379310344828,0.6363636363636364
10,73.0,2.55,3.35,2,44,69,0.2,58,1.56,66,170.0,75.0,2.58,3.75,2,54,56,1.6,47,1.64,63,170.0,31,12,0,24,16,0,24,32,72,72,0.7209302325581395,0.6
2,66.0,2.35,2.78,2,49,67,0.3,55,4.13,100,145.0,71.0,2.8,3.27,2,36,53,1.3,35,2.52,58,145.0,18,5,0,25,8,0,28,29,66,70,0.782608695652174,0.7575757575757576
7,72.0,2.74,3.53,2,46,63,0.1,42,0.27,79,170.0,78.0,1.64,2.22,2,42,59,0.6,36,1.79,73,205.0,18,5,0,23,10,0,27,32,71,75,0.782608695652174,0.696969696969697
6,73.0,2.16,2.94,2,42,66,0.3,55,2.16,50,145.0,75.0,1.62,3.05,2,44,62,1.1,62,5.32,55,155.0,17,4,0,10,6,0,25,25,70,71,0.8095238095238095,0.625
3,64.0,2.21,1.34,2,39,66,0.7,33,1.42,35,125.0,65.0,2.52,3.46,4,33,63,0.6,31,1.53,65,125.0,8,5,0,28,5,0,34,29,66,64,0.6153846153846154,0.8484848484848485
6,74.0,2.94,4.33,2,47,66,0.4,59,1.7,78,170.0,75.0,3.34,4.87,2,45,62,0.2,45,0.87,63,170.0,35,13,0,29,11,1,29,29,71,74,0.7291666666666666,0.7073170731707317
0,67.0,3.2,3.05,2,38,57,0.0,6,0.22,50,135.0,67.0,3.03,5.37,2,41,65,1.0,37,1.68,86,125.0,8,4,0,17,4,0,31,27,66,66,0.6666666666666666,0.8095238095238095
6,75.0,2.41,3.94,2,46,65,0.2,45,0.5,53,155.0,68.0,3.86,3.9,2,47,51,0.9,43,3.09,27,155.0,16,9,0,11,5,0,33,31,73,69,0.64,0.6875
7,77.0,2.49,1.94,2,33,58,0.0,100,1.94,60,185.0,73.0,3.21,3.71,4,49,60,0.0,31,1.79,78,185.0,8,2,0,13,4,0,32,36,72,72,0.8,0.7647058823529411
5,84.0,2.03,4.31,2,57,65,0.5,46,1.9,95,205.0,74.0,1.1,3.08,4,43,62,0.4,59,3.81,66,205.0,25,1,0,29,14,1,26,36,76,73,0.9615384615384616,0.6590909090909091
7,73.0,3.1,2.7,2,41,59,0.9,26,0.44,55,185.0,75.0,2.71,4.33,2,38,65,0.3,43,1.05,63,185.0,17,7,0,31,9,0,29,34,74,73,0.7083333333333334,0.775
4,72.0,4.79,2.18,2,36,46,0.1,27,1.14,65,263.0,82.0,1.28,3.33,2,56,54,0.2,56,2.3,52,240.0,23,14,0,29,9,2,37,38,72,76,0.6216216216216216,0.725
5,79.0,3.97,2.14,2,24,68,0.8,44,1.55,66,205.0,79.0,1.33,2.85,2,34,72,0.6,38,2.99,72,205.0,11,7,0,13,3,0,29,29,75,74,0.6111111111111112,0.8125
6,71.0,2.89,2.78,4,40,59,2.0,42,1.77,47,155.0,74.0,2.57,2.57,2,36,50,1.1,37,3.08,55,155.0,31,13,0,31,19,0,30,30,68,72,0.7045454545454546,0.62
6,75.0,5.21,3.99,2,35,46,0.6,33,0.14,74,155.0,73.0,2.16,1.98,2,34,65,0.1,41,3.95,61,155.0,15,6,0,24,4,0,26,27,70,68,0.7142857142857143,0.8571428571428571
5,80.0,2.86,2.59,4,46,44,0.6,40,1.34,65,205.0,76.0,5.34,4.26,2,42,55,0.0,23,0.53,83,205.0,24,13,0,17,11,0,30,28,75,75,0.6486486486486487,0.6071428571428571
11,62.0,2.89,1.6,2,50,28,0.0,0,0.0,20,135.0,66.0,2.06,2.37,2,44,47,0.5,64,4.67,66,135.0,10,6,1,11,5,0,24,33,65,66,0.5882352941176471,0.6875
0,68.0,3.61,2.53,2,34,54,0.8,25,2.57,80,135.0,71.0,1.75,4.53,2,50,63,0.0,62,1.83,62,135.0,21,10,0,19,13,1,29,30,68,70,0.6774193548387096,0.5757575757575758
2,69.0,4.79,2.77,2,24,52,0.5,26,0.3,42,145.0,72.0,2.5,1.74,5,34,67,2.5,25,2.5,14,155.0,19,11,1,14,4,0,34,26,70,72,0.6129032258064516,0.7777777777777778
2,70.0,2.96,3.21,2,41,54,1.6,21,0.47,55,145.0,70.0,4.28,4.51,2,42,46,0.7,36,0.97,45,155.0,23,13,0,17,7,0,26,27,71,71,0.6388888888888888,0.7083333333333334
7,77.0,2.43,4.18,4,48,56,1.1,30,0.67,68,205.0,74.0,2.83,1.59,4,46,50,0.6,60,1.02,53,185.0,16,5,0,26,14,0,29,36,75,72,0.7619047619047619,0.65
7,72.0,2.81,2.54,2,46,62,1.4,38,2.46,60,185.0,76.0,2.96,3.57,2,44,56,0.5,19,0.27,57,185.0,26,8,0,24,13,0,34,27,73,74,0.7647058823529411,0.6486486486486487
6,70.0,3.54,5.35,4,39,61,1.0,33,1.83,80,155.0,70.0,3.28,3.57,4,45,62,0.7,39,1.89,60,170.0,18,8,1,29,12,0,32,29,70,68,0.6666666666666666,0.7073170731707317
7,76.0,2.48,3.1,2,47,57,0.5,34,2.55,77,185.0,73.0,2.6,0.83,2,36,48,1.0,5,0.5,50,170.0,21,9,1,13,6,0,31,27,72,71,0.6774193548387096,0.6842105263157895
2,69.0,3.31,2.08,2,41,55,0.5,39,2.5,76,155.0,68.0,3.09,3.47,2,50,49,1.3,34,3.59,44,155.0,23,6,1,30,10,2,29,29,68,68,0.7666666666666667,0.7142857142857143
6,70.0,2.47,3.09,4,44,60,0.5,45,1.08,61,155.0,71.0,2.99,1.68,2,39,53,1.0,27,2.58,0,155.0,24,7,0,9,4,0,35,32,69,70,0.7741935483870968,0.6923076923076923
6,72.0,2.29,2.65,2,49,73,0.4,31,1.82,78,155.0,71.0,2.51,1.95,4,31,63,0.8,53,4.08,92,155.0,8,3,0,40,14,0,30,30,71,70,0.7272727272727273,0.7407407407407407
10,73.0,1.99,1.71,2,39,63,1.2,31,1.42,63,170.0,67.0,2.49,2.44,2,47,58,0.6,36,4.11,50,170.0,15,8,0,26,3,0,32,32,71,66,0.6521739130434783,0.896551724137931
0,66.0,6.1,3.0,2,30,57,0.0,23,1.66,83,125.0,71.0,2.79,2.72,4,45,49,0.8,62,1.44,60,135.0,27,9,1,35,10,0,33,33,65,69,0.7297297297297297,0.7777777777777778
5,75.0,4.31,5.29,2,58,53,0.6,57,0.44,61,205.0,70.0,6.47,1.83,2,47,34,0.0,28,1.0,30,205.0,22,9,0,13,5,0,33,35,73,71,0.7096774193548387,0.7222222222222222
3,66.0,4.75,1.24,2,21,53,0.0,25,1.69,0,125.0,67.0,4.27,5.36,2,40,56,0.6,58,0.56,67,135.0,10,3,0,31,9,0,23,23,66,63,0.7692307692307693,0.775
3,67.0,2.23,1.38,2,38,65,0.6,39,1.95,86,125.0,63.0,2.23,3.35,4,43,61,0.8,39,1.11,57,125.0,23,6,0,17,8,0,28,32,65,63,0.7931034482758621,0.68
