weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_sub_avg,f1_td_avg,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_sub_avg,f2_td_avg,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,f1_win_rate,f2_win_rate
10,71.0,3.08,2.15,2,0.4,2.7,170.0,78.0,1.6,2.07,5,2.5,2.28,185.0,23,12,0,14,5,0,26,23,67,76,0.6571428571428571,0.7368421052631579
7,78.0,2.99,2.13,2,1.1,2.1,185.0,72.0,2.8,3.96,2,0.0,2.18,185.0,28,9,0,19,11,0,28,28,73,72,0.7567567567567568,0.6333333333333333
10,74.0,2.74,3.01,4,0.5,3.51,170.0,74.0,2.1,0.97,2,0.5,0.0,170.0,7,3,0,7,3,0,23,24,73,74,0.7,0.7
6,72.0,2.47,3.43,2,0.1,1.05,135.0,71.0,2.52,2.61,2,1.6,2.32,155.0,15,13,1,14,6,0,28,32,73,70,0.5172413793103449,0.7
10,72.0,3.2,2.69,2,0.3,1.22,170.0,73.0,2.4,2.86,2,1.7,1.71,185.0,15,3,0,13,4,0,27,26,69,73,0.8333333333333334,0.7647058823529411
4,75.0,1.53,2.85,2,0.5,2.78,205.0,77.0,2.4,1.95,2,2.4,1.3,240.0,19,11,0,34,10,1,46,33,73,75,0.6333333333333333,0.7555555555555555
5,74.0,2.55,3.92,2,0.7,1.03,205.0,76.0,2.98,3.25,2,0.7,1.18,185.0,16,3,0,17,10,2,27,34,74,74,0.8421052631578947,0.5862068965517241
7,74.0,2.87,2.87,4,0.8,1.14,185.0,73.0,2.33,2.68,2,1.8,6.51,185.0,22,11,0,12,3,0,29,27,71,73,0.6666666666666666,0.8
7,74.0,2.32,2.71,2,0.8,1.87,185.0,72.0,2.01,1.82,4,1.0,2.49,170.0,38,19,2,28,9,0,30,32,72,73,0.6440677966101694,0.7567567567567568
5,77.0,3.13,3.37,1,1.0,0.52,205.0,76.0,2.81,3.03,2,0.2,0.7,230.0,26,12,1,12,7,0,32,32,73,75,0.6666666666666666,0.631578947368421
7,73.0,2.53,3.6,2,0.5,3.78,170.0,77.0,3.13,3.33,2,1.2,2.2,205.0,11,4,0,26,14,0,35,29,72,73,0.7333333333333333,0.65
4,76.0,3.17,1.35,2,0.6,1.19,258.0,76.0,2.94,2.12,2,1.1,2.8,242.0,21,4,0,17,11,0,34,30,74,74,0.84,0.6071428571428571
4,73.0,2.9,1.55,2,0.7,4.66,255.0,73.0,2.02,1.58,2,0.0,1.28,225.0,15,3,0,10,5,2,33,33,73,73,0.8333333333333334,0.5882352941176471
4,76.0,4.14,2.79,2,0.9,1.72,260.0,78.0,2.87,5.93,2,0.0,0.72,260.0,13,5,0,9,3,0,26,24,76,75,0.7222222222222222,0.75
7,72.0,2.26,3.12,2,0.6,3.17,185.0,72.0,2.32,2.11,4,0.5,3.71,185.0,14,6,0,10,4,0,31,28,72,72,0.7,0.7142857142857143
6,74.0,2.27,1.42,2,1.3,1.69,155.0,70.0,3.54,5.35,4,1.0,1.83,155.0,21,10,0,18,8,1,36,28,70,70,0.6774193548387096,0.6666666666666666
6,76.0,3.78,4.62,4,1.4,1.19,170.0,68.0,1.85,2.96,2,0.2,1.3,155.0,21,12,0,48,15,3,24,26,72,69,0.6363636363636364,0.7272727272727273
6,70.0,2.33,3.64,2,0.5,2.13,155.0,70.0,2.64,1.92,2,0.7,2.91,155.0,21,5,1,14,8,1,26,30,69,69,0.7777777777777778,0.6086956521739131
10,75.0,2.34,3.56,2,1.2,0.58,170.0,71.0,2.83,2.47,2,0.4,2.04,170.0,30,13,0,31,15,0,25,24,74,69,0.6976744186046512,0.6739130434782609
7,75.0,3.13,3.59,2,3.3,0.41,185.0,72.0,2.8,4.96,1,0.0,0.25,185.0,12,4,0,12,4,0,32,37,75,72,0.75,0.75
5,74.0,2.65,3.28,2,0.3,0.12,205.0,75.0,5.76,3.63,2,0.7,0.65,185.0,12,6,0,7,6,0,29,23,73,74,0.6666666666666666,0.5384615384615384
10,75.0,1.36,2.32,2,1.6,1.31,170.0,74.0,2.84,2.74,2,1.5,1.8,170.0,16,8,0,27,14,1,32,34,73,72,0.6666666666666666,0.6428571428571429
7,76.0,2.58,2.65,2,1.2,3.55,185.0,74.0,3.07,1.13,4,1.0,0.0,185.0,18,10,0,7,5,1,26,0,74,74,0.6428571428571429,0.5384615384615384
6,73.0,4.14,2.35,2,0.8,0.0,155.0,71.0,2.98,3.09,2,0.4,1.18,145.0,12,6,0,28,17,0,26,23,72,69,0.6666666666666666,0.6222222222222222
10,70.0,2.36,2.62,2,0.2,3.08,170.0,71.0,1.5,1.39,4,2.0,2.67,170.0,17,7,0,33,6,0,29,32,68,71,0.7083333333333334,0.8461538461538461
7,75.0,1.86,3.92,2,0.0,0.44,185.0,76.0,2.99,2.84,2,1.9,1.55,185.0,7,4,0,15,8,0,28,32,75,73,0.6363636363636364,0.6521739130434783
1,74.0,2.83,1.59,4,0.6,1.02,185.0,75.0,2.07,4.1,4,0.7,1.31,185.0,26,14,0,29,7,0,32,35,72,73,0.65,0.8055555555555556
4,73.0,1.89,2.11,4,0.3,0.19,230.0,77.0,3.09,4.76,2,0.1,0.33,238.0,31,11,2,21,6,0,35,25,74,76,0.7045454545454546,0.7777777777777778
10,76.0,2.37,3.14,2,0.0,0.91,170.0,72.0,3.28,3.22,2,2.0,1.86,170.0,31,11,2,20,7,0,26,27,69,72,0.7045454545454546,0.7407407407407407
10,71.0,1.9,2.79,4,0.8,2.35,170.0,73.0,2.27,1.79,2,0.4,2.46,170.0,21,9,0,19,10,0,37,32,69,70,0.7,0.6551724137931034
6,68.0,2.3,3.71,2,0.9,1.87,145.0,71.0,2.85,1.78,2,2.4,1.53,155.0,15,6,0,22,12,0,25,35,66,66,0.7142857142857143,0.6470588235294118
6,74.0,3.88,3.0,2,1.8,0.6,145.0,70.0,2.3,2.92,2,0.8,1.31,155.0,21,11,0,25,11,0,25,23,73,69,0.65625,0.6944444444444444
7,76.0,2.26,3.29,2,0.4,3.55,205.0,72.0,4.56,5.13,4,0.7,1.42,185.0,19,4,1,10,6,0,27,31,73,72,0.7916666666666666,0.625
6,71.0,2.69,1.39,2,0.0,0.0,155.0,71.0,2.89,2.78,4,2.0,1.77,155.0,12,6,1,31,13,0,25,26,71,68,0.631578947368421,0.7045454545454546
6,68.0,3.09,3.47,2,1.3,3.59,155.0,71.0,3.38,2.19,2,1.6,2.49,155.0,30,10,2,15,7,0,25,27,68,68,0.7142857142857143,0.6818181818181818
10,71.0,1.63,3.3,2,1.8,3.67,170.0,71.0,2.17,3.8,4,0.9,2.53,170.0,18,5,0,19,9,0,25,25,69,69,0.782608695652174,0.6785714285714286
5,77.0,2.39,1.93,2,0.9,0.47,205.0,71.0,1.78,2.66,2,1.3,2.37,205.0,10,4,0,18,5,1,29,34,74,71,0.7142857142857143,0.75
5,76.0,4.26,2.25,2,0.2,0.87,205.0,74.0,1.62,1.9,2,0.1,3.25,205.0,28,13,0,26,7,0,30,38,72,72,0.6829268292682927,0.7878787878787878
6,70.0,3.28,3.57,4,0.7,1.89,170.0,70.0,2.83,2.5,2,0.4,2.02,155.0,29,12,0,11,10,0,25,28,68,69,0.7073170731707317,0.5238095238095238
5,76.0,2.68,3.63,2,0.8,2.17,205.0,74.0,1.57,2.59,4,0.4,1.21,185.0,26,11,1,24,8,0,28,31,73,73,0.6842105263157895,0.75
4,77.0,2.33,6.37,2,0.4,5.13,240.0,78.0,4.58,3.34,2,0.3,0.66,265.0,14,3,0,37,12,0,27,28,73,76,0.8235294117647058,0.7551020408163265
6,72.0,3.63,3.29,2,1.3,1.09,170.0,71.0,2.51,1.95,4,0.8,4.08,155.0,33,13,1,40,14,0,26,26,71,70,0.7021276595744681,0.7407407407407407
6,70.0,2.44,2.05,2,2.2,2.75,145.0,70.0,3.03,3.17,4,0.8,0.67,155.0,31,14,0,25,9,0,27,33,67,67,0.6888888888888889,0.7352941176470589
10,70.0,3.67,0.85,4,2.8,1.41,170.0,78.0,1.83,3.25,2,0.6,2.43,205.0,13,6,0,22,6,0,35,25,71,74,0.6842105263157895,0.7857142857142857
5,74.0,1.39,2.82,2,0.4,3.37,205.0,75.0,3.38,1.89,2,1.8,1.81,185.0,23,5,0,14,7,2,26,32,74,75,0.8214285714285714,0.6086956521739131
4,78.0,3.07,3.4,2,0.9,0.0,245.0,74.0,3.54,2.72,2,0.2,0.0,235.0,8,6,0,8,7,0,33,30,76,71,0.5714285714285714,0.5333333333333333
7,74.0,1.1,3.08,4,0.4,3.81,205.0,75.0,2.25,2.06,4,0.5,1.98,170.0,29,14,1,35,12,0,32,28,73,74,0.6590909090909091,0.7446808510638298
7,73.0,4.79,1.86,2,2.4,2.08,185.0,73.0,2.64,3.16,2,0.1,0.84,185.0,24,8,0,19,9,0,28,37,70,73,0.75,0.6785714285714286
5,76.0,3.81,2.97,2,0.0,2.64,205.0,74.0,3.14,3.27,2,0.0,0.65,205.0,11,6,0,11,5,0,27,27,76,74,0.6470588235294118,0.6875
4,75.0,6.03,3.6,2,1.0,3.12,265.0,84.0,4.0,3.13,2,1.7,0.58,265.0,7,4,0,33,12,0,0,21,75,83,0.6363636363636364,0.7333333333333333
5,75.0,1.53,2.85,2,0.5,2.78,205.0,76.0,2.81,3.03,2,0.2,0.7,230.0,19,11,0,12,7,0,46,32,73,75,0.6333333333333333,0.631578947368421
10,77.0,2.29,2.36,2,0.6,1.06,170.0,74.0,3.44,2.46,2,0.4,0.73,170.0,15,6,0,25,10,0,30,27,73,72,0.7142857142857143,0.7142857142857143
7,75.0,2.71,4.33,2,0.3,1.05,185.0,77.0,1.65,2.27,2,1.2,2.51,185.0,31,9,0,34,15,2,30,32,73,71,0.775,0.6666666666666666
10,75.0,2.03,1.82,2,3.8,1.27,170.0,75.0,2.58,3.75,2,1.6,1.64,170.0,7,4,0,24,16,0,31,28,73,72,0.6363636363636364,0.6
6,69.0,4.09,3.68,2,0.0,0.74,155.0,69.0,3.78,3.45,4,0.1,1.18,155.0,22,16,0,29,14,1,25,29,68,68,0.5789473684210527,0.6590909090909091
10,72.0,4.47,4.44,2,0.5,0.27,155.0,75.0,1.8,3.4,2,0.9,2.61,170.0,11,6,1,17,2,0,30,22,72,73,0.6111111111111112,0.8947368421052632
6,73.0,2.53,2.16,2,1.4,0.43,155.0,71.0,1.88,1.25,2,3.4,2.13,155.0,15,5,0,14,6,0,23,28,73,70,0.75,0.7
10,74.0,2.74,3.01,4,0.5,3.51,170.0,76.0,3.77,2.83,2,1.0,1.2,170.0,7,3,0,5,3,0,23,25,73,74,0.7,0.625
6,70.0,2.67,3.87,2,0.3,0.87,145.0,70.0,2.61,3.22,2,1.5,1.34,155.0,23,11,0,12,4,0,30,25,66,69,0.6764705882352942,0.75
5,75.0,3.93,5.15,2,0.0,1.57,185.0,79.0,3.44,4.02,2,0.4,1.56,205.0,13,6,0,18,6,0,27,22,75,77,0.6842105263157895,0.75
6,73.0,4.57,2.52,2,0.0,0.0,155.0,77.0,1.83,1.56,2,3.5,1.17,155.0,13,6,1,11,5,1,28,28,71,75,0.65,0.6470588235294118
5,74.0,2.88,2.59,2,0.6,2.47,205.0,77.0,2.81,4.38,2,0.7,1.05,205.0,17,11,1,19,7,0,34,30,75,75,0.5862068965517241,0.7307692307692307
10,73.0,2.27,1.79,2,0.4,2.46,170.0,78.0,1.83,3.25,2,0.6,2.43,205.0,19,10,0,22,6,0,32,25,70,74,0.6551724137931034,0.7857142857142857
10,71.0,1.78,1.19,4,2.0,3.19,155.0,73.0,1.99,1.71,2,1.2,1.42,170.0,15,4,0,15,8,0,29,28,69,71,0.7894736842105263,0.6521739130434783
5,75.0,2.27,2.39,4,0.8,0.67,205.0,77.0,5.0,4.79,4,0.3,0.56,185.0,23,9,0,12,5,0,33,28,74,74,0.71875,0.7058823529411765
10,72.0,3.93,2.77,2,0.5,1.46,170.0,74.0,3.55,4.71,2,0.3,0.57,170.0,14,15,0,7,5,0,33,29,69,70,0.4827586206896552,0.5833333333333334
10,77.0,3.58,3.23,2,1.3,0.2,170.0,70.0,2.79,2.72,4,1.4,1.6,170.0,22,13,2,20,9,0,26,36,74,70,0.5945945945945946,0.6896551724137931
7,73.0,2.33,2.68,2,1.8,6.51,185.0,79.0,2.4,2.31,2,1.7,0.49,185.0,12,3,0,13,10,0,27,27,73,78,0.8,0.5652173913043478
10,71.0,1.63,3.3,2,1.8,3.67,170.0,71.0,1.5,1.39,4,2.0,2.67,170.0,18,5,0,33,6,0,25,32,69,71,0.782608695652174,0.8461538461538461
6,73.0,1.85,1.29,2,1.5,2.34,155.0,70.0,1.9,1.91,4,0.5,1.95,155.0,14,9,1,26,15,5,31,34,70,67,0.5833333333333334,0.5652173913043478
6,71.0,2.52,2.61,2,1.6,2.32,155.0,71.0,3.7,2.01,2,1.4,0.0,155.0,14,6,0,21,12,0,32,29,70,70,0.7,0.6363636363636364
4,78.0,2.22,2.92,2,0.4,2.32,245.0,72.0,4.79,2.18,2,0.1,1.14,263.0,11,5,0,23,14,0,26,33,76,72,0.6875,0.6216216216216216
5,76.0,3.8,3.69,2,0.0,3.0,205.0,84.0,2.03,4.31,2,0.5,1.9,205.0,12,5,0,25,1,0,33,22,73,76,0.7058823529411765,0.9615384615384616
1,72.0,3.2,3.06,2,0.0,1.19,205.0,74.0,3.41,2.3,2,1.2,3.1,235.0,13,8,1,5,2,0,37,35,72,74,0.5909090909090909,0.7142857142857143
6,68.0,2.39,3.6,2,0.3,2.36,145.0,71.0,4.91,1.12,2,1.5,3.64,155.0,22,7,1,15,4,0,28,28,66,71,0.7333333333333333,0.7894736842105263
4,78.0,2.71,1.94,2,2.9,8.71,265.0,79.0,2.79,3.55,5,0.7,0.0,265.0,4,2,0,9,5,0,36,31,78,75,0.6666666666666666,0.6428571428571429
4,77.0,4.33,3.94,5,1.1,0.52,230.0,74.0,4.35,1.2,2,1.1,0.0,220.0,6,9,0,11,5,0,29,24,76,74,0.4,0.6875
4,74.0,2.07,3.43,2,0.0,0.0,265.0,72.0,1.18,2.46,2,0.0,1.32,240.0,11,2,0,7,1,0,22,29,74,72,0.8461538461538461,0.875
5,74.0,2.65,3.28,2,0.3,0.12,205.0,72.0,3.44,1.13,5,1.0,6.0,205.0,12,6,0,11,4,1,29,28,73,69,0.6666666666666666,0.6875
10,72.0,1.96,1.12,2,2.1,1.79,155.0,71.0,3.08,2.15,2,0.4,2.7,170.0,67,14,2,23,12,0,34,26,69,67,0.8072289156626506,0.6571428571428571
6,75.0,2.32,2.34,2,1.3,3.65,155.0,68.0,2.8,2.15,2,0.0,0.81,155.0,12,5,0,7,3,1,28,26,68,68,0.7058823529411765,0.6363636363636364
6,72.0,2.91,2.75,4,0.9,1.62,170.0,70.0,3.2,2.76,2,0.5,1.19,155.0,31,12,0,16,14,2,28,31,70,69,0.7209302325581395,0.5
4,79.0,3.84,2.18,4,2.0,2.02,264.0,82.0,1.28,3.33,2,0.2,2.3,240.0,18,11,0,29,9,2,30,34,75,76,0.6206896551724138,0.725
10,70.0,2.36,2.62,2,0.2,3.08,170.0,76.0,1.65,2.61,2,0.8,3.6,170.0,17,7,0,27,5,1,29,31,68,72,0.7083333333333334,0.8181818181818182
6,74.0,1.85,2.41,4,1.3,2.22,145.0,70.0,2.46,2.45,2,0.7,3.32,155.0,14,6,0,35,16,0,33,28,70,67,0.7,0.6862745098039216
4,77.0,3.83,3.29,2,0.4,0.19,245.0,84.0,4.0,3.13,2,1.7,0.58,265.0,29,14,0,33,12,0,35,21,74,83,0.6744186046511628,0.7333333333333333
1,73.0,3.1,2.7,2,0.9,0.44,185.0,76.0,4.06,3.02,2,2.2,0.9,185.0,17,7,0,12,8,0,25,31,74,73,0.7083333333333334,0.6
6,70.0,2.84,1.38,4,1.6,1.31,155.0,68.0,3.57,3.18,2,1.5,2.14,155.0,15,5,0,16,9,0,25,26,69,70,0.75,0.64
10,69.0,3.99,3.49,4,0.3,3.83,185.0,76.0,3.57,2.61,4,0.0,1.24,170.0,18,8,0,8,4,0,26,29,69,70,0.6923076923076923,0.6666666666666666
7,74.0,3.47,0.99,2,1.9,1.86,185.0,71.0,2.04,1.75,2,4.1,3.93,170.0,15,7,0,24,5,0,36,29,74,68,0.6818181818181818,0.8275862068965517
10,75.0,3.75,2.11,2,0.7,1.18,170.0,71.0,4.23,3.16,2,0.6,2.21,170.0,18,12,0,14,5,0,27,25,73,70,0.6,0.7368421052631579
10,74.0,4.3,2.74,2,0.8,0.28,170.0,72.0,3.21,3.95,2,0.6,1.63,155.0,9,5,0,21,5,0,29,25,70,70,0.6428571428571429,0.8076923076923077
5,75.0,2.42,2.14,2,0.0,2.98,205.0,74.0,2.55,3.92,2,0.7,1.03,205.0,24,8,1,16,3,0,31,28,72,74,0.7272727272727273,0.8421052631578947
10,76.0,3.51,2.24,2,4.1,0.55,170.0,76.0,2.37,3.14,2,0.0,0.91,170.0,12,7,0,31,11,2,24,27,73,69,0.631578947368421,0.7045454545454546
6,70.0,4.08,4.17,2,0.1,0.63,155.0,71.0,5.39,2.84,2,2.0,2.39,155.0,21,12,1,28,16,0,26,26,69,70,0.6176470588235294,0.6363636363636364
6,70.0,3.04,4.61,2,0.1,0.43,170.0,71.0,2.89,2.78,4,2.0,1.77,155.0,29,14,0,31,13,0,32,27,70,68,0.6744186046511628,0.7045454545454546
4,77.0,3.09,4.76,2,0.1,0.33,238.0,77.0,1.78,1.05,2,1.0,0.0,225.0,21,6,0,36,16,1,26,34,76,74,0.7777777777777778,0.6792452830188679
10,71.0,1.78,1.19,4,2.0,3.19,155.0,72.0,3.28,3.22,2,2.0,1.86,170.0,15,4,0,20,7,0,30,28,69,72,0.7894736842105263,0.7407407407407407
6,74.0,3.88,3.0,2,1.8,0.6,145.0,70.0,4.09,1.34,2,2.7,1.63,155.0,21,11,0,15,4,0,26,22,73,70,0.65625,0.7894736842105263
7,76.0,2.99,2.84,2,1.9,1.55,185.0,72.0,2.26,3.12,2,0.6,3.17,185.0,15,8,0,14,6,0,33,32,73,72,0.6521739130434783,0.7
10,71.0,2.83,2.47,2,0.4,2.04,170.0,74.0,2.84,2.74,2,1.5,1.8,170.0,31,15,0,27,14,1,25,35,69,72,0.6739130434782609,0.6428571428571429
6,69.0,1.71,1.04,2,2.0,1.67,155.0,71.0,3.38,2.19,2,1.6,2.49,155.0,32,12,2,15,7,0,31,28,69,68,0.6956521739130435,0.6818181818181818
6,70.0,2.64,1.92,2,0.7,2.91,155.0,76.0,3.78,4.62,4,1.4,1.19,170.0,14,8,1,21,12,0,31,25,69,72,0.6086956521739131,0.6363636363636364
6,70.0,2.3,2.92,2,0.8,1.31,155.0,70.0,3.54,5.35,4,1.0,1.83,155.0,25,11,0,18,8,1,24,29,69,70,0.6944444444444444,0.6666666666666666
7,73.0,2.53,3.6,2,0.5,3.78,170.0,74.0,2.41,2.5,4,1.4,2.46,205.0,11,4,0,10,6,0,36,27,72,72,0.7333333333333333,0.625
10,73.0,3.59,4.55,2,0.7,0.93,170.0,74.0,3.55,4.71,2,0.3,0.57,170.0,18,13,1,7,5,0,33,30,70,70,0.5625,0.5833333333333334
7,74.0,2.87,2.87,4,0.8,1.14,185.0,74.0,3.07,1.13,4,1.0,0.0,185.0,22,11,0,7,5,1,30,0,71,74,0.6666666666666666,0.5384615384615384
10,72.0,3.2,2.69,2,0.3,1.22,170.0,71.0,2.17,3.8,4,0.9,2.53,170.0,15,3,0,19,9,0,28,26,69,69,0.8333333333333334,0.6785714285714286
6,68.0,2.31,2.0,2,1.5,3.83,145.0,68.0,3.09,3.47,2,1.3,3.59,155.0,24,7,1,30,10,2,26,26,67,68,0.75,0.7142857142857143
10,74.0,0.79,2.75,2,1.2,1.87,170.0,76.0,2.8,3.75,2,0.4,1.77,170.0,12,5,1,18,4,0,36,21,72,72,0.6666666666666666,0.8181818181818182
6,70.0,3.28,3.57,4,0.7,1.89,170.0,71.0,3.45,1.99,2,0.0,0.65,155.0,29,12,0,15,8,0,26,28,68,69,0.7073170731707317,0.6521739130434783
7,74.0,1.68,1.68,4,0.5,2.85,185.0,77.0,1.58,1.41,4,0.0,2.96,185.0,8,2,0,19,4,0,25,31,73,71,0.8,0.8260869565217391
7,72.0,2.32,2.11,4,0.5,3.71,185.0,75.0,4.06,2.11,4,1.2,1.79,185.0,10,4,0,15,5,0,29,26,72,74,0.7142857142857143,0.75
5,75.0,2.62,1.88,2,0.8,3.89,205.0,75.0,1.53,2.85,2,0.5,2.78,205.0,16,10,0,19,11,0,46,47,73,73,0.6153846153846154,0.6333333333333333
7,74.0,1.1,3.08,4,0.4,3.81,205.0,74.0,2.32,2.71,2,0.8,1.87,185.0,29,14,1,38,19,2,33,31,73,72,0.6590909090909091,0.6440677966101694
10,77.0,2.29,2.36,2,0.6,1.06,170.0,73.0,1.99,1.71,2,1.2,1.42,170.0,15,6,0,15,8,0,31,29,73,71,0.7142857142857143,0.6521739130434783
7,72.0,2.01,1.82,4,1.0,2.49,170.0,74.0,3.06,2.03,2,1.8,1.67,185.0,28,9,0,14,8,0,33,29,73,73,0.7567567567567568,0.6363636363636364
10,71.0,1.9,2.79,4,0.8,2.35,170.0,68.0,2.64,1.98,2,0.9,2.05,170.0,21,9,0,11,7,0,38,36,69,66,0.7,0.6111111111111112
6,70.0,3.44,3.39,2,0.6,1.2,155.0,73.0,4.14,2.35,2,0.8,0.0,155.0,22,12,1,12,6,0,30,27,68,72,0.6285714285714286,0.6666666666666666
6,67.0,1.93,0.87,2,0.5,4.0,155.0,68.0,1.85,2.96,2,0.2,1.3,155.0,22,4,0,48,15,3,35,27,67,69,0.8461538461538461,0.7272727272727273
6,70.0,2.83,2.5,2,0.4,2.02,155.0,72.0,2.48,1.79,2,0.7,0.99,145.0,11,10,0,12,8,1,29,26,69,69,0.5238095238095238,0.5714285714285714
5,74.0,2.65,3.28,2,0.3,0.12,205.0,79.0,1.33,2.85,2,0.6,2.99,205.0,12,6,0,13,3,0,30,26,73,74,0.6666666666666666,0.8125
4,76.0,3.17,1.35,2,0.6,1.19,258.0,76.0,4.14,2.79,2,0.9,1.72,260.0,21,4,0,13,5,0,35,27,74,76,0.84,0.7222222222222222
4,76.0,3.38,2.3,2,0.0,2.3,242.0,75.0,5.27,4.92,2,0.0,0.48,185.0,5,1,0,15,9,0,32,29,76,73,0.8333333333333334,0.625
4,77.0,2.33,6.37,2,0.4,5.13,240.0,77.0,2.4,1.95,2,2.4,1.3,240.0,14,3,0,34,10,1,28,34,73,75,0.8235294117647058,0.7555555555555555
7,75.0,2.71,4.33,2,0.3,1.05,185.0,74.0,2.19,2.79,2,0.6,0.97,205.0,31,9,0,35,12,1,31,34,73,71,0.775,0.7291666666666666
6,71.0,2.52,2.61,2,1.6,2.32,155.0,70.0,2.44,2.05,2,2.2,2.75,145.0,14,6,0,31,14,0,33,28,70,67,0.7,0.6888888888888889
5,76.0,2.98,3.25,2,0.7,1.18,185.0,74.0,1.39,2.82,2,0.4,3.37,205.0,17,10,2,23,5,0,35,27,74,74,0.5862068965517241,0.8214285714285714
4,73.0,1.89,2.11,4,0.3,0.19,230.0,75.0,3.77,2.27,2,1.1,2.03,205.0,31,11,2,15,10,0,36,38,74,75,0.7045454545454546,0.6
5,78.0,3.01,2.76,2,1.0,1.32,205.0,77.0,3.13,3.37,1,1.0,0.52,205.0,17,8,0,26,12,1,33,33,76,73,0.68,0.6666666666666666
10,68.0,3.03,3.76,2,2.4,0.7,170.0,71.0,1.63,3.3,2,1.8,3.67,170.0,31,18,5,18,5,0,36,26,71,69,0.5740740740740741,0.782608695652174
7,81.0,2.69,1.69,4,1.1,1.69,205.0,76.0,2.58,2.65,2,1.2,3.55,185.0,9,3,0,18,10,0,26,27,75,74,0.75,0.6428571428571429
5,75.0,2.99,4.04,2,0.2,2.75,185.0,76.0,4.26,2.25,2,0.2,0.87,205.0,18,9,0,28,13,0,29,31,74,72,0.6666666666666666,0.6829268292682927
5,76.0,2.81,3.03,2,0.2,0.7,230.0,84.0,2.03,4.31,2,0.5,1.9,205.0,12,7,0,25,1,0,33,23,75,76,0.631578947368421,0.9615384615384616
4,77.0,3.09,4.76,2,0.1,0.33,238.0,76.0,2.94,2.12,2,1.1,2.8,242.0,21,6,0,17,11,0,26,31,76,74,0.7777777777777778,0.6071428571428571
4,77.0,3.83,3.29,2,0.4,0.19,245.0,82.0,1.28,3.33,2,0.2,2.3,240.0,29,14,0,29,9,2,36,35,74,76,0.6744186046511628,0.725
7,72.0,2.8,3.96,2,0.0,2.18,185.0,75.0,3.86,2.03,2,0.5,0.0,205.0,19,11,0,15,9,0,29,32,72,74,0.6333333333333333,0.625
6,71.0,1.88,1.25,2,3.4,2.13,155.0,70.0,2.46,2.45,2,0.7,3.32,155.0,14,6,0,35,16,0,29,29,70,67,0.7,0.6862745098039216
5,74.0,1.62,1.9,2,0.1,3.25,205.0,77.0,2.39,1.93,2,0.9,0.47,205.0,26,7,0,10,4,0,39,30,72,74,0.7878787878787878,0.7142857142857143
6,70.0,3.04,4.61,2,0.1,0.43,170.0,71.0,2.8,3.27,2,1.3,2.52,145.0,29,14,0,25,8,0,32,26,70,70,0.6744186046511628,0.7575757575757576
10,71.0,3.08,2.15,2,0.4,2.7,170.0,74.0,2.27,0.73,4,2.5,2.46,170.0,23,12,0,12,4,0,27,30,67,70,0.6571428571428571,0.75
4,75.0,6.03,3.6,2,1.0,3.12,265.0,78.0,2.22,2.92,2,0.4,2.32,245.0,7,4,0,11,5,0,0,27,75,76,0.6363636363636364,0.6875
10,70.0,2.36,2.62,2,0.2,3.08,170.0,72.0,1.87,0.97,2,0.5,0.0,170.0,17,7,0,17,4,0,30,35,68,72,0.7083333333333334,0.8095238095238095
5,75.0,3.38,1.89,2,1.8,1.81,185.0,71.0,1.78,2.66,2,1.3,2.37,205.0,14,7,2,18,5,1,33,35,75,71,0.6086956521739131,0.75
10,76.0,1.4,3.78,2,1.1,4.16,185.0,74.0,3.44,2.46,2,0.4,0.73,170.0,26,2,0,25,10,0,29,28,71,72,0.9285714285714286,0.7142857142857143
4,79.0,3.84,2.18,4,2.0,2.02,264.0,80.0,3.53,4.38,2,0.0,1.42,265.0,18,11,0,12,2,0,31,35,75,74,0.6206896551724138,0.8571428571428571
6,70.0,1.94,2.45,2,0.8,2.9,155.0,73.0,1.85,1.29,2,1.5,2.34,155.0,16,6,0,14,9,1,31,32,68,70,0.7272727272727273,0.5833333333333334
10,77.0,3.58,3.23,2,1.3,0.2,170.0,76.0,1.65,2.61,2,0.8,3.6,170.0,22,13,2,27,5,1,27,32,74,72,0.5945945945945946,0.8181818181818182
6,71.0,2.89,2.78,4,2.0,1.77,155.0,75.0,2.32,2.34,2,1.3,3.65,155.0,31,13,0,12,5,0,27,29,68,68,0.7045454545454546,0.7058823529411765
10,71.0,10.27,1.98,2,0.0,0.0,170.0,76.0,3.78,4.62,4,1.4,1.19,170.0,16,6,0,21,12,0,28,25,72,72,0.7272727272727273,0.6363636363636364
10,74.0,1.2,2.02,2,1.2,3.74,170.0,75.0,2.58,3.75,2,1.6,1.64,170.0,13,5,0,24,16,0,34,29,72,72,0.7222222222222222,0.6
7,76.0,2.26,3.29,2,0.4,3.55,205.0,71.0,2.04,1.75,2,4.1,3.93,170.0,19,4,1,24,5,0,28,30,73,68,0.7916666666666666,0.8275862068965517
5,75.0,3.93,5.15,2,0.0,1.57,185.0,72.0,3.44,1.13,5,1.0,6.0,205.0,13,6,0,11,4,1,28,29,75,69,0.6842105263157895,0.6875
