weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_sub_avg,f1_td_avg,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_sub_avg,f2_td_avg,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,f1_win_rate,f2_win_rate
10,75.0,2.58,3.75,2,1.6,1.64,170.0,72.0,4.17,2.01,2,2.2,5.59,170.0,24,16,0,12,7,0,27,24,72,72,0.6,0.631578947368421
10,70.0,3.67,0.85,4,2.8,1.41,170.0,73.0,2.27,1.79,2,0.4,2.46,170.0,13,6,0,19,10,0,34,31,71,70,0.6842105263157895,0.6551724137931034
10,77.0,2.29,2.36,2,0.6,1.06,170.0,73.0,2.0,1.61,2,0.6,4.17,170.0,15,6,0,23,12,0,29,29,73,72,0.7142857142857143,0.6571428571428571
5,74.0,3.14,3.27,2,0.0,0.65,205.0,75.0,5.76,3.63,2,0.7,0.65,185.0,11,5,0,7,6,0,26,22,74,74,0.6875,0.5384615384615384
7,75.0,3.13,3.59,2,3.3,0.41,185.0,74.0,4.11,1.81,2,2.1,0.0,185.0,12,4,0,9,1,0,31,28,75,74,0.75,0.9
6,68.0,3.57,3.18,2,1.5,2.14,155.0,71.0,2.89,2.78,4,2.0,1.77,155.0,16,9,0,31,13,0,25,25,70,68,0.64,0.7045454545454546
10,70.0,2.21,2.23,2,0.9,3.76,170.0,73.0,2.17,1.69,2,0.9,0.9,170.0,22,11,0,14,6,0,27,28,68,73,0.6666666666666666,0.7
10,72.0,0.84,3.29,2,0.0,1.15,170.0,70.0,3.38,0.96,2,0.4,1.94,170.0,12,4,0,14,5,0,26,27,72,70,0.75,0.7368421052631579
10,77.0,3.58,3.23,2,1.3,0.2,170.0,69.0,10.91,0.47,2,0.0,0.0,170.0,22,13,2,7,5,0,25,33,74,69,0.5945945945945946,0.5833333333333334
6,80.0,1.61,3.57,2,0.0,3.02,155.0,69.0,1.55,1.14,2,2.5,1.22,155.0,4,4,0,6,3,0,30,29,76,70,0.5,0.6666666666666666
4,73.0,2.02,1.58,2,0.0,1.28,225.0,74.0,3.3,3.45,2,0.0,1.13,230.0,10,5,2,13,5,0,32,26,73,74,0.5882352941176471,0.7222222222222222
6,72.0,2.48,1.79,2,0.7,0.99,145.0,70.0,2.3,2.92,2,0.8,1.31,155.0,12,8,1,25,11,0,24,22,69,69,0.5714285714285714,0.6944444444444444
5,74.0,1.39,2.82,2,0.4,3.37,205.0,79.0,3.97,2.14,2,0.8,1.55,205.0,23,5,0,11,7,0,25,24,74,75,0.8214285714285714,0.6111111111111112
10,74.0,4.3,2.74,2,0.8,0.28,170.0,78.0,1.83,3.25,2,0.6,2.43,205.0,9,5,0,22,6,0,28,24,70,74,0.6428571428571429,0.7857142857142857
7,76.0,4.06,3.02,2,2.2,0.9,185.0,80.0,2.7,1.55,2,2.0,1.43,185.0,12,8,0,26,16,0,30,33,73,75,0.6,0.6190476190476191
6,67.0,4.32,2.88,2,0.7,4.88,155.0,69.0,1.76,3.76,2,3.5,3.53,155.0,3,4,0,4,5,0,29,24,67,69,0.42857142857142855,0.4444444444444444
5,77.0,3.13,3.37,1,1.0,0.52,205.0,75.0,2.25,0.83,2,0.0,1.78,205.0,26,12,1,6,5,0,31,24,73,75,0.6666666666666666,0.5454545454545454
5,72.0,5.52,0.69,4,0.0,0.0,205.0,77.0,2.39,1.93,2,0.9,0.47,205.0,1,2,0,10,4,0,31,28,72,74,0.3333333333333333,0.7142857142857143
5,74.0,2.41,2.5,4,1.4,2.46,205.0,76.0,3.81,2.97,2,0.0,2.64,205.0,10,6,0,11,6,0,25,26,72,76,0.625,0.6470588235294118
6,72.0,2.47,3.43,2,0.1,1.05,135.0,70.0,2.84,1.38,4,1.6,1.31,155.0,15,13,1,15,5,0,27,24,73,69,0.5172413793103449,0.75
6,77.0,1.83,1.56,2,3.5,1.17,155.0,70.0,2.05,0.14,2,2.0,0.0,155.0,11,5,1,2,2,0,27,27,75,70,0.6470588235294118,0.5
5,75.0,2.07,4.1,4,0.7,1.31,185.0,74.0,2.7,2.44,2,0.3,1.52,185.0,29,7,0,32,15,0,35,39,73,71,0.8055555555555556,0.6808510638297872
5,76.0,2.68,3.63,2,0.8,2.17,205.0,75.0,2.62,1.88,2,0.8,3.89,205.0,26,11,1,16,10,0,28,45,73,73,0.6842105263157895,0.6153846153846154
7,74.0,1.99,1.19,2,1.1,1.83,185.0,71.0,2.04,1.75,2,4.1,3.93,170.0,88,21,5,24,5,0,34,29,73,68,0.7719298245614035,0.8275862068965517
7,73.0,3.1,2.7,2,0.9,0.44,185.0,77.0,1.65,2.27,2,1.2,2.51,185.0,17,7,0,34,15,2,25,32,74,71,0.7083333333333334,0.6666666666666666
10,68.0,3.03,3.76,2,2.4,0.7,170.0,70.0,2.79,2.72,4,1.4,1.6,170.0,31,18,5,20,9,0,35,36,71,70,0.5740740740740741,0.6896551724137931
10,75.0,1.8,3.4,2,0.9,2.61,170.0,71.0,3.91,0.0,2,0.0,0.0,170.0,17,2,0,5,3,0,22,0,73,71,0.8947368421052632,0.625
10,69.0,4.05,0.98,4,0.0,1.84,170.0,72.0,3.28,3.22,2,2.0,1.86,170.0,18,8,0,20,7,0,33,27,69,72,0.6923076923076923,0.7407407407407407
5,75.0,3.38,1.89,2,1.8,1.81,185.0,77.0,6.85,1.34,4,0.0,2.51,205.0,14,7,2,17,10,0,32,28,75,75,0.6086956521739131,0.6296296296296297
5,72.0,5.33,0.86,2,0.0,0.0,205.0,76.0,2.26,3.29,2,0.4,3.55,205.0,12,4,0,19,4,1,0,27,72,73,0.75,0.7916666666666666
6,70.0,2.67,3.87,2,0.3,0.87,145.0,72.0,2.5,3.79,2,0.0,0.45,155.0,23,11,0,9,7,0,30,26,66,69,0.6764705882352942,0.5625
5,77.0,2.81,4.38,2,0.7,1.05,205.0,75.0,2.42,2.14,2,0.0,2.98,205.0,19,7,0,24,8,1,29,29,75,72,0.7307692307692307,0.7272727272727273
4,79.0,3.84,2.18,4,2.0,2.02,264.0,77.0,2.4,1.95,2,2.4,1.3,240.0,18,11,0,34,10,1,29,32,75,75,0.6206896551724138,0.7555555555555555
7,73.0,3.59,2.08,4,1.4,2.74,185.0,76.0,2.58,2.65,2,1.2,3.55,185.0,13,6,0,18,10,0,26,25,74,74,0.6842105263157895,0.6428571428571429
5,73.0,2.51,3.25,2,0.1,1.52,205.0,74.0,2.19,2.79,2,0.6,0.97,205.0,36,11,0,35,12,1,30,32,73,71,0.7659574468085106,0.7291666666666666
4,77.0,3.61,1.36,2,0.0,0.0,245.0,82.0,1.28,3.33,2,0.2,2.3,240.0,6,6,0,29,9,2,35,33,74,76,0.5,0.725
7,75.0,2.25,2.06,4,0.5,1.98,170.0,75.0,1.89,1.26,2,1.1,1.58,185.0,35,12,0,11,7,0,27,32,74,73,0.7446808510638298,0.6111111111111112
4,72.0,6.43,1.82,2,0.0,6.29,260.0,78.0,3.07,3.4,2,0.9,0.0,245.0,10,4,0,8,6,0,31,32,72,76,0.7142857142857143,0.5714285714285714
5,76.0,3.8,3.69,2,0.0,3.0,205.0,72.0,3.5,2.87,2,0.0,0.67,205.0,12,5,0,7,3,0,32,35,73,72,0.7058823529411765,0.7
10,70.0,2.25,2.57,2,0.3,0.61,170.0,73.0,3.59,4.55,2,0.7,0.93,170.0,20,12,0,18,13,1,32,31,69,70,0.625,0.5625
4,74.0,3.54,2.72,2,0.2,0.0,235.0,75.0,3.86,0.27,2,4.0,0.0,250.0,8,7,0,11,4,0,29,34,71,75,0.5333333333333333,0.7333333333333333
10,70.0,3.2,2.76,2,0.5,1.19,155.0,76.0,1.4,3.78,2,1.1,4.16,185.0,16,14,2,26,2,0,31,28,69,71,0.5,0.9285714285714286
5,74.0,1.57,2.59,4,0.4,1.21,185.0,74.0,2.55,3.92,2,0.7,1.03,205.0,24,8,0,16,3,0,31,27,73,74,0.75,0.8421052631578947
5,78.0,3.01,2.76,2,1.0,1.32,205.0,84.0,2.03,4.31,2,0.5,1.9,205.0,17,8,0,25,1,0,32,22,76,76,0.68,0.9615384615384616
10,72.0,2.19,2.49,2,1.0,5.27,170.0,76.0,1.89,2.12,4,0.6,2.93,170.0,19,8,0,22,4,1,27,28,70,74,0.7037037037037037,0.8148148148148148
6,76.0,3.78,4.62,4,1.4,1.19,170.0,70.0,2.46,2.45,2,0.7,3.32,155.0,21,12,0,35,16,0,24,28,72,67,0.6363636363636364,0.6862745098039216
10,76.0,1.65,2.61,2,0.8,3.6,170.0,68.0,2.67,2.18,5,0.5,1.01,170.0,27,5,1,32,16,7,31,35,72,67,0.8181818181818182,0.5818181818181818
6,67.0,2.83,2.13,2,0.7,3.26,135.0,68.0,2.31,2.0,2,1.5,3.83,145.0,18,11,0,24,7,1,28,25,65,67,0.6206896551724138,0.75
10,71.0,3.08,2.15,2,0.4,2.7,170.0,75.0,1.36,2.32,2,1.6,1.31,170.0,23,12,0,16,8,0,26,32,67,73,0.6571428571428571,0.6666666666666666
5,77.0,3.04,3.12,2,1.2,1.22,234.0,76.0,1.92,1.31,2,0.2,6.39,205.0,8,5,0,13,4,0,34,25,74,75,0.6153846153846154,0.7647058823529411
10,74.0,2.1,0.97,2,0.5,0.0,170.0,72.0,2.01,1.62,2,5.3,2.12,170.0,7,3,0,3,3,0,24,27,74,70,0.7,0.5
6,71.0,2.98,3.09,2,0.4,1.18,145.0,71.0,5.39,2.84,2,2.0,2.39,155.0,28,17,0,28,16,0,23,25,69,70,0.6222222222222222,0.6363636363636364
4,77.0,2.33,6.37,2,0.4,5.13,240.0,72.0,6.06,1.51,2,1.0,0.0,245.0,14,3,0,9,3,0,27,29,73,72,0.8235294117647058,0.75
6,70.0,3.44,3.39,2,0.6,1.2,155.0,72.0,3.63,3.29,2,1.3,1.09,170.0,22,12,1,33,13,1,29,26,68,71,0.6285714285714286,0.7021276595744681
10,78.0,1.83,3.25,2,0.6,2.43,205.0,70.0,2.21,2.23,2,0.9,3.76,170.0,22,6,0,22,11,0,25,28,74,68,0.7857142857142857,0.6666666666666666
6,70.0,2.83,2.5,2,0.4,2.02,155.0,70.0,1.94,2.45,2,0.8,2.9,155.0,11,10,0,16,6,0,28,30,69,68,0.5238095238095238,0.7272727272727273
7,74.0,3.06,2.03,2,1.8,1.67,185.0,73.0,2.33,2.68,2,1.8,6.51,185.0,14,8,0,12,3,0,28,27,73,73,0.6363636363636364,0.8
6,70.0,2.69,4.09,2,0.5,2.19,145.0,71.0,4.91,1.12,2,1.5,3.64,155.0,15,5,0,15,4,0,28,28,68,71,0.75,0.7894736842105263
6,71.0,2.51,1.95,4,0.8,4.08,155.0,72.0,2.29,1.43,4,1.1,1.72,155.0,40,14,0,40,20,1,26,33,70,69,0.7407407407407407,0.6557377049180327
7,73.0,3.36,0.32,2,0.0,2.4,185.0,72.0,2.32,2.11,4,0.5,3.71,185.0,11,4,0,10,4,0,29,28,73,72,0.7333333333333333,0.7142857142857143
10,74.0,2.74,3.01,4,0.5,3.51,170.0,70.0,3.38,0.96,2,0.4,1.94,170.0,7,3,0,14,5,0,23,28,73,70,0.7,0.7368421052631579
6,70.0,2.44,2.05,2,2.2,2.75,145.0,72.0,2.91,2.75,4,0.9,1.62,170.0,31,14,0,31,12,0,27,28,67,70,0.6888888888888889,0.7209302325581395
10,74.0,3.44,2.46,2,0.4,0.73,170.0,71.0,10.27,1.98,2,0.0,0.0,170.0,25,10,0,16,6,0,27,27,72,72,0.7142857142857143,0.7272727272727273
7,76.0,4.06,3.02,2,2.2,0.9,185.0,74.0,2.32,2.71,2,0.8,1.87,185.0,12,8,0,38,19,2,31,30,73,72,0.6,0.6440677966101694
7,72.0,2.01,1.82,4,1.0,2.49,170.0,74.0,1.1,3.08,4,0.4,3.81,205.0,28,9,0,29,14,1,32,32,73,73,0.7567567567567568,0.6590909090909091
10,73.0,2.27,1.79,2,0.4,2.46,170.0,73.0,1.99,1.71,2,1.2,1.42,170.0,19,10,0,15,8,0,32,28,70,71,0.6551724137931034,0.6521739130434783
6,73.0,2.53,2.16,2,1.4,0.43,155.0,71.0,3.68,0.0,2,0.0,5.81,155.0,15,5,0,19,6,0,23,0,73,71,0.75,0.76
4,84.0,4.0,3.13,2,1.7,0.58,265.0,77.0,3.09,4.76,2,0.1,0.33,238.0,33,12,0,21,6,0,21,25,83,76,0.7333333333333333,0.7777777777777778
6,70.0,3.54,5.35,4,1.0,1.83,155.0,72.0,2.38,2.07,2,3.6,2.07,155.0,18,8,1,14,5,1,28,0,70,70,0.6666666666666666,0.7
4,78.0,0.0,0.0,2,14.3,0.0,265.0,72.0,4.62,0.51,2,5.1,0.0,235.0,11,5,1,19,4,0,38,30,78,72,0.6470588235294118,0.8260869565217391
10,70.0,2.61,3.22,2,1.5,1.34,155.0,69.0,4.71,3.52,2,0.0,3.1,170.0,12,4,0,3,2,0,25,29,69,69,0.75,0.6
5,76.0,2.98,3.25,2,0.7,1.18,185.0,73.0,2.51,3.25,2,0.1,1.52,205.0,17,10,2,36,11,0,34,31,74,73,0.5862068965517241,0.7659574468085106
4,80.0,3.53,4.38,2,0.0,1.42,265.0,76.0,2.94,2.12,2,1.1,2.8,242.0,12,2,0,17,11,0,34,30,74,74,0.8571428571428571,0.6071428571428571
10,75.0,3.65,2.6,2,0.9,0.91,170.0,75.0,2.58,3.75,2,1.6,1.64,170.0,9,5,0,24,16,0,27,28,71,72,0.6428571428571429,0.6
5,76.0,3.8,3.69,2,0.0,3.0,205.0,72.0,2.26,3.12,2,0.6,3.17,185.0,12,5,0,14,6,0,33,31,73,72,0.7058823529411765,0.7
6,71.0,2.89,2.78,4,2.0,1.77,155.0,70.0,2.64,1.92,2,0.7,2.91,155.0,31,13,0,14,8,1,26,30,68,69,0.7045454545454546,0.6086956521739131
10,78.0,1.6,2.07,5,2.5,2.28,185.0,72.0,3.35,0.0,2,0.0,0.0,170.0,14,5,0,5,3,0,23,0,76,72,0.7368421052631579,0.625
7,72.0,3.46,3.61,2,0.0,1.13,185.0,79.0,2.4,2.31,2,1.7,0.49,185.0,19,12,0,13,10,0,28,27,72,78,0.6129032258064516,0.5652173913043478
5,71.0,1.78,2.66,2,1.3,2.37,205.0,74.0,2.9,2.93,2,0.8,1.45,185.0,18,5,1,21,13,0,34,28,71,72,0.75,0.6176470588235294
5,72.0,5.53,1.65,2,0.0,0.0,205.0,76.0,2.81,3.03,2,0.2,0.7,230.0,12,4,0,12,7,0,0,32,72,75,0.75,0.631578947368421
6,70.0,2.84,1.38,4,1.6,1.31,155.0,69.0,3.78,3.45,4,0.1,1.18,155.0,15,5,0,29,14,1,25,29,69,68,0.75,0.6590909090909091
10,75.0,2.34,3.56,2,1.2,0.58,170.0,72.0,3.28,3.22,2,2.0,1.86,170.0,30,13,0,20,7,0,25,27,74,72,0.6976744186046512,0.7407407407407407
5,74.0,1.39,2.82,2,0.4,3.37,205.0,73.0,2.04,0.84,2,0.9,3.21,205.0,23,5,0,14,5,0,26,28,74,72,0.8214285714285714,0.7368421052631579
6,70.0,3.28,3.57,4,0.7,1.89,170.0,68.0,2.3,3.71,2,0.9,1.87,145.0,29,12,0,15,6,0,25,25,68,66,0.7073170731707317,0.7142857142857143
6,74.0,3.88,3.0,2,1.8,0.6,145.0,69.0,1.76,3.76,2,3.5,3.53,155.0,21,11,0,4,5,0,25,25,73,69,0.65625,0.4444444444444444
6,71.0,2.98,3.09,2,0.4,1.18,145.0,71.0,2.51,1.95,4,0.8,4.08,155.0,28,17,0,40,14,0,23,26,69,70,0.6222222222222222,0.7407407407407407
7,74.0,1.2,2.02,2,1.2,3.74,170.0,73.0,2.16,1.11,2,2.7,0.33,185.0,13,5,0,26,19,1,33,31,72,73,0.7222222222222222,0.5652173913043478
10,72.0,6.45,0.0,2,0.0,0.0,170.0,71.0,1.5,1.39,4,2.0,2.67,170.0,22,6,0,33,6,0,0,32,72,71,0.7857142857142857,0.8461538461538461
7,75.0,3.13,3.59,2,3.3,0.41,185.0,72.0,2.32,2.11,4,0.5,3.71,185.0,12,4,0,10,4,0,32,28,75,72,0.75,0.7142857142857143
7,74.0,2.9,3.15,2,1.3,0.63,185.0,73.0,2.64,3.16,2,0.1,0.84,185.0,9,3,0,19,9,0,28,37,74,73,0.75,0.6785714285714286
7,73.0,4.79,1.86,2,2.4,2.08,185.0,72.0,5.71,1.43,2,0.0,1.07,185.0,24,8,0,11,5,0,28,0,70,72,0.75,0.6875
7,74.0,2.96,1.37,2,2.1,0.0,185.0,73.0,2.53,3.6,2,0.5,3.78,170.0,13,8,0,11,4,0,27,35,72,72,0.6190476190476191,0.7333333333333333
7,77.0,1.98,3.04,4,0.8,0.52,185.0,78.0,2.99,2.13,2,1.1,2.1,185.0,34,10,0,28,9,0,34,28,74,73,0.7727272727272727,0.7567567567567568
6,68.0,3.57,3.18,2,1.5,2.14,155.0,70.0,4.08,4.17,2,0.1,0.63,155.0,16,9,0,21,12,1,26,25,70,69,0.64,0.6176470588235294
5,76.0,2.68,3.63,2,0.8,2.17,205.0,76.0,2.71,2.97,2,0.0,0.44,205.0,26,11,1,21,8,0,28,40,73,74,0.6842105263157895,0.7241379310344828
5,74.0,2.65,3.28,2,0.3,0.12,205.0,77.0,3.13,3.37,1,1.0,0.52,205.0,12,6,0,26,12,1,29,32,73,73,0.6666666666666666,0.6666666666666666
4,82.0,1.28,3.33,2,0.2,2.3,240.0,78.0,3.07,3.4,2,0.9,0.0,245.0,29,9,2,8,6,0,34,33,76,76,0.725,0.5714285714285714
5,75.0,5.76,3.63,2,0.7,0.65,185.0,77.0,5.0,4.79,4,0.3,0.56,185.0,7,6,0,12,5,0,23,28,74,74,0.5384615384615384,0.7058823529411765
7,77.0,1.65,2.27,2,1.2,2.51,185.0,73.0,2.5,1.47,1,0.0,0.0,185.0,34,15,2,21,16,0,32,27,71,73,0.6666666666666666,0.5675675675675675
7,80.0,2.7,1.55,2,2.0,1.43,185.0,72.0,2.8,4.96,1,0.0,0.25,185.0,26,16,0,12,4,0,34,37,75,72,0.6190476190476191,0.75
7,77.0,3.13,3.33,2,1.2,2.2,205.0,76.0,3.64,1.59,2,0.1,0.43,185.0,26,14,0,20,10,0,29,30,73,72,0.65,0.6666666666666666
6,71.0,1.64,1.11,2,0.0,2.65,155.0,75.0,2.32,2.34,2,1.3,3.65,155.0,16,9,0,12,5,0,30,28,70,68,0.64,0.7058823529411765
10,72.0,3.21,3.95,2,0.6,1.63,155.0,70.0,2.25,2.57,2,0.3,0.61,170.0,21,5,0,20,12,0,25,33,70,69,0.8076923076923077,0.625
5,79.0,3.97,2.14,2,0.8,1.55,205.0,77.0,2.39,1.93,2,0.9,0.47,205.0,11,7,0,10,4,0,25,29,75,74,0.6111111111111112,0.7142857142857143
5,74.0,1.57,2.59,4,0.4,1.21,185.0,75.0,2.42,2.14,2,0.0,2.98,205.0,24,8,0,24,8,1,31,30,73,72,0.75,0.7272727272727273
10,68.0,2.64,1.98,2,0.9,2.05,170.0,73.0,1.36,2.14,5,1.2,2.95,170.0,11,7,0,45,9,0,35,36,66,69,0.6111111111111112,0.8333333333333334
7,72.0,4.56,5.13,4,0.7,1.42,185.0,73.0,2.5,1.47,1,0.0,0.0,185.0,10,6,0,21,16,0,31,27,72,73,0.625,0.5675675675675675
7,74.0,3.06,2.03,2,1.8,1.67,185.0,74.0,1.1,3.08,4,0.4,3.81,205.0,14,8,0,29,14,1,28,32,73,73,0.6363636363636364,0.6590909090909091
6,68.0,2.39,3.6,2,0.3,2.36,145.0,67.0,2.71,2.17,2,0.4,4.09,155.0,22,7,1,36,4,1,28,36,66,66,0.7333333333333333,0.8780487804878049
10,74.0,2.84,2.74,2,1.5,1.8,170.0,71.0,1.5,1.39,4,2.0,2.67,170.0,27,14,1,33,6,0,34,32,72,71,0.6428571428571429,0.8461538461538461
4,76.0,4.14,2.79,2,0.9,1.72,260.0,74.0,3.54,2.72,2,0.2,0.0,235.0,13,5,0,8,7,0,26,30,76,71,0.7222222222222222,0.5333333333333333
6,72.0,2.48,1.79,2,0.7,0.99,145.0,71.0,3.45,1.99,2,0.0,0.65,155.0,12,8,1,15,8,0,25,27,69,69,0.5714285714285714,0.6521739130434783
5,77.0,3.13,3.37,1,1.0,0.52,205.0,72.0,3.28,2.79,2,0.0,0.0,205.0,26,12,1,6,3,0,32,32,73,72,0.6666666666666666,0.6666666666666666
10,69.0,10.91,0.47,2,0.0,0.0,170.0,70.0,3.67,0.85,4,2.8,1.41,170.0,7,5,0,13,6,0,34,35,69,71,0.5833333333333334,0.6842105263157895
6,72.0,2.47,3.43,2,0.1,1.05,135.0,67.0,4.32,2.88,2,0.7,4.88,155.0,15,13,1,3,4,0,28,30,73,67,0.5172413793103449,0.42857142857142855
1,74.0,2.19,2.79,2,0.6,0.97,205.0,75.0,2.07,4.1,4,0.7,1.31,185.0,35,12,1,29,7,0,33,35,71,73,0.7291666666666666,0.8055555555555556
4,77.0,2.33,6.37,2,0.4,5.13,240.0,82.0,1.28,3.33,2,0.2,2.3,240.0,14,3,0,29,9,2,27,34,73,76,0.8235294117647058,0.725
4,77.0,3.61,1.36,2,0.0,0.0,245.0,73.0,1.89,2.11,4,0.3,0.19,230.0,6,6,0,31,11,2,36,35,74,74,0.5,0.7045454545454546
10,77.0,2.29,2.36,2,0.6,1.06,170.0,77.0,3.58,3.23,2,1.3,0.2,170.0,15,6,0,22,13,2,30,26,73,74,0.7142857142857143,0.5945945945945946
6,70.0,1.9,1.91,4,0.5,1.95,155.0,70.0,3.03,3.17,4,0.8,0.67,155.0,26,15,5,25,9,0,34,33,67,67,0.5652173913043478,0.7352941176470589
10,74.0,3.44,2.46,2,0.4,0.73,170.0,70.0,2.79,2.72,4,1.4,1.6,170.0,25,10,0,20,9,0,27,36,72,70,0.7142857142857143,0.6896551724137931
6,73.0,4.14,2.35,2,0.8,0.0,155.0,73.0,2.53,2.16,2,1.4,0.43,155.0,12,6,0,15,5,0,26,23,72,73,0.6666666666666666,0.75
6,70.0,2.67,3.87,2,0.3,0.87,145.0,69.0,1.55,1.14,2,2.5,1.22,155.0,23,11,0,6,3,0,30,30,66,70,0.6764705882352942,0.6666666666666666
7,75.0,2.89,2.17,4,0.6,1.76,170.0,72.0,4.47,4.44,2,0.5,0.27,155.0,17,6,1,11,6,1,22,30,72,72,0.7083333333333334,0.6111111111111112
6,70.0,2.61,3.22,2,1.5,1.34,155.0,77.0,1.83,1.56,2,3.5,1.17,155.0,12,4,0,11,5,1,25,28,69,75,0.75,0.6470588235294118
4,72.0,6.06,1.51,2,1.0,0.0,245.0,84.0,4.0,3.13,2,1.7,0.58,265.0,9,3,0,33,12,0,29,21,72,83,0.75,0.7333333333333333
10,75.0,1.8,3.4,2,0.9,2.61,170.0,71.0,2.17,3.8,4,0.9,2.53,170.0,17,2,0,19,9,0,22,25,73,69,0.8947368421052632,0.6785714285714286
6,70.0,2.46,2.45,2,0.7,3.32,155.0,72.0,2.91,2.75,4,0.9,1.62,170.0,35,16,0,31,12,0,28,28,67,70,0.6862745098039216,0.7209302325581395
10,75.0,2.03,1.82,2,3.8,1.27,170.0,75.0,3.75,2.11,2,0.7,1.18,170.0,7,4,0,18,12,0,31,27,73,73,0.6363636363636364,0.6
10,74.0,4.3,2.74,2,0.8,0.28,170.0,68.0,3.03,3.76,2,2.4,0.7,170.0,9,5,0,31,18,5,29,35,70,71,0.6428571428571429,0.5740740740740741
6,69.0,4.09,3.68,2,0.0,0.74,155.0,73.0,4.57,2.52,2,0.0,0.0,155.0,22,16,0,13,6,1,25,28,68,71,0.5789473684210527,0.65
6,76.0,3.78,4.62,4,1.4,1.19,170.0,70.0,2.44,2.05,2,2.2,2.75,145.0,21,12,0,31,14,0,24,27,72,67,0.6363636363636364,0.6888888888888889
6,68.0,1.85,2.96,2,0.2,1.3,155.0,71.0,2.51,1.95,4,0.8,4.08,155.0,48,15,3,40,14,0,26,26,69,70,0.7272727272727273,0.7407407407407407
10,71.0,4.23,3.16,2,0.6,2.21,170.0,73.0,3.59,4.55,2,0.7,0.93,170.0,14,5,0,18,13,1,25,32,70,70,0.7368421052631579,0.5625
5,76.0,2.26,3.29,2,0.4,3.55,205.0,72.0,4.62,0.51,2,5.1,0.0,235.0,19,4,1,19,4,0,27,30,73,72,0.7916666666666666,0.8260869565217391
10,71.0,3.82,2.18,2,0.0,0.0,170.0,76.0,3.77,2.83,2,1.0,1.2,170.0,6,6,0,5,3,0,25,25,71,74,0.5,0.625
6,71.0,3.7,2.01,2,1.4,0.0,155.0,71.0,2.94,5.04,2,0.0,0.0,155.0,21,12,0,9,4,0,29,22,70,71,0.6363636363636364,0.6923076923076923
10,73.0,1.99,1.71,2,1.2,1.42,170.0,76.0,1.65,2.61,2,0.8,3.6,170.0,15,8,0,27,5,1,28,31,71,72,0.6521739130434783,0.8181818181818182
4,81.0,2.11,3.53,2,0.5,3.9,265.0,79.0,3.84,2.18,4,2.0,2.02,264.0,5,3,0,18,11,0,32,30,75,75,0.625,0.6206896551724138
10,70.0,3.42,3.73,2,0.3,0.71,170.0,76.0,1.4,3.78,2,1.1,4.16,185.0,28,15,0,26,2,0,26,28,69,71,0.6511627906976745,0.9285714285714286
7,74.0,2.7,2.44,2,0.3,1.52,185.0,75.0,2.71,4.33,2,0.3,1.05,185.0,32,15,0,31,9,0,39,30,71,73,0.6808510638297872,0.775
7,73.0,3.1,2.7,2,0.9,0.44,185.0,73.0,3.62,3.1,2,1.0,2.29,170.0,17,7,0,14,6,0,25,34,74,70,0.7083333333333334,0.7
5,75.0,2.62,1.88,2,0.8,3.89,205.0,78.0,3.01,2.76,2,1.0,1.32,205.0,16,10,0,17,8,0,45,32,73,76,0.6153846153846154,0.68
6,70.0,3.44,3.39,2,0.6,1.2,155.0,71.0,2.89,2.78,4,2.0,1.77,155.0,22,12,1,31,13,0,29,26,68,68,0.6285714285714286,0.7045454545454546
5,84.0,2.03,4.31,2,0.5,1.9,205.0,76.0,1.92,1.31,2,0.2,6.39,205.0,25,1,0,13,4,0,22,25,76,75,0.9615384615384616,0.7647058823529411
10,72.0,3.21,3.95,2,0.6,1.63,155.0,76.0,1.89,2.12,4,0.6,2.93,170.0,21,5,0,22,4,1,25,28,70,74,0.8076923076923077,0.8148148148148148
7,74.0,2.41,2.5,4,1.4,2.46,205.0,76.0,2.58,2.65,2,1.2,3.55,185.0,10,6,0,18,10,0,26,26,72,74,0.625,0.6428571428571429
6,70.0,2.69,4.09,2,0.5,2.19,145.0,71.0,1.88,1.25,2,3.4,2.13,155.0,15,5,0,14,6,0,28,28,68,70,0.75,0.7
6,70.0,3.2,2.76,2,0.5,1.19,155.0,74.0,1.85,2.41,4,1.3,2.22,145.0,16,14,2,14,6,0,31,33,69,70,0.5,0.7
5,77.0,2.81,4.38,2,0.7,1.05,205.0,77.0,1.98,3.04,4,0.8,0.52,185.0,19,7,0,34,10,0,30,34,75,74,0.7307692307692307,0.7727272727272727
6,69.0,3.78,3.45,4,0.1,1.18,155.0,70.0,2.84,1.38,4,1.6,1.31,155.0,29,14,1,15,5,0,29,25,68,69,0.6590909090909091,0.75
10,74.0,3.55,4.71,2,0.3,0.57,170.0,69.0,3.99,3.49,4,0.3,3.83,185.0,7,5,0,18,8,0,29,26,70,69,0.5833333333333334,0.6923076923076923
7,74.0,1.2,2.02,2,1.2,3.74,170.0,79.0,2.4,2.31,2,1.7,0.49,185.0,13,5,0,13,10,0,33,27,72,78,0.7222222222222222,0.5652173913043478
6,72.0,3.63,3.29,2,1.3,1.09,170.0,70.0,1.94,2.45,2,0.8,2.9,155.0,33,13,1,16,6,0,26,30,71,68,0.7021276595744681,0.7272727272727273
