f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f1_wins,f1_losses,f2_wins,f2_losses,f1_age,f2_age
69.0,1.93,2.07,2,37,63,0.2,50,0.7,46,68.0,2.4,2.44,2,52,53,2.4,47,1.78,59,8,7,17,1,31,30
72.0,2.9,2.81,2,43,51,0.2,55,0.51,64,79.0,2.29,2.63,2,49,44,0.0,25,0.52,53,13,14,22,7,43,32
70.0,4.64,3.62,4,38,61,0.3,34,1.86,78,77.0,2.91,3.39,4,45,54,0.5,29,2.8,100,13,4,20,7,40,33
75.0,4.72,4.73,5,44,55,0.4,33,0.4,78,69.0,4.09,3.68,2,40,62,0.0,35,0.74,75,20,8,22,16,27,33
76.0,5.28,3.89,2,60,40,0.2,14,0.25,22,75.0,3.16,5.27,4,39,49,0.0,71,2.62,80,14,5,15,4,28,24
65.0,3.01,3.51,5,40,59,1.0,33,0.25,63,66.0,2.3,3.53,4,46,62,1.4,63,4.28,51,17,8,16,9,29,31
67.0,3.5,3.36,2,40,54,0.1,50,1.36,58,71.0,3.14,6.15,2,57,59,0.4,34,2.16,72,19,10,21,1,36,29
72.0,2.55,3.29,2,45,56,0.4,60,4.0,22,68.0,4.86,3.66,2,38,50,0.7,27,0.68,53,12,2,17,12,35,33
74.0,2.42,2.32,2,49,50,0.0,42,2.95,76,72.0,3.17,2.93,2,43,58,0.0,100,0.25,86,14,9,13,5,29,29
66.0,2.55,2.57,2,43,56,1.1,23,0.62,44,67.0,3.66,1.95,4,43,43,0.0,16,0.54,33,19,7,13,3,33,32
71.0,3.92,1.87,2,44,41,0.3,20,1.59,28,72.0,2.73,2.63,2,36,58,0.4,29,0.97,57,18,7,17,7,36,31
67.0,4.11,3.88,4,40,61,0.0,25,0.36,53,67.0,7.77,6.23,2,31,55,0.0,0,0.0,0,8,3,5,2,25,20
64.0,4.28,4.47,2,44,60,0.0,20,0.37,84,69.0,2.83,2.82,4,34,57,0.1,31,0.55,79,11,4,12,5,34,36
78.0,3.2,3.61,2,51,52,0.1,61,1.48,81,77.0,2.69,3.55,2,44,59,0.3,36,0.52,79,17,6,28,19,32,38
76.0,1.89,2.12,4,49,58,0.6,43,2.93,71,72.0,3.02,4.17,2,37,55,0.2,51,4.91,78,22,4,15,2,36,29
70.0,3.28,3.57,4,45,62,0.7,39,1.89,60,70.0,3.06,4.05,5,47,62,0.1,36,0.52,84,29,12,16,7,33,31
70.0,3.52,3.81,4,41,60,0.8,65,1.23,63,73.0,3.74,3.0,2,40,60,1.0,33,0.42,50,35,14,10,5,39,33
77.0,2.68,2.96,4,38,61,0.2,33,0.35,76,74.0,5.82,3.35,2,39,35,0.9,62,4.41,100,13,7,9,4,34,32
69.0,4.47,3.04,2,37,52,0.0,20,0.3,68,73.0,2.86,3.98,4,48,64,0.8,75,0.53,58,9,7,15,12,27,29
71.0,2.5,2.16,4,41,50,1.2,43,3.03,41,66.0,2.16,3.56,4,51,55,0.5,63,3.42,82,21,6,11,5,28,25
73.0,7.14,6.68,2,46,52,0.0,45,1.18,72,71.0,3.55,4.9,2,43,61,0.0,36,1.24,63,22,8,17,5,28,29
70.0,1.68,1.75,2,40,53,0.8,45,2.11,52,70.0,3.45,3.29,5,41,47,0.0,100,0.78,26,15,8,9,2,31,28
71.0,3.93,1.74,4,37,44,0.0,33,1.37,66,71.0,3.37,3.67,2,35,60,2.5,0,0.0,60,8,2,11,1,21,20
67.0,4.08,4.56,2,38,52,0.7,12,0.18,64,72.0,4.74,4.49,2,33,59,0.0,0,0.0,40,8,5,9,2,23,28
75.0,2.09,2.28,4,41,51,1.2,48,3.55,66,77.0,3.18,3.9,2,42,52,0.9,42,3.23,74,16,4,18,5,30,25
74.0,2.9,2.93,2,50,57,0.8,34,1.45,59,69.0,3.99,3.49,4,45,53,0.3,46,3.83,63,21,13,18,8,36,34
64.0,4.18,4.32,2,50,58,0.2,30,1.0,55,65.0,4.89,3.69,2,36,50,0.9,30,1.2,76,6,2,14,8,29,33
77.0,2.24,5.03,4,52,57,0.4,16,0.39,84,76.0,3.29,3.78,2,41,46,0.0,0,0.0,0,12,0,14,6,28,39
72.0,3.03,1.81,2,31,59,0.1,52,3.72,66,75.0,3.34,4.87,2,45,62,0.2,45,0.87,63,15,6,29,11,30,33
70.0,2.67,3.87,2,32,65,0.3,32,0.87,65,70.0,3.2,2.76,2,48,56,0.5,55,1.19,74,23,11,16,14,38,39
71.0,2.82,2.33,4,42,47,1.0,42,1.02,81,70.0,2.46,2.45,2,33,65,0.7,37,3.32,69,16,6,35,16,29,36
74.0,2.85,4.05,4,41,66,0.6,45,1.43,80,77.0,2.95,2.98,2,45,58,0.2,55,0.95,50,14,4,13,7,24,38
67.0,3.87,3.25,2,25,55,0.5,14,0.33,47,63.0,2.86,2.22,0,40,53,0.3,36,3.53,48,9,3,16,6,26,30
70.0,4.21,2.05,4,44,39,0.7,50,0.35,47,73.0,3.67,2.88,2,41,51,0.6,0,0.0,0,13,4,9,4,30,29
73.0,5.98,2.91,2,29,48,0.0,0,0.0,36,68.0,3.9,6.26,2,54,58,0.0,39,2.98,57,8,3,15,4,33,29
73.0,2.45,2.7,2,36,59,1.1,25,0.68,64,72.0,2.66,3.95,2,38,61,0.0,45,1.7,72,17,5,22,6,28,28
74.0,3.54,3.22,0,54,54,1.0,0,0.0,87,72.0,3.84,2.81,5,46,49,0.0,20,1.41,50,8,5,15,8,33,26
70.0,9.67,8.57,2,55,54,0.0,0,0.0,80,73.0,3.92,4.22,4,37,58,0.1,45,0.52,78,21,2,20,15,29,31
75.0,2.96,2.84,2,40,62,0.8,44,1.66,66,73.0,0.55,1.94,2,65,38,3.1,50,7.28,100,17,7,33,15,28,34
70.0,3.74,3.98,2,52,54,0.0,30,1.67,68,73.0,2.41,2.86,2,37,58,0.0,40,2.5,64,11,1,14,3,29,24
75.0,6.92,2.31,2,17,44,0.0,0,0.0,0,77.0,2.82,3.72,5,51,66,0.0,33,0.18,51,7,1,13,4,30,33
74.0,2.76,3.0,2,40,55,0.0,27,1.03,77,75.0,2.39,4.19,2,42,53,0.0,28,1.27,59,17,7,17,3,30,29
74.0,4.52,3.83,2,46,64,0.5,8,0.45,75,79.0,2.64,3.45,2,47,53,1.2,42,3.25,100,9,3,10,0,32,29
64.0,5.3,5.88,2,50,65,0.1,36,0.39,73,69.0,3.56,3.1,4,42,49,0.5,38,1.33,66,10,7,7,5,32,30
73.0,7.07,3.53,4,26,43,0.0,11,1.0,0,73.0,4.02,4.83,2,48,61,0.6,18,1.06,50,19,11,26,8,31,31
76.0,2.58,2.65,2,47,54,1.2,54,3.55,62,77.0,3.13,3.33,2,49,44,1.2,48,2.2,59,18,10,26,14,34,37
65.0,2.11,1.94,2,44,55,0.0,31,1.72,70,60.0,3.46,4.04,2,47,62,0.1,14,0.67,52,9,5,10,5,35,28
70.0,2.64,1.92,2,32,66,0.7,47,2.91,81,69.0,3.63,3.26,4,44,53,0.0,16,0.5,30,14,8,11,7,38,26
73.0,3.21,3.71,4,49,60,0.0,31,1.79,78,73.0,3.7,4.77,2,39,61,0.0,57,0.36,84,13,4,21,5,40,27
80.0,2.15,3.54,2,62,59,0.9,53,1.39,73,77.0,2.45,3.61,2,51,56,1.1,30,1.65,31,45,18,23,8,37,40
74.0,3.29,3.09,4,57,47,0.1,26,0.56,68,80.0,1.9,3.69,2,51,55,0.0,60,7.05,25,19,8,12,2,35,26
72.0,3.48,2.97,2,46,53,1.2,54,0.69,58,71.0,2.89,2.78,4,40,59,2.0,42,1.77,47,22,9,31,13,30,34
68.0,4.43,3.96,2,38,58,0.0,50,0.65,65,71.0,3.89,5.11,2,41,63,0.8,36,1.25,50,26,3,17,4,32,30
80.0,3.61,3.53,2,51,49,2.4,39,2.69,20,79.0,4.31,2.93,2,41,42,0.2,68,1.21,75,57,13,18,7,40,35
78.0,6.39,3.15,2,26,54,0.7,0,0.0,0,71.0,3.59,4.78,2,42,65,0.0,54,1.05,78,7,5,14,4,26,31
76.0,2.19,4.44,2,47,57,0.1,40,0.83,68,77.0,3.25,2.73,4,42,52,1.8,41,2.56,46,21,7,29,12,33,30
73.0,2.55,3.35,2,44,69,0.2,58,1.56,66,72.0,3.81,4.37,2,41,60,0.2,31,2.15,83,31,12,16,3,28,29
64.0,3.06,4.25,2,49,64,0.0,48,3.58,86,71.0,6.07,4.02,2,32,50,0.0,22,0.5,44,18,2,17,9,28,31
81.0,3.64,0.65,2,26,21,0.0,0,0.0,0,74.0,1.36,3.25,2,61,70,0.0,100,1.95,72,8,3,11,2,28,25
78.0,3.25,3.14,2,42,51,1.0,50,3.82,73,71.0,3.01,3.75,4,43,59,0.1,35,0.8,62,14,5,16,5,33,26
66.0,3.07,4.42,2,46,59,1.1,40,3.89,82,71.0,2.8,3.27,2,36,53,1.3,35,2.52,58,18,9,25,8,31,33
76.0,3.35,4.26,2,50,55,0.1,41,4.49,28,76.0,5.34,4.26,2,42,55,0.0,23,0.53,83,10,7,17,11,37,32
70.0,4.65,5.66,4,45,64,0.0,0,0.0,75,68.0,3.88,4.1,2,40,61,0.0,23,0.7,95,22,3,22,4,26,28
73.0,3.03,4.18,2,39,61,0.6,14,0.45,48,74.0,3.46,5.32,2,49,67,0.0,100,0.38,75,21,6,21,5,31,32
76.0,2.48,3.1,2,47,57,0.5,34,2.55,77,75.0,4.15,3.06,4,45,52,0.1,40,1.51,76,21,9,13,4,35,30
76.0,2.25,2.9,2,50,46,0.7,39,2.86,61,74.0,1.86,2.89,4,40,63,0.2,44,2.13,58,19,8,14,3,29,34
75.0,7.65,4.0,2,36,51,0.0,0,0.0,0,78.0,5.76,5.81,2,43,51,0.0,0,0.0,77,20,5,11,6,37,28
71.0,2.58,2.22,2,46,47,0.0,52,5.73,66,70.0,5.11,2.63,2,31,58,0.0,15,1.14,62,11,1,8,5,25,30
66.0,5.98,5.01,5,45,54,0.6,26,1.25,84,70.0,3.82,3.43,5,47,53,1.4,38,0.76,68,19,10,15,5,31,25
74.0,6.08,3.98,2,51,52,0.0,37,1.54,100,77.0,3.08,3.43,4,45,44,0.0,24,1.09,69,14,6,12,4,26,32
73.0,3.23,2.32,2,38,47,1.5,7,0.37,35,75.0,5.34,7.09,2,50,62,0.2,100,0.36,90,14,6,13,1,30,26
70.0,1.75,1.7,2,53,51,1.1,51,2.6,55,73.0,2.17,1.64,2,41,54,0.3,41,1.75,50,12,3,10,4,30,28
84.0,2.03,4.31,2,57,65,0.5,46,1.9,95,72.0,2.75,4.25,2,52,56,0.5,44,1.95,77,25,1,22,2,30,38
74.0,2.58,2.5,2,49,57,0.5,41,1.21,92,72.0,2.01,1.82,4,43,63,1.0,25,2.49,61,19,4,28,9,35,40
70.0,4.02,1.16,2,42,38,0.9,30,0.93,33,68.0,2.25,7.28,2,52,64,0.4,55,0.66,94,19,8,21,2,36,32
74.0,4.16,3.57,4,45,60,0.0,66,0.71,65,73.0,4.23,4.34,2,46,53,1.3,36,1.21,73,28,14,36,13,35,34
79.0,3.97,3.43,2,54,49,0.4,18,0.53,70,75.0,3.93,5.04,2,46,57,0.0,22,0.48,76,17,6,16,4,37,28
71.0,2.66,2.88,2,45,59,1.0,32,1.63,47,71.0,3.02,2.95,2,33,51,1.7,31,1.31,47,19,8,20,6,35,25
70.0,3.9,3.78,2,36,57,0.5,41,1.49,91,71.0,1.95,4.85,2,50,66,0.8,29,1.91,51,36,9,18,3,30,28
69.0,7.36,4.07,5,33,50,1.4,16,0.51,56,72.0,3.69,5.53,2,46,66,0.4,54,1.16,76,14,1,13,3,26,28
74.0,3.86,4.08,2,37,53,0.2,46,2.44,69,72.0,6.36,5.12,2,41,57,0.0,33,0.47,77,20,6,20,4,27,29
63.0,5.56,4.83,2,47,38,0.4,50,2.27,77,65.0,4.75,3.89,2,43,53,0.6,57,2.0,61,7,2,4,6,27,26
68.0,1.88,2.57,2,42,63,0.2,51,2.83,46,62.0,1.66,2.12,5,46,62,0.6,57,4.54,69,12,6,14,2,26,24
70.0,4.14,4.44,4,39,53,0.1,17,0.96,62,72.0,3.13,2.69,2,43,51,0.3,36,2.53,72,21,9,29,17,29,37
70.0,3.24,3.12,2,34,63,0.6,43,2.02,62,69.0,2.91,3.88,2,37,65,0.4,40,0.85,67,16,5,18,5,24,24
66.0,3.61,5.25,2,41,63,0.6,33,0.19,63,63.0,3.11,3.01,2,41,61,0.3,27,1.38,57,11,3,10,8,24,32
73.0,3.34,4.85,4,50,61,0.0,50,0.59,62,76.0,4.46,3.06,2,34,51,1.3,23,1.08,61,16,7,14,3,36,28
71.0,4.79,2.22,4,41,41,0.5,46,2.9,62,71.0,5.72,7.66,4,39,51,0.0,35,2.6,85,14,7,12,3,23,24
75.0,2.42,2.14,2,37,63,0.0,44,2.98,73,75.0,3.2,3.05,4,44,55,0.1,16,0.09,82,24,8,33,13,38,31
67.0,2.94,3.52,2,35,64,0.1,20,0.52,73,70.0,4.31,2.77,2,44,49,0.2,53,1.25,58,22,8,13,8,28,29
76.0,4.31,3.52,0,41,57,0.7,15,0.32,63,77.0,2.56,5.13,2,48,56,0.7,36,2.23,77,12,6,20,5,28,29
65.0,2.17,2.94,2,44,56,0.1,36,3.01,52,64.0,2.33,3.31,2,52,65,1.4,25,3.49,71,19,8,14,4,29,31
69.0,4.68,3.47,0,42,53,0.6,0,0.0,52,67.0,1.61,1.59,2,36,52,2.1,32,2.92,22,19,8,26,10,37,33
69.0,2.43,3.49,0,47,68,0.7,45,2.64,50,69.0,2.14,1.37,2,40,52,0.9,60,1.79,64,9,3,7,2,27,26
66.0,1.78,0.96,2,40,46,0.7,62,3.61,50,69.0,1.72,1.58,5,37,60,2.6,50,0.53,23,8,2,9,2,31,23
72.0,2.32,1.56,2,35,59,1.2,35,1.45,20,74.0,3.4,1.89,0,38,55,1.1,0,0.0,33,14,7,9,6,30,27
84.0,4.0,3.13,2,47,46,1.7,50,0.58,55,80.0,2.48,5.36,2,60,58,0.2,75,0.75,76,33,12,31,7,29,29
73.0,3.23,2.91,2,40,49,0.3,61,1.32,62,80.0,5.66,2.74,2,50,39,0.0,25,4.47,0,24,8,11,2,33,25
68.0,4.04,3.12,2,42,55,0.5,22,1.62,28,68.0,2.93,3.46,2,41,65,1.1,100,0.35,51,6,4,9,5,30,40
74.0,2.05,2.53,4,47,55,0.4,31,1.39,70,72.0,5.0,5.65,4,48,44,0.3,33,0.26,47,18,3,14,7,26,28
76.0,2.31,2.18,4,34,57,0.5,25,0.67,55,74.0,3.03,2.41,4,46,59,0.0,41,0.66,82,15,6,18,2,29,25
73.0,3.03,2.98,2,39,64,0.0,63,1.34,88,77.0,1.8,5.4,2,50,59,0.0,100,1.0,71,27,6,8,2,29,33
69.0,2.71,1.28,2,41,51,0.4,47,3.45,22,67.0,2.49,2.44,2,47,58,0.6,36,4.11,50,9,3,26,3,23,36
73.0,2.16,1.98,2,34,65,0.1,41,3.95,61,73.0,2.51,3.7,4,46,69,0.0,50,1.62,75,24,4,23,8,31,28
75.0,3.07,2.77,2,52,59,0.0,24,2.22,83,78.0,1.63,5.25,2,52,50,0.0,60,1.29,88,19,7,12,1,37,25
73.0,3.0,4.89,2,48,64,0.8,56,5.22,77,69.0,3.58,3.44,2,49,36,1.1,50,2.66,53,18,1,21,12,26,28
73.0,5.95,1.23,2,35,47,0.0,0,0.0,33,78.0,0.13,10.22,2,61,92,2.0,100,3.98,0,10,6,17,4,37,26
72.0,5.64,3.68,2,34,50,0.3,80,1.23,83,70.0,3.0,2.2,4,49,54,2.1,18,0.85,10,12,5,12,3,30,31
66.0,2.16,3.02,4,49,62,0.4,51,1.94,77,69.0,2.63,4.34,2,49,55,0.7,47,2.33,80,18,3,19,4,29,29
70.0,3.28,3.57,4,45,62,0.7,39,1.89,60,80.0,2.22,3.86,2,46,56,0.3,46,2.62,60,29,12,21,8,33,30
65.0,3.04,1.83,4,29,55,0.6,42,5.15,47,64.0,2.73,3.82,2,44,65,0.2,35,2.16,90,23,10,15,2,32,30
73.0,3.09,2.29,2,40,55,0.5,30,1.85,100,79.0,2.55,2.7,2,62,48,1.5,25,0.74,52,15,7,7,3,34,26
73.0,2.53,3.44,2,33,63,0.2,41,1.64,71,71.0,2.98,3.09,2,40,58,0.4,38,1.18,65,22,8,28,17,35,31
68.0,3.82,2.74,2,35,57,0.8,57,2.03,92,66.0,2.06,2.37,2,44,47,0.5,64,4.67,66,10,1,11,5,26,37
67.0,4.39,4.86,2,35,57,0.0,25,1.3,72,67.0,3.17,2.04,0,41,44,1.1,23,0.91,37,6,4,6,6,30,29
70.0,4.29,4.31,4,42,53,0.3,13,0.67,66,66.0,4.04,2.66,4,37,58,1.0,33,2.08,33,21,6,11,1,28,31
73.0,3.27,2.35,2,34,47,0.4,15,0.64,50,71.0,3.07,3.76,4,42,60,0.5,28,0.92,71,11,5,13,6,32,29
75.0,3.25,2.33,2,56,59,0.0,75,1.73,100,74.0,2.22,1.81,2,43,47,1.0,36,3.09,50,9,1,10,5,31,24
72.0,2.14,1.8,4,38,65,0.4,80,0.83,81,75.0,1.59,2.47,2,42,64,0.2,37,1.54,62,28,9,23,14,35,33
77.0,2.43,4.18,4,48,56,1.1,30,0.67,68,78.0,1.91,1.66,2,39,56,0.0,32,2.55,43,16,5,22,6,33,36
73.0,8.35,4.56,2,46,38,0.0,0,0.0,0,71.0,4.5,4.27,2,47,57,0.0,41,0.61,70,13,3,13,6,31,26
76.0,4.28,3.06,2,47,44,0.8,26,0.41,51,71.0,3.35,3.02,4,46,53,0.5,48,1.69,77,32,14,34,10,29,39
74.0,3.13,3.06,4,39,58,1.0,0,0.0,30,71.0,2.14,3.58,2,49,60,0.9,47,7.02,0,11,5,13,1,27,31
76.0,2.17,4.6,5,52,60,0.2,50,3.44,100,72.0,3.73,2.42,2,42,59,0.4,38,1.2,75,16,1,14,7,30,35
77.0,2.47,2.47,2,42,69,0.0,100,0.65,0,80.0,4.46,3.45,2,41,48,0.3,50,0.32,40,14,5,9,2,36,29
70.0,2.97,2.48,4,51,55,0.5,33,2.36,70,73.0,2.45,2.7,2,36,59,1.1,25,0.68,64,12,5,17,5,28,28
76.0,3.02,3.91,2,65,45,0.0,42,2.62,78,82.0,5.3,2.6,2,35,46,0.0,66,0.74,0,15,9,6,3,37,27
79.0,3.57,3.31,2,50,53,0.2,38,0.75,69,77.0,1.81,2.84,4,44,58,0.1,40,1.39,85,16,9,21,4,33,28
71.0,2.94,2.5,2,39,52,0.0,40,2.33,23,71.0,3.05,3.09,2,43,57,0.7,38,2.43,50,12,4,17,3,32,31
80.0,2.86,2.59,4,46,44,0.6,40,1.34,65,75.0,2.25,2.06,4,38,60,0.5,39,1.98,84,24,13,35,12,34,36
63.0,4.38,3.17,2,42,58,0.8,47,3.34,58,62.0,5.28,6.55,2,51,51,0.5,58,3.21,76,17,4,20,7,29,26
70.0,4.53,3.25,2,43,53,0.0,53,1.55,37,70.0,3.52,3.81,4,41,60,0.8,65,1.23,63,16,10,35,14,29,39
76.0,5.28,3.89,2,60,40,0.2,14,0.25,22,73.0,4.57,7.09,2,58,53,0.0,0,0.0,100,14,5,1,2,28,34
69.0,3.63,3.26,4,44,53,0.0,16,0.5,30,69.0,4.47,3.04,2,37,52,0.0,20,0.3,68,11,7,9,7,26,27
71.0,2.5,2.16,4,41,50,1.2,43,3.03,41,67.0,2.23,1.38,2,38,65,0.6,39,1.95,86,21,6,23,6,28,32
73.0,3.2,2.23,4,36,58,0.3,48,1.65,63,72.0,3.02,4.42,2,39,61,0.6,0,0.0,31,34,10,17,5,33,27
67.0,7.77,6.23,2,31,55,0.0,0,0.0,0,66.0,7.22,5.4,2,44,58,0.3,0,0.0,83,5,2,6,3,20,28
70.0,3.75,3.23,2,58,45,0.0,16,1.83,75,72.0,3.17,2.93,2,43,58,0.0,100,0.25,86,10,3,13,5,32,29
77.0,5.07,4.45,2,41,51,0.2,100,0.23,73,71.0,4.49,3.8,2,33,56,0.0,50,0.33,0,13,7,6,2,32,26
76.0,3.75,5.81,2,45,63,1.4,42,0.56,75,77.0,3.18,3.9,2,42,52,0.9,42,3.23,74,26,3,18,5,33,25
63.0,1.8,1.26,2,49,46,1.2,50,3.66,46,66.0,1.66,3.43,2,54,67,0.5,56,3.35,65,12,4,27,3,24,31
77.0,2.45,3.61,2,51,56,1.1,30,1.65,31,77.0,2.68,2.96,4,38,61,0.2,33,0.35,76,23,8,13,7,40,34
67.0,1.44,2.23,5,56,45,0.7,66,1.31,20,69.0,2.87,2.98,2,35,73,0.3,41,1.68,66,18,8,12,6,31,31
72.0,2.66,3.95,4,49,60,0.9,34,1.77,80,70.0,3.54,5.35,4,39,61,1.0,33,1.83,80,17,4,18,8,28,36
68.0,5.3,3.83,2,45,62,0.0,25,0.42,46,64.0,3.06,4.25,2,49,64,0.0,48,3.58,86,16,2,18,2,24,28
71.0,4.77,4.41,2,42,54,0.5,42,1.35,62,71.0,3.7,4.95,2,49,63,0.3,29,1.12,74,10,4,24,10,25,31
68.0,4.07,2.23,2,37,57,0.5,11,1.04,0,67.0,2.77,3.65,2,58,55,0.0,100,1.27,88,6,3,8,2,31,29
70.0,3.69,3.64,2,34,62,1.8,40,0.7,58,69.0,1.93,2.07,2,37,63,0.2,50,0.7,46,14,4,8,7,27,31
65.0,1.83,3.6,2,51,52,0.0,40,2.85,75,66.0,2.55,2.57,2,43,56,1.1,23,0.62,44,14,2,19,7,29,33
74.0,2.76,3.0,2,40,55,0.0,27,1.03,77,78.0,2.99,2.13,2,40,52,1.1,27,2.1,30,17,7,28,9,30,36
73.0,4.23,4.34,2,46,53,1.3,36,1.21,73,74.0,3.03,2.41,4,46,59,0.0,41,0.66,82,36,13,18,2,34,25
64.0,5.58,5.57,2,39,57,0.0,14,0.11,83,64.0,7.37,4.1,2,31,52,0.0,21,0.75,83,13,5,6,6,32,31
75.0,2.82,3.21,2,54,44,0.2,39,3.03,80,78.0,2.76,3.44,2,49,53,0.3,52,1.18,65,10,4,25,8,27,34
76.0,3.04,3.19,4,55,54,1.9,50,0.76,41,75.0,5.65,2.92,4,48,56,0.0,100,0.37,80,11,3,7,3,27,30
72.0,3.2,5.24,4,46,75,0.0,25,0.3,78,71.0,2.02,1.41,2,34,47,1.3,46,2.46,37,11,2,23,7,22,25
66.0,5.98,5.01,5,45,54,0.6,26,1.25,84,70.0,3.1,1.86,2,36,52,0.6,35,2.64,43,19,10,10,6,31,27
75.0,3.2,3.05,4,44,55,0.1,16,0.09,82,76.0,1.73,2.38,4,43,70,0.2,22,1.5,80,33,13,18,4,31,30
74.0,3.86,4.08,2,37,53,0.2,46,2.44,69,65.0,4.82,3.52,4,41,50,0.0,25,0.39,52,20,6,14,15,27,31
72.0,2.87,2.6,2,46,58,0.0,0,0.0,83,72.0,3.69,3.01,2,46,50,1.0,52,1.39,75,10,4,14,4,28,26
66.0,4.84,5.22,2,55,46,1.2,75,2.45,66,65.0,3.9,3.21,2,57,45,0.2,33,0.83,52,9,1,10,4,22,35
73.0,2.66,2.37,2,45,64,0.7,47,0.93,41,70.0,3.26,3.63,2,36,67,0.2,45,1.5,50,18,10,15,2,29,32
77.0,2.91,3.39,4,45,54,0.5,29,2.8,100,74.0,1.57,2.59,4,53,61,0.4,65,1.21,75,20,7,24,8,33,39
72.0,2.01,1.82,4,43,63,1.0,25,2.49,61,72.0,3.02,4.17,2,37,55,0.2,51,4.91,78,28,9,15,2,40,29
65.0,6.17,5.29,2,42,57,1.1,21,0.92,81,71.0,3.89,5.11,2,41,63,0.8,36,1.25,50,18,4,17,4,31,30
71.0,2.89,2.78,4,40,59,2.0,42,1.77,47,70.0,2.47,3.09,4,44,60,0.5,45,1.08,61,31,13,24,7,34,39
76.0,2.19,4.44,2,47,57,0.1,40,0.83,68,77.0,2.56,5.13,2,48,56,0.7,36,2.23,77,21,7,20,5,33,29
70.0,3.82,3.43,5,47,53,1.4,38,0.76,68,67.0,4.27,5.36,2,40,56,0.6,58,0.56,67,15,5,31,9,25,27
75.0,5.34,5.18,2,53,51,1.0,50,0.82,64,76.0,4.46,3.06,2,34,51,1.3,23,1.08,61,17,7,14,3,26,28
73.0,3.54,2.64,2,28,57,0.0,0,0.0,20,79.0,1.98,1.91,2,44,53,0.9,44,3.7,53,23,9,11,4,28,27
68.0,3.9,6.26,2,54,58,0.0,39,2.98,57,69.0,3.31,2.08,2,41,55,0.5,39,2.5,76,15,4,23,6,29,33
76.0,4.11,4.22,2,49,56,0.6,54,1.89,63,73.0,3.03,4.18,2,39,61,0.6,14,0.45,48,15,7,21,6,32,31
68.0,2.4,2.44,2,52,53,2.4,47,1.78,59,62.0,1.66,2.12,5,46,62,0.6,57,4.54,69,17,1,14,2,30,24
80.0,4.02,2.76,2,44,42,0.0,0,0.0,33,75.0,4.3,4.27,2,58,45,0.5,50,0.45,87,8,3,6,3,37,25
76.0,1.4,3.78,2,53,72,1.1,74,4.16,83,75.0,2.71,4.33,2,38,65,0.3,43,1.05,63,26,2,31,9,36,38
65.0,3.53,3.53,2,37,64,0.0,33,0.94,100,67.0,3.03,5.37,2,41,65,1.0,37,1.68,86,11,3,17,4,26,31
65.0,3.88,3.95,2,42,59,0.9,55,2.17,46,65.0,2.73,6.18,2,47,65,0.1,62,0.3,81,9,4,16,3,25,30
74.0,2.94,4.33,2,47,66,0.4,59,1.7,78,75.0,2.73,3.93,2,44,59,0.0,45,0.36,78,35,13,15,4,33,34
72.0,6.84,8.43,0,57,53,0.0,0,0.0,80,69.0,3.99,3.49,4,45,53,0.3,46,3.83,63,13,0,18,8,26,34
73.0,3.63,2.56,2,33,54,0.8,60,0.75,64,76.0,3.31,4.13,2,39,60,0.7,33,0.26,57,16,4,13,5,29,30
77.0,3.3,3.97,2,53,54,0.0,0,0.0,28,77.0,2.68,2.96,4,38,61,0.2,33,0.35,76,13,4,13,7,34,34
79.0,2.18,4.45,2,46,59,0.0,50,4.98,83,80.0,2.86,2.59,4,46,44,0.6,40,1.34,65,14,4,24,13,28,34
78.0,2.42,3.41,2,47,55,0.6,46,0.95,71,74.0,3.22,2.22,5,43,43,2.7,38,1.5,44,12,3,6,2,27,25
80.0,3.61,3.53,2,51,49,2.4,39,2.69,20,80.0,1.9,3.69,2,51,55,0.0,60,7.05,25,57,13,12,2,40,26
72.0,3.16,3.05,2,39,59,0.7,64,2.13,75,68.0,3.93,2.81,2,39,65,0.0,16,0.36,72,14,2,7,2,22,30
72.0,3.48,2.97,2,46,53,1.2,54,0.69,58,72.0,3.97,5.51,4,49,56,1.2,37,1.55,61,22,9,25,6,30,28
75.0,2.58,3.75,2,54,56,1.6,47,1.64,63,72.0,2.91,2.75,4,38,57,0.9,25,1.62,47,24,16,31,12,36,36
74.0,6.08,3.98,2,51,52,0.0,37,1.54,100,77.0,2.69,3.55,2,44,59,0.3,36,0.52,79,14,6,28,19,26,38
78.0,2.44,1.9,4,42,53,0.5,53,2.69,84,74.0,2.32,2.71,2,49,55,0.8,51,1.87,70,14,8,38,19,32,38
69.0,3.73,3.13,4,50,55,1.3,60,3.32,71,66.0,2.35,3.32,2,41,68,0.3,38,1.54,80,10,4,27,7,30,35
70.0,2.46,2.45,2,33,65,0.7,37,3.32,69,71.0,5.39,2.84,2,39,54,2.0,45,2.39,54,35,16,28,16,36,33
66.0,3.55,3.28,2,40,61,0.0,28,0.8,81,67.0,3.69,3.53,2,39,58,0.5,25,0.46,66,21,11,23,6,33,29
