f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f1_wins,f1_losses,f2_wins,f2_losses,f1_age,f2_age
75.0,3.3,2.87,4,50,47,0.1,38,1.97,76,76.0,2.94,2.12,2,45,57,1.1,39,2.8,66,18,7,17,11,29,34
66.0,3.55,3.28,2,40,61,0.0,28,0.8,81,67.0,5.38,1.92,4,25,52,1.4,25,0.72,33,21,11,13,5,29,26
76.0,2.58,2.65,2,47,54,1.2,54,3.55,62,74.0,2.9,2.93,2,50,57,0.8,34,1.45,59,18,10,21,13,30,32
71.0,3.35,3.02,4,46,53,0.5,48,1.69,77,74.0,2.32,2.71,2,49,55,0.8,51,1.87,70,34,10,38,19,35,34
66.0,3.39,3.79,2,38,59,0.7,45,0.46,59,67.0,4.0,6.65,2,46,62,0.0,57,0.38,81,15,7,17,4,27,28
72.0,3.78,3.68,2,35,65,0.0,20,0.08,68,71.0,2.52,2.61,2,27,67,1.6,31,2.32,53,12,8,14,6,31,36
75.0,2.39,2.02,2,51,40,4.8,46,3.03,40,76.0,0.82,3.29,2,47,78,0.0,56,5.84,100,16,9,13,2,25,27
76.0,3.75,5.81,2,45,63,1.4,42,0.56,75,71.0,2.99,1.68,2,39,53,1.0,27,2.58,0,26,3,9,4,29,32
70.0,5.75,4.87,2,48,57,0.0,33,2.49,0,74.0,3.86,4.08,2,37,53,0.2,46,2.44,69,8,5,20,6,29,23
66.0,2.45,3.6,2,45,62,0.0,44,2.0,55,74.0,2.96,1.65,2,53,41,2.6,44,1.03,55,18,2,11,10,23,26
72.0,2.26,3.12,2,51,57,0.6,29,3.17,57,74.0,1.57,2.59,4,53,61,0.4,65,1.21,75,14,6,24,8,35,35
69.0,4.09,3.68,2,40,62,0.0,35,0.74,75,68.0,1.85,2.96,2,40,66,0.2,63,1.3,61,22,16,48,15,29,30
73.0,2.77,3.12,2,66,46,0.0,28,0.45,87,79.0,3.97,3.43,2,54,49,0.4,18,0.53,70,19,5,17,6,32,33
70.0,2.88,3.06,0,35,64,0.0,26,1.98,77,73.0,3.74,3.0,2,40,60,1.0,33,0.42,50,22,5,10,5,27,29
72.0,2.8,3.96,2,47,59,0.0,78,2.18,62,75.0,3.8,3.56,2,35,57,0.2,19,1.16,82,19,11,13,5,32,27
67.0,4.27,5.36,2,40,56,0.6,58,0.56,67,64.0,3.16,2.34,2,26,68,0.0,21,1.76,60,31,9,22,12,23,30
71.0,3.17,3.98,2,45,58,0.4,44,2.55,70,70.0,4.44,4.06,2,40,61,0.2,18,0.64,74,15,5,14,6,26,26
77.0,3.87,4.43,2,36,59,0.4,42,0.63,63,76.0,3.01,2.39,2,40,50,0.0,37,0.53,72,8,3,9,4,25,27
63.0,7.42,3.31,2,39,41,0.0,10,0.75,80,62.0,5.28,6.55,2,51,51,0.5,58,3.21,76,13,4,20,7,36,22
74.0,3.88,3.0,2,33,59,1.8,36,0.6,38,69.0,2.23,2.24,2,44,50,0.0,26,1.44,58,21,11,9,6,29,24
69.0,1.99,2.33,4,46,62,0.0,30,1.9,45,71.0,3.5,3.47,4,57,57,1.4,44,5.2,61,12,4,11,3,30,26
76.0,4.31,3.52,0,41,57,0.7,15,0.32,63,73.0,3.62,3.28,2,54,54,0.0,55,2.3,79,12,6,12,3,24,24
74.0,2.7,2.44,2,47,51,0.3,52,1.52,57,74.0,2.83,1.59,4,46,50,0.6,60,1.02,53,32,15,26,14,43,36
78.0,2.44,1.9,4,42,53,0.5,53,2.69,84,73.0,3.1,2.23,2,46,58,0.7,7,0.36,53,14,8,10,6,28,31
76.0,4.26,2.25,2,45,40,0.2,29,0.87,51,73.0,3.62,2.71,2,53,49,0.1,40,0.6,63,28,13,12,7,34,33
74.0,3.63,2.7,5,42,52,0.7,66,1.36,50,73.0,1.99,1.71,2,39,63,1.2,31,1.42,63,11,5,15,8,28,32
73.0,4.02,4.27,2,39,64,0.0,44,0.54,60,74.0,1.86,2.89,4,40,63,0.2,44,2.13,58,28,3,14,3,27,30
71.0,2.98,3.09,2,40,58,0.4,38,1.18,65,70.0,3.14,2.04,2,44,53,0.8,30,0.59,36,28,17,15,7,27,29
73.0,3.23,2.32,2,38,47,1.5,7,0.37,35,67.0,3.55,2.46,2,33,59,0.9,43,1.45,70,14,6,15,8,26,27
73.0,2.77,2.99,2,34,58,0.2,50,2.4,62,71.0,3.51,5.39,2,69,51,0.0,50,2.82,66,20,4,9,4,26,26
70.0,2.96,3.42,4,43,68,0.0,20,2.43,0,68.0,2.31,2.0,2,40,62,1.5,42,3.83,62,12,7,24,7,31,29
72.0,2.14,1.8,4,38,65,0.4,80,0.83,81,72.0,2.98,2.88,5,38,57,0.2,41,2.04,60,28,9,16,8,31,28
65.0,3.98,3.2,2,53,52,2.3,27,2.32,33,65.0,2.17,2.94,2,44,56,0.1,36,3.01,52,33,5,19,8,31,25
76.0,1.4,3.78,2,53,72,1.1,74,4.16,83,69.0,3.99,3.49,4,45,53,0.3,46,3.83,63,26,2,18,8,32,30
74.0,1.1,3.08,4,43,62,0.4,59,3.81,66,75.0,2.42,2.14,2,37,63,0.0,44,2.98,73,29,14,24,8,36,34
74.0,4.16,3.57,4,45,60,0.0,66,0.71,65,76.0,2.8,3.75,2,42,62,0.4,47,1.77,88,28,14,18,4,31,24
73.0,2.27,1.79,2,36,63,0.4,48,2.46,64,74.0,2.58,2.5,2,49,57,0.5,41,1.21,92,19,10,19,4,36,31
65.0,3.09,2.85,2,42,52,0.3,36,2.51,65,66.0,2.3,3.53,4,46,62,1.4,63,4.28,51,14,5,16,9,28,27
70.0,3.54,5.35,4,39,61,1.0,33,1.83,80,73.0,4.23,4.34,2,46,53,1.3,36,1.21,73,18,8,36,13,32,30
78.0,2.99,2.13,2,40,52,1.1,27,2.1,30,77.0,3.13,3.33,2,49,44,1.2,48,2.2,59,28,9,26,14,32,33
73.0,2.14,2.32,4,49,56,0.1,23,1.7,61,71.0,2.17,3.8,4,41,62,0.9,48,2.53,63,51,17,19,9,33,29
68.0,2.09,3.16,2,40,66,0.2,55,3.16,69,69.0,3.06,2.57,2,39,51,0.6,100,0.2,37,17,6,9,4,24,29
71.0,0.58,0.53,4,34,66,0.0,0,0.0,20,71.0,1.56,1.28,4,42,48,2.8,63,2.36,37,25,7,19,5,33,32
69.0,2.91,3.88,2,37,65,0.4,40,0.85,67,70.0,3.82,2.43,2,31,57,0.2,45,0.88,48,18,5,13,6,20,27
74.0,5.44,5.61,2,59,45,1.7,28,1.67,0,76.0,5.34,4.26,2,42,55,0.0,23,0.53,83,8,5,17,11,32,28
76.0,3.78,4.62,4,45,53,1.4,30,1.19,42,70.0,2.64,1.92,2,32,66,0.7,47,2.91,81,21,12,14,8,28,34
68.0,3.55,2.5,2,44,64,0.8,20,0.75,0,69.0,1.51,2.96,0,51,47,0.9,52,2.6,28,2,5,10,3,36,24
71.0,1.94,1.85,0,29,58,2.0,62,3.38,100,69.0,1.68,3.13,0,52,65,0.0,47,2.64,64,7,0,11,4,26,28
70.0,8.2,2.27,0,23,33,0.0,0,0.0,50,73.0,4.43,4.83,0,53,57,1.9,36,1.27,50,2,1,3,3,34,27
67.0,3.33,3.39,2,45,64,0.9,26,1.14,64,69.0,5.31,3.3,0,31,54,0.1,20,1.51,41,10,8,23,17,25,31
71.0,3.19,4.11,2,44,66,0.3,36,1.85,63,68.0,4.91,3.25,2,45,50,0.0,28,0.7,86,12,8,14,7,30,31
69.0,2.31,1.91,2,54,58,0.5,46,2.97,33,67.0,1.61,1.59,2,36,52,2.1,32,2.92,22,21,8,26,10,31,29
77.0,2.68,2.96,4,38,61,0.2,33,0.35,76,75.0,1.52,2.08,2,46,59,0.1,41,1.83,66,13,7,14,3,30,27
75.0,4.02,4.24,0,32,60,0.0,33,0.14,68,70.0,4.14,4.44,4,39,53,0.1,17,0.96,62,12,6,21,9,26,25
68.0,3.2,2.38,2,36,59,0.2,20,0.24,62,64.0,2.96,1.99,2,36,55,2.1,33,1.06,40,10,5,11,5,24,29
72.0,2.9,2.81,2,43,51,0.2,55,0.51,64,80.0,3.09,2.89,2,45,50,0.8,29,0.82,66,13,14,19,10,39,34
75.0,2.99,4.04,2,51,62,0.2,37,2.75,58,76.0,2.68,3.63,2,50,55,0.8,48,2.17,47,18,9,26,11,32,32
74.0,1.39,2.82,2,43,71,0.4,44,3.37,80,75.0,3.77,2.27,2,43,53,1.1,22,2.03,33,23,5,15,10,30,41
74.0,3.54,2.72,2,52,59,0.2,0,0.0,76,81.0,2.68,2.47,2,57,48,0.0,47,2.2,66,8,7,22,5,34,36
77.0,3.44,3.36,2,42,56,0.0,35,1.02,60,73.0,2.72,2.21,5,50,46,0.4,50,2.83,57,11,6,18,8,27,34
64.0,3.18,2.9,2,36,46,0.0,23,1.14,78,64.0,4.28,4.47,2,44,60,0.0,20,0.37,84,16,13,11,4,32,30
68.0,3.27,3.37,2,37,57,0.1,57,1.46,70,70.0,6.55,4.52,2,37,59,0.2,18,0.18,60,21,11,18,14,30,30
74.0,3.48,3.52,4,42,62,0.3,36,1.36,52,73.0,2.78,2.27,2,40,56,1.6,15,1.05,58,13,3,9,3,34,26
66.0,2.16,3.56,4,51,55,0.5,63,3.42,82,69.0,4.09,3.69,2,46,57,1.0,45,3.0,31,11,5,10,5,21,30
69.0,2.27,1.18,2,46,56,0.3,37,3.0,66,77.0,1.81,2.84,4,44,58,0.1,40,1.39,85,14,2,21,4,26,24
72.0,3.03,1.81,2,31,59,0.1,52,3.72,66,73.0,8.53,1.47,2,29,29,0.0,0,0.0,100,15,6,7,2,26,24
65.0,2.52,3.46,4,33,63,0.6,31,1.53,65,66.0,1.66,3.43,2,54,67,0.5,56,3.35,65,28,5,27,3,29,27
67.0,2.59,2.65,2,40,64,0.8,30,1.54,58,71.0,0.4,0.0,2,0,50,0.0,0,0.0,0,35,11,1,1,34,48
70.0,2.76,2.69,2,42,57,1.4,66,1.09,52,67.0,2.59,2.65,2,40,64,0.8,30,1.54,58,17,4,35,11,22,34
66.0,2.35,2.78,2,49,67,0.3,55,4.13,100,68.0,3.09,3.47,2,50,49,1.3,34,3.59,44,18,5,30,10,28,29
70.0,3.44,3.39,2,48,57,0.6,37,1.2,46,71.0,5.39,2.84,2,39,54,2.0,45,2.39,54,22,12,28,16,33,29
74.0,1.86,2.89,4,40,63,0.2,44,2.13,58,75.0,3.8,4.86,2,35,61,0.4,21,1.71,63,14,3,20,9,30,29
71.0,1.96,2.57,2,42,62,0.2,38,2.95,63,75.0,4.16,4.01,2,43,60,0.1,44,0.49,80,17,10,20,8,34,27
71.0,3.7,4.95,2,49,63,0.3,29,1.12,74,74.0,2.57,2.57,2,36,50,1.1,37,3.08,55,24,10,31,19,27,30
66.0,3.41,3.37,2,40,65,0.7,45,2.61,59,64.0,2.24,1.94,4,43,62,0.3,30,3.71,56,15,12,19,8,31,30
70.0,4.08,4.17,2,28,57,0.1,38,0.63,77,72.0,2.5,1.74,5,34,67,2.5,25,2.5,14,21,12,14,4,29,26
68.0,3.86,3.9,2,47,51,0.9,43,3.09,27,70.0,2.31,2.65,2,41,59,0.4,45,2.18,40,11,5,15,8,31,30
65.0,5.72,3.81,2,32,59,0.0,58,4.21,75,64.0,2.21,1.34,2,39,66,0.7,33,1.42,35,9,4,8,5,27,34
77.0,1.98,3.04,4,62,61,0.8,77,0.52,69,78.0,3.25,3.14,2,42,51,1.0,50,3.82,73,34,10,14,5,38,29
68.0,4.14,4.17,2,52,44,4.8,68,6.26,50,65.0,2.71,1.93,2,41,50,1.6,31,2.06,52,12,2,18,7,26,27
78.0,2.11,3.2,2,50,57,1.4,55,1.26,55,79.0,4.31,2.93,2,41,42,0.2,68,1.21,75,35,8,18,7,36,31
71.0,2.89,2.78,4,40,59,2.0,42,1.77,47,73.0,1.85,1.29,2,33,61,1.5,32,2.34,20,31,13,14,9,30,35
68.0,3.38,2.94,2,47,62,0.6,68,3.21,80,72.0,3.97,5.51,4,49,56,1.2,37,1.55,61,24,11,25,6,26,24
79.0,3.57,3.31,2,50,53,0.2,38,0.75,69,74.0,2.87,2.87,4,42,52,0.8,41,1.14,53,16,9,22,11,29,33
71.0,2.51,1.95,4,31,63,0.8,53,4.08,92,73.0,3.92,4.22,4,37,58,0.1,45,0.52,78,40,14,20,15,30,27
70.0,2.67,3.87,2,32,65,0.3,32,0.87,65,67.0,2.83,2.13,2,41,55,0.7,34,3.26,69,23,11,18,11,34,32
73.0,3.23,2.91,2,40,49,0.3,61,1.32,62,71.0,3.08,2.15,2,50,51,0.4,49,2.7,53,24,8,23,12,29,30
75.0,3.96,4.92,2,54,65,0.0,45,1.85,78,75.0,5.84,4.01,2,35,42,0.0,50,1.04,66,8,3,24,12,22,34
72.0,3.58,4.25,2,42,57,0.4,100,0.36,60,71.0,2.97,3.76,2,44,53,0.0,66,0.59,65,14,6,18,6,31,27
70.0,3.06,4.05,5,47,62,0.1,36,0.52,84,77.0,5.07,4.45,2,41,51,0.2,100,0.23,73,16,7,13,7,28,29
70.0,2.31,3.15,2,61,52,0.0,42,1.27,55,69.0,2.01,2.04,2,44,50,1.1,48,3.63,63,8,3,35,10,25,36
71.0,3.92,1.87,2,44,41,0.3,20,1.59,28,71.0,4.8,3.92,2,50,41,0.0,0,0.0,100,18,7,11,4,33,32
66.0,4.68,0.14,2,33,30,0.0,0,0.0,0,73.0,2.55,2.7,2,44,59,1.2,64,2.46,71,28,9,16,8,29,27
69.0,4.45,6.66,2,44,62,0.4,83,0.24,85,76.0,9.93,4.43,5,27,46,0.0,0,0.0,0,21,5,19,6,23,24
76.0,2.09,1.48,2,28,51,0.0,20,1.36,33,66.0,2.47,2.64,2,40,61,0.8,75,1.88,76,18,4,23,8,30,33
67.0,2.45,1.1,2,60,49,0.0,81,3.38,0,71.0,0.53,1.67,2,69,33,2.0,0,0.0,14,4,1,5,1,28,36
71.0,2.07,2.72,5,38,66,0.5,33,0.49,57,73.0,3.03,2.98,2,39,64,0.0,63,1.34,88,18,10,27,6,31,26
71.0,3.82,1.33,2,21,51,2.2,37,0.93,50,67.0,4.14,2.99,2,38,51,1.9,83,3.2,55,12,3,8,5,25,27
69.0,3.17,2.08,2,37,58,1.2,22,2.38,50,70.0,1.68,1.75,2,40,53,0.8,45,2.11,52,13,6,15,8,31,28
77.0,2.43,4.18,4,48,56,1.1,30,0.67,68,73.0,2.73,2.19,2,35,54,0.3,42,0.4,65,16,5,13,5,30,35
72.0,2.74,3.53,2,46,63,0.1,42,0.27,79,74.0,2.76,3.0,2,40,55,0.0,27,1.03,77,18,5,17,7,28,27
67.0,3.03,5.37,2,41,65,1.0,37,1.68,86,70.0,4.28,3.51,4,37,61,0.0,22,0.75,66,17,4,13,5,28,30
77.0,2.91,3.39,4,45,54,0.5,29,2.8,100,73.0,3.21,3.71,4,49,60,0.0,31,1.79,78,20,7,13,4,30,37
66.0,2.55,2.57,2,43,56,1.1,23,0.62,44,65.0,2.17,2.94,2,44,56,0.1,36,3.01,52,19,7,19,8,30,26
67.0,3.55,2.46,2,33,59,0.9,43,1.45,70,74.0,3.88,3.0,2,33,59,1.8,36,0.6,38,15,8,21,11,28,30
75.0,1.62,3.05,2,44,62,1.1,62,5.32,55,70.0,3.32,2.68,2,42,51,1.0,26,2.14,27,10,6,9,5,26,31
68.0,5.6,5.56,2,47,45,0.0,12,0.2,58,73.0,2.97,3.67,2,49,51,0.2,38,1.62,85,14,6,11,2,36,28
75.0,3.31,3.29,2,55,51,0.7,32,1.7,60,78.0,3.67,1.9,2,35,53,0.0,100,0.95,87,15,10,4,2,33,33
65.0,5.72,3.81,2,32,59,0.0,58,4.21,75,68.0,3.47,4.22,2,46,53,2.1,34,1.65,30,9,4,16,6,28,23
72.0,2.55,3.29,2,45,56,0.4,60,4.0,22,72.0,4.04,3.72,2,48,46,0.9,0,0.0,27,12,2,8,3,32,34
72.0,1.55,1.52,2,56,46,0.0,42,4.23,72,72.0,2.66,3.95,4,49,60,0.9,34,1.77,80,19,8,17,4,33,25
70.0,1.79,2.93,4,45,63,0.8,45,2.4,63,71.0,2.12,2.59,2,47,64,1.3,39,1.92,54,23,5,21,8,31,36
76.0,2.94,2.12,2,45,57,1.1,39,2.8,66,80.0,3.69,4.95,2,52,56,0.0,37,2.2,73,17,11,19,3,35,32
73.0,4.23,4.34,2,46,53,1.3,36,1.21,73,72.0,2.14,1.8,4,38,65,0.4,80,0.83,81,36,13,28,9,31,32
71.0,2.8,3.27,2,36,53,1.3,35,2.52,58,71.0,2.98,3.09,2,40,58,0.4,38,1.18,65,25,8,28,17,30,28
73.0,2.86,3.98,4,48,64,0.8,75,0.53,58,69.0,2.91,3.88,2,37,65,0.4,40,0.85,67,15,12,18,5,26,21
68.0,2.93,3.06,2,41,62,0.1,60,1.94,82,69.0,3.51,3.41,2,29,70,0.1,28,0.28,86,20,11,24,13,35,30
66.0,2.46,2.58,2,41,64,0.4,40,0.77,72,74.0,1.62,1.43,2,41,64,1.4,20,1.06,18,14,7,21,11,29,33
69.0,5.51,2.72,2,28,64,0.0,0,0.0,0,67.0,3.2,3.05,2,38,57,0.0,6,0.22,50,14,6,8,4,28,32
72.0,2.98,2.88,5,38,57,0.2,41,2.04,60,71.0,2.99,1.68,2,39,53,1.0,27,2.58,0,16,8,9,4,29,33
74.0,4.13,3.2,2,39,64,0.5,33,0.96,75,73.0,2.42,3.53,2,39,57,0.7,20,1.37,38,6,4,17,7,25,33
77.0,2.45,4.86,2,57,44,1.9,38,1.06,52,77.0,2.68,2.96,4,38,61,0.2,33,0.35,76,26,7,13,7,22,31
67.0,2.59,2.65,2,40,64,0.8,30,1.54,58,70.0,3.9,3.78,2,36,57,0.5,41,1.49,91,35,11,36,9,35,27
70.0,3.18,3.47,2,44,65,0.1,65,0.64,91,71.0,2.66,2.88,2,45,59,1.0,32,1.63,47,28,6,19,8,28,32
79.0,3.84,2.18,4,47,38,2.0,40,2.02,54,80.0,2.15,3.54,2,62,59,0.9,53,1.39,73,18,11,45,18,35,34
65.0,3.09,2.85,2,42,52,0.3,36,2.51,65,67.0,4.27,5.36,2,40,56,0.6,58,0.56,67,14,5,31,9,29,24
72.0,2.55,2.92,2,34,58,0.8,53,3.49,66,70.0,2.31,2.65,2,41,59,0.4,45,2.18,40,21,11,15,8,30,31
74.0,2.39,1.88,4,43,45,0.4,40,3.92,66,68.0,3.77,5.43,2,50,70,0.0,0,0.0,87,15,2,17,6,31,29
67.0,3.77,2.73,2,28,63,0.0,45,3.0,36,63.0,2.23,3.35,4,43,61,0.8,39,1.11,57,18,7,17,8,29,33
72.0,2.32,2.11,4,44,63,0.5,44,3.71,83,73.0,4.41,4.01,2,44,50,0.0,7,0.15,43,10,4,17,9,33,32
77.0,3.18,3.9,2,42,52,0.9,42,3.23,74,70.0,4.44,4.06,2,40,61,0.2,18,0.64,74,18,5,14,6,22,27
77.0,3.44,3.36,2,42,56,0.0,35,1.02,60,78.0,5.32,3.51,2,23,57,0.0,0,0.0,58,11,6,8,3,28,23
73.0,2.45,2.7,2,36,59,1.1,25,0.68,64,70.0,3.05,4.4,2,49,54,0.2,57,0.67,89,17,5,20,2,25,30
80.0,2.22,3.86,2,46,56,0.3,46,2.62,60,71.0,4.1,2.23,2,39,59,0.0,17,0.75,90,21,8,15,5,27,32
76.0,1.21,3.75,2,50,68,1.1,60,1.59,59,74.0,1.57,2.59,4,53,61,0.4,65,1.21,75,42,6,24,8,29,36
72.0,2.81,2.54,2,46,62,1.4,38,2.46,60,78.0,1.64,2.22,2,42,59,0.6,36,1.79,73,26,8,23,10,35,33
71.0,12.92,0.46,4,33,9,0.0,0,0.0,0,74.0,4.18,2.5,2,48,49,1.4,35,0.85,56,17,10,19,9,29,30
75.0,3.8,3.56,2,35,57,0.2,19,1.16,82,75.0,2.77,3.26,2,42,63,0.3,50,1.93,66,13,5,19,7,28,30
69.0,2.23,2.24,2,44,50,0.0,26,1.44,58,74.0,3.03,3.21,2,50,54,2.8,42,2.77,58,9,6,28,8,25,25
72.0,3.93,3.39,2,36,59,1.8,0,0.0,70,72.0,3.61,2.56,2,33,58,0.9,11,0.44,20,11,5,13,6,29,37
73.0,2.91,3.41,2,49,59,0.6,16,1.56,75,71.0,5.61,3.5,2,36,57,0.3,16,0.44,80,26,5,12,9,34,34
70.0,2.47,3.09,4,44,60,0.5,45,1.08,61,72.0,2.73,3.09,4,46,59,0.3,40,0.67,61,24,7,19,8,36,29
65.0,3.04,1.83,4,29,55,0.6,42,5.15,47,71.0,2.79,2.72,4,45,49,0.8,62,1.44,60,23,10,35,10,29,34
73.0,2.66,2.37,2,45,64,0.7,47,0.93,41,71.0,3.19,4.11,2,44,66,0.3,36,1.85,63,18,10,12,8,26,31
73.0,3.34,3.76,2,42,58,0.0,20,0.2,75,78.0,2.63,1.93,2,38,50,0.9,68,2.0,81,17,4,21,8,23,32
68.0,2.04,2.28,2,35,68,0.0,56,3.03,100,68.0,4.43,3.96,2,38,58,0.0,50,0.65,65,18,4,26,3,23,29
66.0,2.06,2.37,2,44,47,0.5,64,4.67,66,68.0,4.14,4.17,2,52,44,4.8,68,6.26,50,11,5,12,2,34,27
72.0,2.75,4.25,2,52,56,0.5,44,1.95,77,76.0,3.35,4.26,2,50,55,0.1,41,4.49,28,22,2,10,7,35,34
72.0,2.01,1.82,4,43,63,1.0,25,2.49,61,76.0,2.8,3.75,2,42,62,0.4,47,1.77,88,28,9,18,4,37,25
74.0,2.84,2.74,2,45,60,1.5,35,1.8,70,75.0,2.39,2.02,2,51,40,4.8,46,3.03,40,27,14,16,9,39,26
73.0,3.7,4.77,2,39,61,0.0,57,0.36,84,75.0,2.73,3.93,2,44,59,0.0,45,0.36,78,21,5,15,4,24,31
68.0,4.18,4.27,2,46,55,0.8,33,0.74,32,66.0,3.39,3.79,2,38,59,0.7,45,0.46,59,19,10,15,7,30,28
65.0,6.17,5.29,2,42,57,1.1,21,0.92,81,66.0,2.35,3.32,2,41,68,0.3,38,1.54,80,18,4,27,7,28,32
71.0,1.95,4.85,2,50,66,0.8,29,1.91,51,71.0,2.54,2.47,2,31,63,0.4,38,1.85,58,18,3,12,6,25,27
64.0,2.96,1.99,2,36,55,2.1,33,1.06,40,64.0,2.24,1.94,4,43,62,0.3,30,3.71,56,11,5,19,8,30,31
71.0,2.82,2.33,4,42,47,1.0,42,1.02,81,71.0,3.38,2.19,2,33,59,1.6,36,2.49,11,16,6,15,7,26,32
69.0,1.6,1.64,2,29,67,0.3,0,0.0,31,70.0,3.89,2.79,2,40,59,0.0,33,0.89,50,10,5,8,2,29,31
76.0,1.89,2.12,4,49,58,0.6,43,2.93,71,75.0,1.8,3.4,2,40,62,0.9,43,2.61,60,22,4,17,2,33,27
72.0,2.27,3.17,4,46,53,0.0,0,0.0,77,71.0,1.88,1.28,4,48,53,0.8,30,1.75,69,8,5,9,9,28,24
79.0,2.79,3.55,5,50,64,0.7,0,0.0,55,75.0,3.3,2.87,4,50,47,0.1,38,1.97,76,9,5,18,7,36,30
64.0,2.76,2.78,2,37,65,1.0,28,0.56,38,70.0,2.12,2.42,2,42,65,0.6,56,2.55,54,25,12,27,9,32,31
69.0,2.0,3.53,2,51,48,0.3,16,1.33,57,73.0,3.63,2.26,4,41,53,0.0,38,2.0,78,18,6,12,6,33,27
70.0,6.55,4.52,2,37,59,0.2,18,0.18,60,66.0,2.07,3.47,2,47,70,1.0,33,0.81,72,18,14,14,11,31,32
72.0,1.63,1.32,2,26,44,0.0,0,0.0,33,71.0,2.6,1.0,2,41,71,0.0,0,0.0,0,2,2,2,4,23,29
67.0,3.08,1.6,2,28,59,0.9,11,0.47,66,68.0,2.98,3.37,2,45,54,0.0,22,1.45,63,17,3,6,3,28,28
79.0,3.44,4.02,2,40,51,0.4,39,1.56,85,79.0,3.97,3.43,2,54,49,0.4,18,0.53,70,18,6,17,6,27,34
68.0,1.85,2.96,2,40,66,0.2,63,1.3,61,73.0,3.92,4.22,4,37,58,0.1,45,0.52,78,48,15,20,15,31,28
68.0,4.63,3.02,2,31,55,0.4,44,2.47,58,64.0,3.79,3.56,2,41,58,1.6,27,0.78,53,26,14,16,13,36,35
73.0,2.77,2.99,2,34,58,0.2,50,2.4,62,72.0,3.33,1.71,5,57,49,0.9,55,1.72,66,20,4,17,5,27,26
73.0,3.09,2.29,2,40,55,0.5,30,1.85,100,81.0,1.78,4.06,4,71,60,0.2,83,1.17,53,15,7,20,10,31,41
74.0,5.62,2.99,2,39,63,2.3,83,3.87,44,77.0,3.87,4.43,2,36,59,0.4,42,0.63,63,11,4,8,3,31,26
71.0,2.17,2.8,4,51,45,2.1,33,3.32,50,76.0,4.31,3.52,0,41,57,0.7,15,0.32,63,14,1,12,6,32,25
74.0,2.53,2.53,2,49,52,3.0,0,0.0,100,77.0,2.86,1.52,2,42,49,0.6,15,0.86,22,14,6,25,8,28,34
64.0,3.16,2.34,2,26,68,0.0,21,1.76,60,63.0,6.42,2.34,2,37,48,1.1,40,0.57,31,22,12,6,4,31,30
74.0,4.16,3.57,4,45,60,0.0,66,0.71,65,69.0,3.99,3.49,4,45,53,0.3,46,3.83,63,28,14,18,8,32,31
74.0,2.58,2.5,2,49,57,0.5,41,1.21,92,75.0,2.34,3.56,2,39,57,1.2,55,0.58,36,19,4,30,13,32,30
72.0,2.91,2.75,4,38,57,0.9,25,1.62,47,73.0,2.16,2.94,2,42,66,0.3,55,2.16,50,31,12,17,4,33,26
71.0,3.35,3.02,4,46,53,0.5,48,1.69,77,72.0,1.8,2.45,2,36,56,1.2,29,2.83,35,34,10,29,7,36,35
77.0,2.45,4.86,2,57,44,1.9,38,1.06,52,80.0,2.86,2.59,4,46,44,0.6,40,1.34,65,26,7,24,13,22,31
71.0,3.01,3.75,4,43,59,0.1,35,0.8,62,71.0,2.17,3.8,4,41,62,0.9,48,2.53,63,16,5,19,9,23,30
67.0,3.33,3.39,2,45,64,0.9,26,1.14,64,62.0,5.28,6.55,2,51,51,0.5,58,3.21,76,10,8,20,7,26,23
66.0,3.07,4.42,2,46,59,1.1,40,3.89,82,71.0,3.5,3.47,4,57,57,1.4,44,5.2,61,18,9,11,3,28,27
75.0,4.02,4.24,0,32,60,0.0,33,0.14,68,72.0,3.03,1.81,2,31,59,0.1,52,3.72,66,12,6,15,6,27,27
70.0,2.42,2.65,2,42,64,0.0,22,0.97,41,71.0,2.12,2.08,2,32,63,0.0,58,2.32,66,12,2,8,4,33,27
70.0,3.82,2.43,2,31,57,0.2,45,0.88,48,66.0,2.16,3.56,4,51,55,0.5,63,3.42,82,13,6,11,5,28,22
76.0,3.62,4.34,2,35,64,0.5,57,1.37,81,75.0,1.98,1.64,4,44,56,1.4,50,0.93,50,20,3,21,8,23,31
69.0,2.51,2.99,2,43,47,2.0,25,1.46,48,69.0,1.99,2.33,4,46,62,0.0,30,1.9,45,18,11,12,4,29,31
74.0,2.7,2.44,2,47,51,0.3,52,1.52,57,76.0,2.68,3.63,2,50,55,0.8,48,2.17,47,32,15,26,11,44,33
78.0,2.44,1.9,4,42,53,0.5,53,2.69,84,76.0,2.58,2.65,2,47,54,1.2,54,3.55,62,14,8,18,10,29,31
75.0,2.58,2.4,2,41,61,0.4,25,1.1,86,70.0,2.88,3.06,0,35,64,0.0,26,1.98,77,17,4,22,5,34,28
76.0,5.34,4.26,2,42,55,0.0,23,0.53,83,75.0,4.31,5.29,2,58,53,0.6,57,0.44,61,17,11,22,9,29,34
