weight_class,f1_reach,f1_stance,f1_weight,f2_reach,f2_stance,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,slpm_diff,sapm_diff,stk_atk_diff,stk_def_diff,stk_acc_diff,td_acc_diff,td_def_diff
6,73.0,2,155.0,71.0,2,155.0,13,2,0,17,10,0,25,34,72,69,-2.04,-0.06000000000000005,-16,-11,-16,-22,-30
2,69.0,2,145.0,74.0,2,145.0,9,6,0,14,5,0,24,25,68,71,0.8000000000000003,-1.48,3,0,3,-10,42
7,71.0,2,205.0,73.0,2,185.0,12,2,0,17,9,0,32,31,71,73,-0.6799999999999997,0.9799999999999995,-1,-7,-1,34,-43
0,66.0,2,125.0,66.0,4,135.0,14,11,1,19,6,4,31,26,66,67,2.6,-0.73,24,19,24,22,72
3,66.0,2,125.0,64.0,2,125.0,9,4,0,22,12,0,30,30,66,64,0.38000000000000034,0.4099999999999997,-1,0,-1,-21,-60
11,68.0,2,135.0,66.0,2,125.0,12,2,0,13,7,0,26,29,67,66,1.3900000000000001,1.63,-2,-17,-2,17,-15
5,74.0,2,185.0,74.0,4,185.0,32,15,0,24,8,0,43,35,71,73,-0.1499999999999999,1.1300000000000001,-6,-10,-6,-13,-18
0,67.0,2,135.0,64.0,2,145.0,35,11,0,25,12,0,34,31,66,66,-0.1299999999999999,-0.16999999999999993,3,-1,3,2,20
10,72.0,2,170.0,75.0,2,170.0,33,13,1,20,9,0,30,29,71,71,-1.5700000000000003,-0.16999999999999993,11,-3,11,13,-17
10,74.0,4,170.0,73.0,2,170.0,28,14,0,19,10,0,31,36,71,70,1.7799999999999998,1.8900000000000001,9,-3,9,18,1
4,82.0,2,240.0,78.0,2,245.0,17,7,0,11,5,0,36,30,76,76,2.4699999999999998,0.31999999999999984,18,-2,18,20,-18
6,75.0,4,170.0,72.0,2,155.0,16,4,0,17,6,0,26,29,73,68,0.009999999999999787,0.45999999999999996,3,-16,3,-52,-5
2,70.0,2,145.0,66.0,2,155.0,15,5,0,18,9,0,32,27,68,66,-0.33000000000000007,-0.3799999999999999,7,-3,7,-3,0
6,70.0,2,155.0,76.0,2,155.0,21,12,1,7,3,0,29,29,69,69,1.4100000000000001,1.25,-26,3,-26,13,27
10,73.0,2,170.0,74.0,2,170.0,9,3,0,15,5,0,28,29,71,70,-2.66,0.31999999999999984,-17,4,-17,-26,-43
10,80.0,2,170.0,75.0,2,170.0,21,8,0,7,3,0,26,27,75,73,2.73,-2.11,26,11,26,39,40
10,73.0,2,170.0,73.0,2,170.0,6,3,0,9,3,0,22,23,72,71,-1.65,1.9699999999999998,-4,-1,-4,35,-12
5,74.0,2,205.0,74.0,2,205.0,35,12,1,12,6,0,37,33,71,73,-0.48999999999999977,-0.45999999999999996,-2,1,-2,41,2
4,84.0,2,265.0,72.0,2,265.0,33,12,0,13,14,1,25,39,83,70,0.31999999999999984,1.1,4,-5,4,-5,-9
6,72.0,4,170.0,70.0,4,155.0,31,12,0,35,14,0,32,35,70,67,-1.06,-0.6099999999999999,-3,-3,-3,-40,-16
7,71.0,4,185.0,75.0,4,170.0,34,10,1,35,12,0,35,32,69,74,0.96,1.1,8,-7,8,9,-7
2,67.0,2,135.0,67.0,2,155.0,26,10,0,19,10,2,29,32,66,67,-1.7699999999999998,-1.89,-4,-2,-4,-18,-36
10,73.0,2,170.0,76.0,4,170.0,24,8,1,22,4,1,29,32,71,74,0.79,1.34,-9,-9,-9,18,-9
7,74.0,2,185.0,73.0,4,185.0,17,7,0,19,7,0,26,32,73,72,-1.2400000000000002,-0.9500000000000002,-3,-9,-3,-16,7
0,68.0,2,135.0,68.0,2,135.0,21,10,0,21,11,2,29,30,68,67,-0.8400000000000003,0.33999999999999986,-3,-3,-3,-32,10
6,73.0,4,155.0,72.0,2,155.0,12,6,1,13,6,0,26,36,71,69,-0.30000000000000027,0.020000000000000018,8,-5,8,27,58
0,73.0,2,135.0,73.0,4,145.0,16,8,0,15,12,0,26,25,69,70,-1.2799999999999998,-0.31000000000000005,-4,-5,-4,-11,13
10,77.0,2,170.0,73.0,2,185.0,13,7,1,9,2,1,28,30,75,72,-0.21999999999999975,0.6600000000000001,-10,-11,-10,87,73
10,76.0,4,185.0,76.0,2,185.0,26,9,0,26,2,0,30,32,73,71,1.65,2.16,-11,-11,-11,-41,-23
10,69.0,4,185.0,75.0,2,170.0,18,8,0,30,13,0,30,29,69,74,-0.06999999999999984,1.6500000000000004,6,-4,6,-9,27
10,74.0,2,185.0,71.0,2,170.0,38,19,2,31,15,0,34,28,72,69,0.23999999999999977,-0.5100000000000002,10,-5,10,4,-16
7,76.0,2,185.0,74.0,4,185.0,24,13,0,13,3,0,27,34,74,72,0.04999999999999982,-0.52,2,-6,2,-17,5
6,78.0,2,155.0,77.0,4,155.0,9,3,0,9,4,0,30,27,74,72,1.3,1.3300000000000003,2,-3,2,-100,-27
10,71.0,2,170.0,75.0,2,170.0,24,11,0,24,12,0,33,34,71,72,-1.1999999999999997,-2.63,13,6,13,-30,-23
2,68.0,2,145.0,71.0,2,145.0,15,6,0,25,8,0,34,29,69,70,-0.2400000000000002,0.8200000000000003,-7,11,-7,-35,42
10,73.0,2,170.0,74.0,2,185.0,31,12,0,14,8,0,24,32,72,73,1.3200000000000003,-0.5100000000000002,8,20,8,4,19
6,72.0,5,155.0,68.0,2,155.0,16,8,0,17,6,0,28,28,68,68,-2.55,-0.79,-12,-13,-12,41,-27
10,71.0,4,170.0,76.0,2,155.0,19,9,0,18,4,0,29,29,69,75,2.32,0.08000000000000007,13,11,13,28,30
0,63.0,2,135.0,67.0,2,125.0,7,4,0,17,4,0,29,27,65,66,-3.4800000000000004,1.5500000000000003,12,-21,12,-12,-53
0,72.0,2,135.0,69.0,2,135.0,15,13,1,8,5,1,32,30,73,67,0.2400000000000002,-0.13999999999999968,-15,10,-15,34,34
5,73.0,2,205.0,76.0,2,185.0,15,7,0,42,6,2,30,28,70,74,-1.46,1.88,-10,-13,-10,-30,41
6,69.0,2,155.0,75.0,2,155.0,22,16,0,7,3,0,29,31,68,70,0.14000000000000012,1.2199999999999998,-5,8,-5,6,29
4,82.0,2,250.0,79.0,5,265.0,9,3,0,9,5,0,27,35,77,75,-1.25,0.20999999999999996,-3,-27,-3,42,45
0,68.0,2,135.0,70.0,4,135.0,26,14,0,13,5,0,35,29,66,66,-0.48999999999999977,0.34999999999999964,-6,-6,-6,22,-8
2,73.0,2,145.0,68.0,2,145.0,13,4,0,24,11,0,30,26,73,67,0.43000000000000016,-0.6799999999999997,-3,-12,-3,-43,-65
2,68.0,2,145.0,71.0,2,145.0,14,7,0,18,6,0,31,27,68,68,-0.5099999999999998,1.94,1,-3,1,-38,21
6,73.0,4,155.0,72.0,2,155.0,20,15,0,14,6,0,27,35,70,71,1.71,0.6099999999999999,-9,-8,-9,12,-11
7,77.0,2,185.0,78.0,0,170.0,16,7,1,4,2,0,30,28,74,74,-0.75,0.6499999999999999,4,-19,4,-68,16
10,74.0,2,170.0,76.0,2,170.0,5,2,0,13,2,1,26,27,74,74,-1.46,1.13,-11,-18,-11,-56,-50
2,74.0,4,155.0,71.0,4,135.0,21,4,0,7,5,0,25,28,69,64,1.2999999999999994,0.7899999999999996,13,-1,13,-38,-10
10,75.0,2,170.0,74.0,4,170.0,13,6,0,14,3,0,32,30,71,73,-1.61,0.039999999999999813,9,-4,9,6,-32
7,74.0,4,205.0,73.0,2,185.0,10,6,0,12,3,0,30,24,72,72,-0.7799999999999998,-1.21,-12,6,-12,-23,-22
10,71.0,2,170.0,74.0,4,185.0,6,2,0,9,3,0,28,35,71,71,0.3400000000000003,0.8300000000000001,-2,-10,-2,9,0
0,67.0,2,135.0,66.0,2,135.0,35,11,0,15,12,0,34,31,66,65,-0.7200000000000002,-0.8200000000000003,0,-1,0,-15,-1
7,79.0,2,185.0,71.0,4,185.0,16,9,0,16,5,0,29,22,72,69,-0.43999999999999995,0.56,7,-6,7,3,7
11,68.0,4,145.0,65.0,2,135.0,10,4,0,18,7,0,31,27,66,66,0.6399999999999999,-1.08,20,-3,20,34,-10
4,76.0,2,242.0,79.0,2,255.0,17,11,0,18,7,1,34,31,74,78,-0.81,-1.3699999999999997,4,15,4,-29,-9
7,75.0,4,185.0,75.0,4,185.0,21,8,0,5,2,0,30,32,75,69,0.5499999999999998,-0.75,3,21,3,-10,50
7,77.0,4,185.0,79.0,2,185.0,9,5,1,12,5,0,32,25,71,75,0.18999999999999995,1.2899999999999996,1,12,1,-11,-6
7,77.0,2,185.0,76.0,2,185.0,8,3,0,4,2,1,25,24,78,73,-1.9000000000000004,-3.66,-8,8,-8,26,13
7,72.0,2,185.0,73.0,5,185.0,3,1,1,18,8,0,27,34,72,73,-0.1299999999999999,3.22,20,-30,20,-25,-57
7,77.0,2,205.0,71.0,2,170.0,11,6,0,12,9,0,27,31,74,73,1.94,-0.9600000000000004,21,9,21,2,46
2,70.0,2,145.0,74.0,2,145.0,35,17,0,21,11,0,30,29,69,73,-0.33000000000000007,0.0900000000000003,-1,-2,-1,-5,15
2,71.0,2,145.0,67.0,2,145.0,12,8,1,15,8,0,30,27,68,68,1.6500000000000004,-0.3599999999999999,11,7,11,-7,-7
2,67.0,2,145.0,69.0,2,145.0,5,2,0,18,11,0,23,28,68,67,0.8499999999999996,0.3200000000000003,-8,20,-8,3,25
6,70.0,4,170.0,73.0,2,145.0,23,5,0,22,8,0,30,31,69,69,-0.5099999999999998,-0.7399999999999998,12,0,12,4,-8
4,79.0,4,264.0,72.0,2,235.0,18,11,0,22,2,0,34,34,75,71,-2.07,1.0899999999999999,-5,-18,-5,-4,-23
6,71.0,2,155.0,76.0,4,170.0,21,8,0,21,12,0,35,28,70,72,-2.0300000000000002,-1.6599999999999997,2,11,2,9,12
10,73.0,2,170.0,75.0,2,170.0,31,12,0,24,16,0,24,32,72,72,-0.3999999999999999,-0.03000000000000025,-10,13,-10,11,3
2,66.0,2,145.0,71.0,2,145.0,18,5,0,25,8,0,28,29,66,70,-0.4900000000000002,-0.44999999999999973,13,14,13,20,42
7,72.0,2,170.0,78.0,2,205.0,18,5,0,23,10,0,27,32,71,75,1.3099999999999996,1.1000000000000003,4,4,4,6,6
6,73.0,2,145.0,75.0,2,155.0,17,4,0,10,6,0,25,25,70,71,-0.10999999999999988,0.54,-2,4,-2,-7,-5
3,64.0,2,125.0,65.0,4,125.0,8,5,0,28,5,0,34,29,66,64,-2.12,-0.31000000000000005,6,3,6,2,-30
6,74.0,2,170.0,75.0,2,170.0,35,13,0,29,11,1,29,29,71,74,-0.54,-0.3999999999999999,2,4,2,14,15
0,67.0,2,135.0,67.0,2,125.0,8,4,0,17,4,0,31,27,66,66,-2.3200000000000003,0.17000000000000037,-3,-8,-3,-31,-36
6,75.0,2,155.0,68.0,2,155.0,16,9,0,11,5,0,33,31,73,69,0.040000000000000036,-1.4499999999999997,-1,14,-1,2,26
7,77.0,2,185.0,73.0,4,185.0,8,2,0,13,4,0,32,36,72,72,-1.77,-0.7199999999999998,-16,-2,-16,69,-18
5,84.0,2,205.0,74.0,4,205.0,25,1,0,29,14,1,26,36,76,73,1.2299999999999995,0.9299999999999997,14,3,14,-13,29
7,73.0,2,185.0,75.0,2,185.0,17,7,0,31,9,0,29,34,74,73,-1.63,0.3900000000000001,3,-6,3,-17,-8
4,72.0,2,263.0,82.0,2,240.0,23,14,0,29,9,2,37,38,72,76,-1.15,3.51,-20,-8,-20,-29,13
5,79.0,2,205.0,79.0,2,205.0,11,7,0,13,3,0,29,29,75,74,-0.71,2.64,-10,-4,-10,6,-6
6,71.0,4,155.0,74.0,2,155.0,31,13,0,31,19,0,30,30,68,72,0.20999999999999996,0.3200000000000003,4,9,4,5,-8
6,75.0,2,155.0,73.0,2,155.0,15,6,0,24,4,0,26,27,70,68,2.0100000000000002,3.05,1,-19,1,-8,13
5,80.0,4,205.0,76.0,2,205.0,24,13,0,17,11,0,30,28,75,75,-1.67,-2.48,4,-11,4,17,-18
11,62.0,2,135.0,66.0,2,135.0,10,6,1,11,5,0,24,33,65,66,-0.77,0.8300000000000001,6,-19,6,-64,-46
0,68.0,2,135.0,71.0,2,135.0,21,10,0,19,13,1,29,30,68,70,-2.0000000000000004,1.8599999999999999,-16,-9,-16,-37,18
2,69.0,2,145.0,72.0,5,155.0,19,11,1,14,4,0,34,26,70,72,1.03,2.29,-10,-15,-10,1,28
2,70.0,2,145.0,70.0,2,155.0,23,13,0,17,7,0,26,27,71,71,-1.2999999999999998,-1.3200000000000003,-1,8,-1,-15,10
7,77.0,4,205.0,74.0,4,185.0,16,5,0,26,14,0,29,36,75,72,2.59,-0.3999999999999999,2,6,2,-30,15
7,72.0,2,185.0,76.0,2,185.0,26,8,0,24,13,0,34,27,73,74,-1.0299999999999998,-0.1499999999999999,2,6,2,19,3
6,70.0,4,155.0,70.0,4,170.0,18,8,1,29,12,0,32,29,70,68,1.7799999999999998,0.26000000000000023,-6,-1,-6,-6,20
7,76.0,2,185.0,73.0,2,170.0,21,9,1,13,6,0,31,27,72,71,2.27,-0.1200000000000001,11,9,11,29,27
2,69.0,2,155.0,68.0,2,155.0,23,6,1,30,10,2,29,29,68,68,-1.3900000000000001,0.2200000000000002,-9,6,-9,5,32
6,70.0,4,155.0,71.0,2,155.0,24,7,0,9,4,0,35,32,69,70,1.41,-0.52,5,7,5,18,61
6,72.0,2,155.0,71.0,4,155.0,8,3,0,40,14,0,30,30,71,70,0.7,-0.21999999999999975,18,10,18,-22,-14
10,73.0,2,170.0,67.0,2,170.0,15,8,0,26,3,0,32,32,71,66,-0.73,-0.5000000000000002,-8,5,-8,-5,13
0,66.0,2,125.0,71.0,4,135.0,27,9,1,35,10,0,33,33,65,69,0.2799999999999998,3.3099999999999996,-15,8,-15,-39,23
5,75.0,2,205.0,70.0,2,205.0,22,9,0,13,5,0,33,35,73,71,3.46,-2.16,11,19,11,29,31
3,66.0,2,125.0,67.0,2,135.0,10,3,0,31,9,0,23,23,66,63,-4.12,0.4800000000000004,-19,-3,-19,-33,-67
3,67.0,2,125.0,63.0,4,125.0,23,6,0,17,8,0,28,32,65,63,-1.9700000000000002,0.0,-5,4,-5,0,29
6,70.0,2,145.0,72.0,4,145.0,8,5,0,16,3,0,29,25,70,72,2.0,1.6100000000000003,13,-3,13,33,-76
4,77.0,2,240.0,80.0,2,264.0,14,3,0,19,10,1,31,34,73,76,3.48,-0.7599999999999998,12,7,12,16,19
4,72.0,2,265.0,77.0,2,238.0,13,14,1,21,6,0,39,29,70,76,-1.9499999999999997,-0.18999999999999995,-5,-7,-5,0,-16
5,76.0,2,205.0,75.0,2,185.0,30,7,0,18,9,0,34,32,74,74,-0.6299999999999999,0.8499999999999996,-7,-8,-7,1,2
6,70.0,2,155.0,72.0,2,155.0,14,8,1,21,5,0,34,29,69,70,-2.0300000000000002,-0.5699999999999998,-22,10,-22,4,45
6,73.0,2,155.0,72.0,2,155.0,36,13,0,12,8,0,30,31,73,70,0.6599999999999997,0.4500000000000006,11,-12,11,16,5
10,71.0,4,170.0,74.0,2,170.0,19,9,0,27,14,1,29,38,69,72,1.0599999999999996,-0.6699999999999999,-4,2,-4,13,-7
2,66.0,2,155.0,69.0,2,145.0,18,9,0,21,5,0,27,22,66,71,-2.24,-1.3800000000000003,2,-3,2,-43,-3
10,71.0,2,155.0,73.0,2,185.0,6,4,0,21,5,0,26,23,72,72,-3.13,-1.4000000000000004,2,-10,2,-21,-59
6,70.0,2,155.0,70.0,2,155.0,28,0,0,15,8,0,25,30,70,68,1.4600000000000004,-0.6600000000000001,8,8,8,2,44
10,73.0,2,170.0,75.0,2,170.0,9,3,0,15,4,1,23,30,71,72,0.8999999999999999,0.7200000000000002,3,-3,3,-45,-26
0,72.0,2,135.0,70.0,2,135.0,15,13,1,10,3,0,32,33,73,67,1.0700000000000003,-0.5099999999999998,8,-4,8,-13,5
2,72.0,2,145.0,71.0,2,145.0,14,6,0,28,17,0,31,27,70,69,1.1600000000000001,0.6000000000000001,2,-1,2,62,-5
4,77.0,2,231.0,77.0,2,240.0,23,8,1,34,10,1,36,37,76,75,1.66,0.050000000000000266,9,1,9,1,-5
10,75.0,2,170.0,75.0,2,155.0,8,3,0,17,4,1,22,33,71,72,2.52,1.38,13,4,13,20,-8
5,74.0,2,205.0,73.0,2,205.0,16,3,0,12,7,0,31,33,74,73,1.21,-1.0700000000000003,-3,18,-3,7,7
10,71.0,4,155.0,74.0,2,170.0,19,5,0,19,9,0,32,29,68,72,-1.22,-2.6199999999999997,-6,-1,-6,28,-19
7,73.0,2,185.0,76.0,0,185.0,10,6,0,7,2,1,31,29,69,70,0.52,-0.33000000000000007,13,47,13,7,53
2,68.0,0,145.0,70.0,2,145.0,9,2,0,15,7,0,26,29,67,67,0.31000000000000005,0.56,-6,-18,-6,-16,19
0,66.0,2,135.0,66.0,2,125.0,27,7,0,14,11,1,31,31,65,66,-0.15000000000000036,0.28000000000000025,-6,-2,-6,5,8
2,73.0,2,145.0,73.0,2,135.0,14,6,0,18,10,1,26,25,67,68,-0.050000000000000266,0.5699999999999998,-7,-17,-7,-40,-6
10,78.0,2,185.0,72.0,2,155.0,21,8,0,19,4,1,31,28,74,69,-0.4600000000000002,0.5499999999999998,-10,-13,-10,31,16
2,67.0,2,155.0,71.0,2,155.0,19,10,2,12,9,0,32,33,67,67,-0.14000000000000012,-2.1100000000000003,4,-3,4,34,-22
7,73.0,2,185.0,75.0,2,185.0,9,3,0,10,4,0,26,28,73,72,0.6000000000000001,0.6499999999999999,-4,19,-4,-10,27
7,76.0,2,205.0,77.0,2,185.0,32,14,0,9,3,0,25,26,76,75,1.7,0.3600000000000003,14,-1,14,-11,51
5,75.0,2,205.0,74.0,2,185.0,24,8,1,32,15,0,34,43,72,71,-0.2999999999999998,-0.28000000000000025,-10,12,-10,-8,16
4,72.0,2,263.0,80.0,2,240.0,23,14,0,19,3,0,37,31,72,76,-2.77,1.1,-16,-10,-16,-10,-8
5,73.0,2,205.0,76.0,2,205.0,19,5,0,28,13,0,32,34,73,72,0.8700000000000001,-1.4899999999999998,21,6,21,-1,36
11,63.0,2,135.0,68.0,2,125.0,13,4,0,19,10,0,36,29,63,66,-0.9599999999999995,3.24,-7,-14,-7,-23,48
4,75.0,4,260.0,74.0,2,235.0,18,7,0,8,7,0,29,34,72,71,0.1499999999999999,-0.2400000000000002,-2,-12,-2,38,0
10,74.0,2,170.0,72.0,2,170.0,19,4,1,29,7,1,31,34,69,72,0.04999999999999982,0.78,13,1,13,12,57
6,73.0,2,170.0,70.0,2,155.0,26,8,0,21,12,1,27,29,74,69,0.6600000000000001,-0.0600000000000005,20,4,20,-20,-27
10,74.0,2,170.0,76.0,4,170.0,15,5,0,14,6,0,29,37,70,72,-0.11999999999999966,-0.71,8,-12,8,8,-9
0,71.0,2,135.0,69.0,2,135.0,9,4,0,9,4,0,30,29,69,67,-0.29000000000000004,1.2600000000000002,5,-11,5,-66,5
6,69.0,4,155.0,73.0,2,155.0,18,6,0,11,5,0,30,28,69,70,-0.9400000000000002,-0.8300000000000001,7,18,7,31,27
0,68.0,2,135.0,74.0,2,135.0,20,11,0,11,10,0,34,26,67,69,1.4100000000000001,-0.029999999999999805,-12,21,-12,16,27
7,77.0,4,185.0,78.0,2,205.0,34,10,0,14,5,0,38,29,74,74,-0.10000000000000009,-1.27,20,10,20,27,-4
2,68.0,2,145.0,74.0,2,155.0,22,7,1,28,8,0,32,24,66,70,0.3900000000000001,-0.6399999999999997,-11,15,-11,-11,7
7,79.0,2,185.0,74.0,2,185.0,6,2,0,18,6,0,32,34,76,71,-0.9999999999999998,-0.050000000000000044,-12,-1,-12,18,-10
7,72.0,2,185.0,74.0,2,185.0,14,6,0,21,13,0,35,32,72,72,0.18999999999999995,-0.6400000000000001,1,0,1,-5,-2
2,70.0,2,145.0,70.0,2,145.0,23,11,0,26,11,0,34,30,66,68,-0.7199999999999998,-0.98,-17,4,-17,-18,5
7,76.0,2,170.0,74.0,4,185.0,9,4,0,22,11,0,27,33,73,71,-0.48,0.13999999999999968,-2,-2,-2,-4,19
6,73.0,4,155.0,70.0,0,155.0,12,6,1,22,5,1,26,27,71,71,-0.8000000000000003,0.75,6,-11,6,12,1
4,76.0,2,242.0,76.0,2,242.0,17,11,0,21,6,0,34,29,74,76,-2.8600000000000003,-0.8399999999999999,-15,9,-15,-61,8
6,71.0,2,155.0,75.0,2,155.0,15,7,0,20,8,0,31,27,68,71,-1.8199999999999998,-0.7800000000000002,-10,-1,-10,-8,-69
10,72.0,2,170.0,74.0,2,170.0,7,3,0,18,11,0,31,32,68,75,1.0999999999999996,0.5,18,13,18,84,18
10,76.0,2,170.0,70.0,2,170.0,12,4,0,17,7,0,34,33,72,68,-0.8800000000000001,-0.2999999999999998,-10,-7,-10,8,-42
3,66.0,2,125.0,66.0,2,125.0,27,3,1,19,7,0,27,29,63,66,0.8600000000000003,-0.8899999999999999,11,11,11,33,21
10,71.0,2,170.0,76.0,2,170.0,31,15,0,18,4,0,28,24,69,72,-1.2799999999999998,0.03000000000000025,-3,-2,-3,0,-2
10,74.0,4,170.0,75.0,2,170.0,28,14,0,24,12,0,31,34,71,72,-0.43999999999999995,-1.6799999999999997,10,18,10,16,-1
11,62.0,2,115.0,66.0,2,125.0,20,7,0,13,7,0,22,29,61,66,3.77,2.7700000000000005,-3,-10,-3,7,11
6,74.0,2,170.0,75.0,4,170.0,35,13,0,16,4,0,29,26,71,73,2.0500000000000003,0.8500000000000001,6,15,6,11,12
6,75.0,2,170.0,71.0,2,155.0,29,11,1,17,10,0,29,34,74,69,2.3000000000000003,1.38,3,0,3,7,0
6,68.0,2,155.0,70.0,2,155.0,48,15,3,22,12,1,30,33,69,68,-0.43000000000000016,-1.5899999999999999,-8,9,-8,26,15
6,73.0,4,155.0,72.0,5,155.0,42,22,1,16,8,0,37,28,69,68,0.03000000000000025,-0.6400000000000001,4,9,4,12,9
7,77.0,2,205.0,75.0,2,185.0,26,14,0,15,10,0,33,32,73,75,0.040000000000000036,-0.18000000000000016,-6,-7,-6,16,-1
11,64.0,2,135.0,71.0,2,135.0,16,13,0,9,4,0,32,29,65,69,0.17999999999999972,1.0300000000000002,-11,-18,-11,23,7
6,70.0,4,155.0,69.0,4,155.0,12,7,0,29,14,1,31,33,68,68,-0.03000000000000025,-0.8199999999999998,9,7,9,-14,-60
0,68.0,0,135.0,74.0,2,145.0,7,5,0,21,11,0,27,32,68,69,1.6199999999999999,1.1999999999999997,8,-29,8,-20,32
2,70.0,2,135.0,72.0,2,145.0,28,6,0,15,5,0,27,26,67,67,-0.7799999999999998,-0.5899999999999999,5,5,5,24,16
5,74.0,4,185.0,79.0,2,205.0,24,8,0,13,3,0,35,29,73,74,-0.26000000000000023,0.24,19,-11,19,27,3
7,78.0,4,185.0,76.0,2,205.0,14,8,0,21,7,0,28,29,73,74,-2.5400000000000005,0.25,-5,-4,-5,13,16
7,73.0,2,185.0,78.0,2,185.0,17,9,0,28,9,0,31,32,73,73,1.88,1.42,4,-2,4,-20,13
3,67.0,2,135.0,65.0,2,125.0,31,9,0,33,5,0,23,31,63,65,2.16,0.2899999999999996,-13,4,-13,31,34
5,79.0,2,205.0,75.0,2,205.0,11,7,0,15,10,0,29,41,75,75,-0.1299999999999999,0.20000000000000018,-19,15,-19,22,33
11,69.0,2,135.0,62.0,2,135.0,19,4,0,10,6,1,25,24,68,65,2.7399999999999998,-0.26000000000000023,-1,27,-1,47,60
10,80.0,2,170.0,72.0,2,170.0,21,8,0,14,7,1,26,31,75,72,1.44,-1.5099999999999998,4,-3,4,8,-15
3,64.0,2,125.0,66.0,2,125.0,13,5,1,27,9,1,29,33,65,65,0.5899999999999999,-2.8499999999999996,9,10,9,7,5
2,68.0,2,145.0,67.0,2,135.0,6,2,1,26,10,0,32,29,66,66,0.010000000000000009,1.26,28,-2,28,34,53
5,75.0,2,205.0,79.0,2,205.0,19,7,0,13,2,1,33,29,73,77,1.74,1.2699999999999998,30,7,30,24,41
10,71.0,2,170.0,75.0,2,170.0,12,9,0,19,7,0,31,29,73,71,-1.8399999999999999,1.6300000000000003,-21,-16,-21,-17,-52
5,74.0,4,205.0,76.0,2,205.0,29,14,1,26,11,1,36,32,73,73,-0.5499999999999998,-1.58,-7,7,-7,11,19
4,80.0,2,265.0,79.0,2,255.0,45,18,0,18,7,1,33,31,76,78,0.6099999999999999,-2.1599999999999997,21,17,21,-15,-2
0,67.0,2,135.0,71.0,4,135.0,35,11,0,35,10,0,34,33,66,69,-0.07000000000000028,-0.20000000000000018,-5,15,-5,-32,-2
10,74.0,2,170.0,75.0,2,170.0,27,14,1,24,16,0,38,32,72,72,-1.0099999999999998,0.2599999999999998,-9,4,-9,-12,7
7,71.0,2,170.0,79.0,2,185.0,23,12,0,16,9,0,30,29,67,72,-1.1600000000000001,-0.48999999999999977,0,-2,0,11,-16
6,71.0,2,155.0,73.0,4,155.0,28,16,0,20,15,0,29,27,70,70,-1.38,1.4699999999999998,2,-4,2,0,-24
0,71.0,2,205.0,68.0,2,135.0,1,1,0,26,14,0,48,35,71,66,-3.02,-4.2299999999999995,-31,-5,-31,-44,-58
0,68.0,2,135.0,70.0,2,135.0,26,14,0,17,4,0,35,22,66,69,0.33000000000000007,1.87,-11,-2,-11,-22,6
2,74.0,4,155.0,69.0,2,145.0,21,4,0,21,5,0,25,22,69,71,-1.3900000000000006,-0.020000000000000462,4,-7,4,-21,-15
2,70.0,2,145.0,70.0,2,145.0,26,9,0,23,13,0,38,26,66,71,-0.22999999999999998,-0.5099999999999998,3,6,3,19,11
2,68.0,2,145.0,69.0,2,145.0,24,11,0,18,11,0,26,28,67,67,-0.050000000000000266,0.8700000000000001,4,15,4,43,32
2,74.0,2,145.0,67.0,2,135.0,21,11,0,18,11,0,29,32,73,65,0.8700000000000001,1.0499999999999998,-8,4,-8,2,-31
5,80.0,4,205.0,74.0,2,205.0,24,13,0,8,5,0,30,32,75,75,-3.0200000000000005,-2.5800000000000005,-13,-1,-13,12,65
6,75.0,2,155.0,76.0,2,155.0,10,6,0,13,5,0,25,26,71,75,-1.08,-1.69,5,2,5,29,-2
10,75.0,2,170.0,72.0,2,170.0,30,13,0,20,7,0,29,31,74,72,0.33999999999999986,-0.94,-3,-5,-3,14,-42
6,73.0,2,155.0,70.0,4,170.0,36,13,0,29,12,0,30,29,73,68,0.77,0.9500000000000006,1,-9,1,-3,13
10,71.0,4,185.0,72.0,2,170.0,16,5,0,7,3,0,22,31,69,68,-0.4299999999999997,-0.6300000000000003,-6,-5,-6,-65,-4
10,73.0,2,185.0,75.0,2,170.0,21,5,0,20,9,0,23,29,72,71,-0.09000000000000075,-0.09999999999999964,4,0,4,36,21
0,68.0,2,135.0,68.0,2,135.0,21,11,2,17,6,0,30,24,67,68,0.20999999999999996,1.1800000000000002,-3,-9,-3,2,1
7,75.0,4,185.0,74.0,2,185.0,21,8,0,17,7,0,30,26,75,73,-1.36,-0.7799999999999998,4,1,4,23,-27
7,73.0,5,185.0,74.0,4,185.0,18,8,0,9,3,0,34,35,73,71,-0.5899999999999999,-0.4299999999999997,-5,-2,-5,-7,7
10,70.0,2,155.0,74.0,5,170.0,9,5,0,11,5,0,30,28,70,74,-0.020000000000000018,-0.31000000000000005,0,-1,0,-40,-23
2,71.0,2,145.0,70.0,2,145.0,25,8,0,27,9,2,29,30,70,71,0.8500000000000001,0.6799999999999997,-6,-12,-6,-21,4
10,73.0,2,170.0,71.0,4,155.0,9,4,0,19,5,0,29,32,73,68,1.47,1.5499999999999998,6,1,6,37,29
10,75.0,4,185.0,75.0,2,170.0,23,7,0,13,6,0,29,32,72,71,1.1900000000000002,0.8500000000000001,-17,-6,-17,-22,36
