weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,win_rate_diff
3,64.0,3.25,3.59,2,39,67,0.0,30,2.08,88,125.0,66.0,1.66,3.43,2,54,67,0.5,56,3.35,65,125.0,13,5,1,27,3,1,28,26,65,63,-0.18675721561969438
10,74.0,4.18,2.5,2,48,49,1.4,35,0.85,56,170.0,72.0,1.55,1.52,2,56,46,0.0,42,4.23,72,155.0,19,9,0,19,8,0,28,31,72,70,-0.025132275132275117
10,72.0,3.63,3.29,2,46,58,1.3,34,1.09,46,170.0,74.0,2.84,2.74,2,45,60,1.5,35,1.8,70,170.0,33,13,1,27,14,1,29,37,71,72,0.059270516717325195
0,69.0,3.51,3.41,2,29,70,0.1,28,0.28,86,135.0,66.0,3.41,3.37,2,40,65,0.7,45,2.61,59,135.0,24,13,1,15,12,0,28,30,67,65,0.07602339181286544
10,70.0,1.85,1.24,2,34,55,1.4,0,0.0,52,170.0,70.0,2.36,2.62,2,42,62,0.2,42,3.08,71,170.0,9,2,0,17,7,0,31,32,70,68,0.10984848484848486
10,74.0,3.14,3.08,2,31,51,0.8,16,0.89,48,170.0,73.0,2.7,3.68,4,51,56,0.0,33,1.5,61,170.0,18,11,0,7,2,0,31,24,75,71,-0.15708812260536398
2,69.0,4.79,2.77,2,24,52,0.5,26,0.3,42,145.0,70.0,2.69,4.09,2,53,56,0.5,37,2.19,82,145.0,19,11,1,15,5,0,33,31,70,68,-0.13709677419354838
0,74.0,2.96,1.65,2,53,41,2.6,44,1.03,55,135.0,67.0,3.81,3.33,4,39,44,0.0,0,0.0,50,135.0,11,10,0,14,9,0,25,24,69,68,-0.08488612836438925
6,70.0,2.96,3.42,4,43,68,0.0,20,2.43,0,155.0,75.0,3.34,4.87,2,45,62,0.2,45,0.87,63,170.0,12,7,0,29,11,1,30,28,68,74,-0.07573812580231065
7,74.0,2.08,2.17,2,34,70,0.7,0,0.0,76,185.0,73.0,2.78,2.27,2,40,56,1.6,15,1.05,58,185.0,12,3,0,9,3,0,30,25,74,73,0.050000000000000044
6,65.0,3.37,1.8,2,27,68,0.5,0,0.0,0,155.0,68.0,4.01,2.79,4,25,60,0.0,0,0.0,80,155.0,11,3,0,9,3,0,31,29,69,67,0.0357142857142857
10,76.0,3.73,3.84,4,39,64,0.4,18,0.39,66,170.0,76.0,2.76,3.26,2,47,56,0.0,37,2.04,40,170.0,14,6,0,11,4,0,36,28,72,72,-0.033333333333333326
5,76.0,2.81,3.03,2,56,52,0.2,53,0.7,59,230.0,76.0,2.68,3.63,2,50,55,0.8,48,2.17,47,205.0,12,7,0,26,11,1,35,31,75,73,-0.052631578947368474
5,74.0,1.57,2.59,4,53,61,0.4,65,1.21,75,185.0,74.0,1.39,2.82,2,43,71,0.4,44,3.37,80,205.0,24,8,0,23,5,0,34,29,73,74,-0.0714285714285714
6,72.0,2.55,2.92,2,34,58,0.8,53,3.49,66,155.0,71.0,5.39,2.84,2,39,54,2.0,45,2.39,54,155.0,21,11,1,28,16,0,28,28,68,70,0.0
10,77.0,2.29,2.36,2,37,54,0.6,50,1.06,61,170.0,75.0,3.75,2.11,2,37,51,0.7,55,1.18,19,170.0,15,6,0,18,12,0,33,30,73,73,0.11428571428571432
2,74.0,3.88,3.0,2,33,59,1.8,36,0.6,38,145.0,70.0,6.55,4.52,2,37,59,0.2,18,0.18,60,135.0,21,11,0,18,14,0,28,29,73,66,0.09375
5,79.0,1.33,2.85,2,34,72,0.6,38,2.99,72,205.0,74.0,3.06,1.72,4,40,50,0.0,0,0.0,22,205.0,13,3,0,8,2,0,28,26,74,72,0.012499999999999956
2,74.0,3.71,1.44,2,41,50,2.2,36,1.97,16,145.0,67.0,1.61,1.59,2,36,52,2.1,32,2.92,22,135.0,14,5,0,26,10,0,24,28,71,66,0.014619883040935644
4,82.0,3.0,2.3,2,47,37,0.6,42,3.29,100,250.0,75.0,5.31,1.66,2,46,46,0.5,0,0.0,50,242.0,9,3,0,9,4,0,26,32,77,73,0.05769230769230771
2,68.0,3.06,2.01,2,39,64,1.5,36,1.19,49,145.0,67.0,2.83,2.13,2,41,55,0.7,34,3.26,69,135.0,13,13,1,18,11,0,37,31,66,65,-0.13920817369093236
3,66.0,2.55,2.57,2,43,56,1.1,23,0.62,44,125.0,66.0,3.57,2.72,2,25,68,0.0,0,0.0,0,125.0,19,7,0,9,4,0,28,29,66,66,0.038461538461538436
6,68.0,2.39,3.6,2,39,69,0.3,31,2.36,65,145.0,70.0,1.79,2.93,4,45,63,0.8,45,2.4,63,170.0,22,7,1,23,5,0,31,29,66,69,-0.08809523809523812
6,73.0,4.23,4.34,2,46,53,1.3,36,1.21,73,155.0,68.0,1.85,2.96,2,40,66,0.2,63,1.3,61,155.0,36,13,0,48,15,3,29,29,73,69,0.007421150278293154
7,77.0,3.13,3.33,2,49,44,1.2,48,2.2,59,205.0,72.0,1.8,2.45,2,36,56,1.2,29,2.83,35,170.0,26,14,0,29,7,1,32,33,73,72,-0.13378378378378375
7,75.0,2.25,2.06,4,38,60,0.5,39,1.98,84,170.0,74.0,2.08,2.17,2,34,70,0.7,0,0.0,76,185.0,35,12,0,12,3,0,31,30,74,74,-0.05531914893617029
2,67.0,2.83,3.84,2,35,67,0.0,28,0.72,73,145.0,69.0,4.45,6.66,2,44,62,0.4,83,0.24,85,145.0,5,2,0,21,5,0,22,21,68,71,-0.09340659340659341
2,66.0,3.07,4.42,2,46,59,1.1,40,3.89,82,155.0,72.0,2.05,1.48,4,27,55,0.0,33,3.42,66,145.0,18,9,0,8,2,0,26,26,66,69,-0.13333333333333341
7,75.0,3.93,5.15,2,42,55,0.0,46,1.57,30,185.0,73.0,3.62,3.28,2,54,54,0.0,55,2.3,79,185.0,13,6,0,12,3,0,30,23,75,72,-0.11578947368421055
0,68.0,2.09,3.16,2,40,66,0.2,55,3.16,69,135.0,71.0,2.9,3.85,0,49,48,0.6,33,1.24,60,135.0,17,6,0,11,4,0,23,30,68,68,0.005797101449275366
0,74.0,2.96,1.65,2,53,41,2.6,44,1.03,55,135.0,66.0,2.46,2.58,2,41,64,0.4,40,0.77,72,125.0,11,10,0,14,7,0,25,27,69,66,-0.1428571428571428
2,68.0,3.09,3.47,2,50,49,1.3,34,3.59,44,155.0,67.0,2.26,1.49,4,49,45,1.6,36,2.3,20,145.0,30,10,2,18,9,2,28,36,68,67,0.09359605911330049
7,72.0,2.26,3.12,2,51,57,0.6,29,3.17,57,185.0,78.0,3.25,3.14,2,42,51,1.0,50,3.82,73,205.0,14,6,0,14,5,0,34,28,72,74,-0.0368421052631579
5,75.0,2.99,4.04,2,51,62,0.2,37,2.75,58,185.0,75.0,5.27,4.92,2,36,54,0.0,18,0.48,75,185.0,18,9,0,15,9,0,31,31,74,73,0.04166666666666663
10,74.0,3.02,3.72,2,47,52,0.8,26,1.37,57,170.0,73.0,2.53,3.6,2,52,56,0.5,34,3.78,83,170.0,15,5,0,11,4,0,28,38,70,72,0.01666666666666672
7,78.0,1.64,2.22,2,42,59,0.6,36,1.79,73,205.0,75.0,2.13,1.67,2,44,37,1.7,25,1.93,31,185.0,23,10,0,10,4,0,31,27,75,72,-0.017316017316017285
0,66.0,2.07,3.47,2,47,70,1.0,33,0.81,72,125.0,67.0,3.03,5.37,2,41,65,1.0,37,1.68,86,125.0,14,11,1,17,4,0,30,26,66,66,-0.2710622710622711
6,70.0,3.28,3.57,4,45,62,0.7,39,1.89,60,170.0,75.0,2.41,3.94,2,46,65,0.2,45,0.5,53,155.0,29,12,0,16,9,0,28,32,68,73,0.06731707317073166
0,66.0,2.47,2.05,2,38,51,0.9,64,2.63,23,135.0,73.0,2.86,3.98,4,48,64,0.8,75,0.53,58,145.0,12,8,0,15,12,0,30,24,66,70,0.0444444444444444
3,63.0,2.23,3.35,4,43,61,0.8,39,1.11,57,125.0,66.0,4.18,2.13,2,43,32,0.0,11,0.59,54,125.0,17,8,0,7,5,0,31,24,63,65,0.09666666666666668
7,76.0,2.48,3.1,2,47,57,0.5,34,2.55,77,185.0,76.0,3.01,2.39,2,40,50,0.0,37,0.53,72,170.0,21,9,1,9,4,0,30,26,72,73,-0.01488833746898266
10,73.0,4.41,4.67,2,51,62,0.0,13,1.99,0,185.0,73.0,4.42,2.97,2,46,37,0.0,100,0.78,100,170.0,9,2,1,7,3,0,29,32,72,73,0.050000000000000044
0,63.0,4.58,1.89,2,53,44,0.0,25,0.92,33,135.0,66.0,2.35,3.32,2,41,68,0.3,38,1.54,80,135.0,7,4,0,27,7,0,28,30,65,65,-0.15775401069518713
5,84.0,2.03,4.31,2,57,65,0.5,46,1.9,95,205.0,74.0,2.83,1.59,4,46,50,0.6,60,1.02,53,185.0,25,1,0,26,14,0,25,35,76,72,0.31153846153846154
3,65.0,2.52,3.46,4,33,63,0.6,31,1.53,65,125.0,66.0,1.66,3.43,2,54,67,0.5,56,3.35,65,125.0,28,5,0,27,3,1,28,26,64,63,-0.022482893450635366
7,75.0,2.71,4.33,2,38,65,0.3,43,1.05,63,185.0,74.0,2.65,3.28,2,42,59,0.3,12,0.12,60,205.0,31,9,0,12,6,0,33,32,73,73,0.10833333333333339
5,70.0,6.47,1.83,2,47,34,0.0,28,1.0,30,205.0,76.0,3.8,3.69,2,42,61,0.0,34,3.0,91,205.0,13,5,0,12,5,0,34,36,71,73,0.016339869281045694
2,70.0,3.65,4.59,2,49,61,0.5,50,1.06,60,145.0,74.0,3.03,3.21,2,50,54,2.8,42,2.77,58,155.0,26,11,0,28,8,0,29,23,68,70,-0.07507507507507505
5,76.0,4.26,2.25,2,45,40,0.2,29,0.87,51,205.0,79.0,3.97,2.14,2,24,68,0.8,44,1.55,66,205.0,28,13,0,11,7,0,33,28,72,75,0.07181571815718157
6,72.0,3.21,3.95,2,54,56,0.6,43,1.63,36,155.0,70.0,3.54,5.35,4,39,61,1.0,33,1.83,80,155.0,21,5,0,18,8,1,28,31,70,70,0.14102564102564108
10,73.0,2.7,3.68,4,51,56,0.0,33,1.5,61,170.0,76.0,3.73,3.84,4,39,64,0.4,18,0.39,66,170.0,7,2,0,14,6,0,24,36,71,72,0.07777777777777783
2,71.0,3.64,3.97,4,35,56,0.0,100,0.56,80,135.0,71.0,3.5,3.47,4,57,57,1.4,44,5.2,61,145.0,7,5,0,11,3,0,27,25,64,69,-0.20238095238095233
10,79.0,3.85,3.85,2,43,64,1.7,40,1.12,50,170.0,74.0,3.14,3.08,2,31,51,0.8,16,0.89,48,170.0,17,4,1,18,11,0,28,31,73,75,0.1520376175548589
0,65.0,2.21,2.76,4,46,61,1.9,25,1.16,65,135.0,69.0,3.79,2.1,2,29,43,1.4,0,0.0,61,135.0,12,5,0,9,5,0,28,28,65,71,0.06302521008403361
10,72.0,1.55,1.52,2,56,46,0.0,42,4.23,72,155.0,76.0,2.09,3.23,4,50,64,0.8,54,1.53,66,170.0,19,8,0,22,10,1,31,32,70,73,0.03703703703703709
4,84.0,4.0,3.13,2,47,46,1.7,50,0.58,55,265.0,80.0,3.69,4.95,2,52,56,0.0,37,2.2,73,240.0,33,12,0,19,3,0,24,30,83,76,-0.13030303030303036
10,74.0,3.55,4.71,2,46,60,0.3,27,0.57,60,170.0,74.0,3.44,2.46,2,35,51,0.4,35,0.73,35,170.0,7,5,0,25,10,0,32,30,70,72,-0.13095238095238093
0,68.0,4.63,3.02,2,31,55,0.4,44,2.47,58,135.0,68.0,2.93,3.06,2,41,62,0.1,60,1.94,82,135.0,26,14,0,20,11,0,34,33,66,67,0.004838709677419395
6,73.0,1.9,0.53,2,26,51,7.4,16,0.53,33,155.0,68.0,3.57,3.18,2,50,51,1.5,37,2.14,56,155.0,13,2,0,16,9,0,24,29,72,70,0.22666666666666668
10,75.0,1.8,3.4,2,40,62,0.9,43,2.61,60,170.0,69.0,2.44,1.41,4,41,65,1.1,46,2.8,77,155.0,17,2,0,18,6,0,25,29,73,69,0.14473684210526316
10,70.0,3.04,4.61,2,44,57,0.1,25,0.43,59,170.0,76.0,2.87,2.08,2,52,43,0.0,66,1.18,58,170.0,29,14,0,15,5,0,34,30,70,73,-0.07558139534883723
5,79.0,3.97,3.43,2,54,49,0.4,18,0.53,70,205.0,76.0,3.81,2.97,2,40,51,0.0,41,2.64,52,205.0,17,6,0,11,6,0,32,30,73,76,0.09207161125319685
2,69.0,2.23,2.24,2,44,50,0.0,26,1.44,58,145.0,68.0,4.91,3.25,2,45,50,0.0,28,0.7,86,145.0,9,6,0,14,7,0,23,30,68,68,-0.06666666666666665
7,74.0,2.76,3.0,2,40,55,0.0,27,1.03,77,185.0,73.0,4.41,4.01,2,44,50,0.0,7,0.15,43,185.0,17,7,0,17,9,0,25,30,73,73,0.054487179487179516
1,75.0,3.75,2.11,2,37,51,0.7,55,1.18,19,170.0,72.0,3.33,1.71,5,57,49,0.9,55,1.72,66,170.0,18,12,0,17,5,1,30,24,73,71,-0.13913043478260867
2,71.0,2.97,3.76,2,44,53,0.0,66,0.59,65,145.0,73.0,3.2,2.97,2,37,50,0.0,66,1.98,55,145.0,18,6,0,8,7,0,26,26,68,69,0.21666666666666667
1,74.0,2.19,2.79,2,40,60,0.6,53,0.97,62,205.0,75.0,2.07,4.1,4,44,62,0.7,66,1.31,63,185.0,35,12,1,29,7,0,36,38,71,73,-0.07638888888888895
7,78.0,2.44,1.9,4,42,53,0.5,53,2.69,84,185.0,72.0,3.73,2.42,2,42,59,0.4,38,1.2,75,170.0,14,8,0,14,7,1,27,30,73,72,0.0
2,73.0,3.23,2.32,2,38,47,1.5,7,0.37,35,145.0,70.0,3.14,2.04,2,44,53,0.8,30,0.59,36,145.0,14,6,0,15,7,0,25,28,67,67,0.018181818181818188
4,77.0,2.45,3.61,2,51,56,1.1,30,1.65,31,231.0,73.0,2.9,1.55,2,47,59,0.7,43,4.66,0,255.0,23,8,1,15,3,0,35,36,76,73,-0.11458333333333337
2,71.0,2.79,2.72,4,45,49,0.8,62,1.44,60,135.0,69.0,3.31,2.08,2,41,55,0.5,39,2.5,76,155.0,35,10,0,23,6,1,32,28,69,68,0.011111111111111072
2,71.0,5.61,3.5,2,36,57,0.3,16,0.44,80,155.0,66.0,5.0,3.64,2,44,47,0.0,0,0.0,0,145.0,12,9,0,15,8,0,32,24,67,66,-0.08074534161490687
7,71.0,4.83,0.69,2,75,19,0.0,0,0.0,0,185.0,70.0,2.47,3.09,4,44,60,0.5,45,1.08,61,155.0,23,7,0,24,7,0,35,34,71,69,-0.007526881720430034
2,67.0,3.2,3.05,2,38,57,0.0,6,0.22,50,135.0,67.0,3.2,3.36,2,35,63,0.7,27,1.0,71,145.0,8,4,0,14,1,1,30,26,66,67,-0.20833333333333337
7,70.0,4.38,4.55,2,48,43,0.4,83,2.12,69,155.0,71.0,3.51,5.39,2,69,51,0.0,50,2.82,66,170.0,12,3,0,9,4,1,23,25,70,70,0.15714285714285714
2,70.0,2.91,1.93,2,49,47,0.5,0,0.0,25,125.0,66.0,2.53,1.54,4,41,51,0.0,100,2.71,0,145.0,20,6,1,11,4,0,33,31,69,66,0.007407407407407418
2,72.0,2.36,1.13,2,35,48,0.7,53,2.67,12,145.0,73.0,2.66,2.37,2,45,64,0.7,47,0.93,41,135.0,13,8,2,18,10,1,34,24,72,68,-0.05547226386806603
7,77.0,1.98,3.04,4,62,61,0.8,77,0.52,69,185.0,74.0,1.1,3.08,4,43,62,0.4,59,3.81,66,205.0,34,10,0,29,14,1,37,35,74,73,0.11363636363636365
5,74.0,2.88,2.59,2,46,60,0.6,35,2.47,54,205.0,77.0,2.81,4.38,2,36,61,0.7,48,1.05,57,205.0,17,11,1,19,7,0,37,33,75,75,-0.14456233421750664
7,69.0,2.98,4.36,4,48,66,0.3,71,1.37,88,185.0,71.0,3.21,2.81,2,48,48,0.2,20,0.68,43,170.0,9,3,0,24,11,0,40,32,69,71,0.06428571428571428
10,76.0,1.89,2.12,4,49,58,0.6,43,2.93,71,170.0,72.0,2.01,1.82,4,43,63,1.0,25,2.49,61,170.0,22,4,1,28,9,0,31,35,74,73,0.05805805805805797
2,66.0,2.35,2.78,2,49,67,0.3,55,4.13,100,145.0,72.0,2.5,1.74,5,34,67,2.5,25,2.5,14,155.0,18,5,0,14,4,0,27,25,66,72,0.004830917874396157
0,64.0,2.76,2.78,2,37,65,1.0,28,0.56,38,145.0,70.0,4.28,3.51,4,37,61,0.0,22,0.75,66,135.0,25,12,0,13,5,0,30,28,66,66,-0.04654654654654655
6,68.0,1.85,2.96,2,40,66,0.2,63,1.3,61,155.0,73.0,1.85,1.29,2,33,61,1.5,32,2.34,20,155.0,48,15,3,14,9,1,29,34,69,70,0.14393939393939392
6,71.0,2.51,1.95,4,31,63,0.8,53,4.08,92,155.0,70.0,1.65,4.11,2,49,67,0.7,47,5.35,84,155.0,40,14,0,28,0,0,29,24,70,70,-0.2592592592592593
7,73.0,2.73,2.19,2,35,54,0.3,42,0.4,65,185.0,73.0,3.71,4.24,4,43,64,0.0,43,2.17,70,185.0,13,5,0,19,7,0,33,31,71,72,-0.008547008547008517
6,72.0,2.46,1.87,2,35,57,1.0,36,1.78,72,155.0,72.0,2.65,2.04,2,34,60,1.9,33,2.46,42,155.0,34,16,0,11,7,0,33,33,70,70,0.06888888888888889
6,71.0,3.38,2.19,2,33,59,1.6,36,2.49,11,155.0,71.0,1.4,2.93,4,52,26,0.0,0,0.0,50,155.0,15,7,0,6,2,0,30,28,68,71,-0.06818181818181823
4,79.0,4.31,2.93,2,41,42,0.2,68,1.21,75,255.0,80.0,3.09,2.89,2,45,50,0.8,29,0.82,66,264.0,18,7,1,19,10,1,30,33,78,76,0.05897435897435899
10,71.0,2.83,2.47,2,39,60,0.4,47,2.04,86,170.0,75.0,1.89,1.66,2,32,61,1.0,60,4.05,66,170.0,31,15,0,23,7,0,27,36,69,72,-0.09275362318840585
3,67.0,2.23,1.38,2,38,65,0.6,39,1.95,86,125.0,66.0,3.55,3.28,2,40,61,0.0,28,0.8,81,135.0,23,6,0,21,11,0,27,28,65,63,0.1368534482758621
10,70.0,3.32,2.68,2,42,51,1.0,26,2.14,27,155.0,72.0,3.63,3.29,2,46,58,1.3,34,1.09,46,170.0,9,5,0,33,13,1,29,29,70,71,-0.059270516717325195
6,71.0,1.96,2.57,2,42,62,0.2,38,2.95,63,155.0,73.0,3.92,4.22,4,37,58,0.1,45,0.52,78,155.0,17,10,0,20,15,0,33,26,69,70,0.05820105820105825
10,70.0,2.36,2.62,2,42,62,0.2,42,3.08,71,170.0,73.0,2.53,3.6,2,52,56,0.5,34,3.78,83,170.0,17,7,0,11,4,0,32,38,68,72,-0.02499999999999991
6,72.0,4.07,2.03,5,47,35,1.7,9,0.43,57,155.0,70.0,3.7,2.55,4,64,37,0.6,36,3.89,83,155.0,30,12,1,22,7,0,31,30,71,69,-0.060946271050521195
6,71.0,1.78,1.19,4,34,52,2.0,48,3.19,52,155.0,72.0,2.65,2.04,2,34,60,1.9,33,2.46,42,155.0,15,4,0,11,7,0,32,33,69,70,0.17836257309941517
2,70.0,3.97,2.67,2,32,57,0.5,31,0.65,53,145.0,67.0,2.59,2.72,2,43,58,0.6,44,1.18,65,145.0,35,17,0,18,4,0,29,30,69,66,-0.1451048951048951
3,64.0,2.21,1.34,2,39,66,0.7,33,1.42,35,125.0,64.0,3.16,2.34,2,26,68,0.0,21,1.76,60,125.0,8,5,0,22,12,0,33,29,66,64,-0.03167420814479638
5,78.0,3.01,2.76,2,38,52,1.0,40,1.32,60,205.0,77.0,1.98,3.04,4,62,61,0.8,77,0.52,69,185.0,17,8,0,34,10,0,35,37,76,74,-0.09272727272727266
4,77.0,2.4,1.95,2,42,55,2.4,29,1.3,36,240.0,76.0,3.78,4.98,2,60,48,0.0,100,1.49,58,242.0,34,10,1,21,6,0,36,28,75,76,-0.022222222222222254
5,75.0,4.31,5.29,2,58,53,0.6,57,0.44,61,205.0,76.0,3.84,3.41,2,44,54,1.0,38,2.0,60,205.0,22,9,0,30,7,0,32,33,73,74,-0.10113339145597211
10,76.0,1.65,2.61,2,50,54,0.8,51,3.6,56,170.0,74.0,4.18,2.5,2,48,49,1.4,35,0.85,56,170.0,27,5,1,19,9,0,34,28,72,72,0.13961038961038963
5,74.0,3.06,1.72,4,40,50,0.0,0,0.0,22,205.0,79.0,1.33,2.85,2,34,72,0.6,38,2.99,72,205.0,8,2,0,13,3,0,26,28,72,74,-0.012499999999999956
10,72.0,2.01,1.82,4,43,63,1.0,25,2.49,61,170.0,71.0,2.17,3.8,4,41,62,0.9,48,2.53,63,170.0,28,9,0,19,9,0,35,28,73,69,0.0781853281853282
2,67.0,3.55,2.46,2,33,59,0.9,43,1.45,70,145.0,70.0,3.14,2.04,2,44,53,0.8,30,0.59,36,145.0,15,8,0,15,7,0,26,28,68,67,-0.029644268774703497
6,71.0,2.51,1.95,4,31,63,0.8,53,4.08,92,155.0,70.0,2.47,3.09,4,44,60,0.5,45,1.08,61,155.0,40,14,0,24,7,0,29,34,70,69,-0.03345280764635605
2,67.0,2.53,2.47,2,35,51,0.8,0,0.0,42,145.0,68.0,3.38,2.94,2,47,62,0.6,68,3.21,80,145.0,9,2,0,24,11,0,24,25,67,67,0.1324675324675325
10,72.0,3.73,2.42,2,42,59,0.4,38,1.2,75,170.0,71.0,2.12,2.08,2,32,63,0.0,58,2.32,66,155.0,14,7,1,8,4,0,30,25,72,67,-0.030303030303030276
7,77.0,5.0,4.79,4,41,60,0.3,28,0.56,100,185.0,76.0,2.96,3.57,2,44,56,0.5,19,0.27,57,185.0,12,5,0,24,13,0,31,26,74,74,0.05723370429252783
6,72.0,3.61,2.56,2,33,58,0.9,11,0.44,20,155.0,72.0,3.31,2.51,2,46,66,0.5,33,3.17,89,155.0,13,6,0,14,6,0,35,34,69,71,-0.015789473684210464
7,75.0,2.07,4.1,4,44,62,0.7,66,1.31,63,185.0,69.0,2.98,4.36,4,48,66,0.3,71,1.37,88,185.0,29,7,0,9,3,0,38,40,73,69,0.05555555555555558
5,74.0,2.55,3.92,2,50,67,0.7,47,1.03,70,205.0,71.0,5.39,3.33,2,43,43,0.0,41,2.77,0,205.0,16,3,0,12,2,0,30,31,74,71,-0.015037593984962405
10,73.0,1.99,1.71,2,39,63,1.2,31,1.42,63,170.0,76.0,1.89,2.12,4,49,58,0.6,43,2.93,71,170.0,15,8,0,22,4,1,31,31,71,74,-0.1626409017713365
6,70.0,3.52,3.81,4,41,60,0.8,65,1.23,63,155.0,70.0,3.44,3.39,2,48,57,0.6,37,1.2,46,155.0,35,14,0,22,12,1,34,32,67,68,0.08571428571428574
6,70.0,2.14,1.23,2,36,51,3.4,58,1.95,75,155.0,73.0,3.74,3.0,2,40,60,1.0,33,0.42,50,155.0,18,4,0,10,5,0,34,28,68,71,0.1515151515151516
0,68.0,3.27,3.37,2,37,57,0.1,57,1.46,70,135.0,68.0,3.46,1.86,2,48,47,1.1,18,0.86,0,135.0,21,11,2,10,6,0,29,34,67,67,-0.007352941176470562
0,66.0,2.8,0.87,4,23,51,0.5,11,1.5,0,135.0,73.0,2.86,3.98,4,48,64,0.8,75,0.53,58,145.0,19,6,4,15,12,0,25,24,67,70,0.09961685823754785
3,67.0,4.27,5.36,2,40,56,0.6,58,0.56,67,135.0,65.0,4.71,3.47,4,39,65,0.0,0,0.0,80,125.0,31,9,0,19,6,6,22,36,63,65,0.1620967741935484
7,75.0,4.43,1.5,2,35,37,0.5,50,1.0,28,185.0,73.0,3.71,4.24,4,43,64,0.0,43,2.17,70,185.0,7,2,0,19,7,0,30,31,72,72,0.047008547008547064
10,76.0,1.4,3.78,2,53,72,1.1,74,4.16,83,185.0,75.0,2.34,3.56,2,39,57,1.2,55,0.58,36,170.0,26,2,0,30,13,0,31,28,71,74,0.23089700996677742
10,72.0,3.28,3.22,2,42,62,2.0,41,1.86,78,170.0,69.0,3.99,3.49,4,45,53,0.3,46,3.83,63,185.0,20,7,0,18,8,0,30,29,72,69,0.04843304843304841
7,78.0,1.64,2.22,2,42,59,0.6,36,1.79,73,205.0,74.0,2.41,2.5,4,42,60,1.4,32,2.46,57,205.0,23,10,0,10,6,0,31,29,75,72,0.07196969696969702
6,75.0,2.32,2.34,2,43,60,1.3,36,3.65,31,155.0,70.0,3.28,3.57,4,45,62,0.7,39,1.89,60,170.0,12,5,0,29,12,0,31,28,68,68,-0.001434720229555153
2,73.0,2.7,3.37,2,44,50,1.3,25,0.94,15,145.0,68.0,4.18,4.08,2,42,69,0.9,66,0.25,71,145.0,13,4,0,20,12,0,29,30,73,68,0.13970588235294112
7,72.0,2.8,3.96,2,47,59,0.0,78,2.18,62,185.0,71.0,3.21,2.81,2,48,48,0.2,20,0.68,43,170.0,19,11,0,24,11,0,31,32,72,71,-0.05238095238095242
5,81.0,1.78,4.06,4,71,60,0.2,83,1.17,53,205.0,73.0,2.22,2.67,2,50,46,0.0,66,1.51,41,205.0,20,10,3,11,3,0,39,34,78,73,-0.17965367965367962
6,70.0,4.08,4.17,2,28,57,0.1,38,0.63,77,155.0,68.0,3.77,5.43,2,50,70,0.0,0,0.0,87,155.0,21,12,1,17,6,0,28,27,69,68,-0.12148337595907921
2,68.0,3.62,3.03,2,29,64,0.0,0,0.0,100,145.0,71.0,5.61,3.5,2,36,57,0.3,16,0.44,80,155.0,15,6,0,12,9,0,33,32,69,67,0.1428571428571429
10,69.0,2.44,1.41,4,41,65,1.1,46,2.8,77,155.0,74.0,2.74,3.01,4,42,54,0.5,50,3.51,89,170.0,18,6,0,7,3,0,29,26,69,73,0.050000000000000044
0,64.0,2.76,2.78,2,37,65,1.0,28,0.56,38,145.0,66.0,4.75,1.24,2,21,53,0.0,25,1.69,0,125.0,25,12,0,10,3,0,30,22,66,66,-0.09355509355509362
2,70.0,2.96,3.21,2,41,54,1.6,21,0.47,55,145.0,71.0,2.8,3.27,2,36,53,1.3,35,2.52,58,145.0,23,13,0,25,8,0,25,28,71,70,-0.11868686868686873
6,70.0,1.79,2.93,4,45,63,0.8,45,2.4,63,170.0,76.0,3.78,4.62,4,45,53,1.4,30,1.19,42,170.0,23,5,0,21,12,0,29,27,69,72,0.18506493506493504
5,76.0,2.68,3.63,2,50,55,0.8,48,2.17,47,205.0,79.0,3.44,4.02,2,40,51,0.4,39,1.56,85,205.0,26,11,1,18,6,0,31,25,73,77,-0.06578947368421051
10,76.0,2.8,3.75,2,42,62,0.4,47,1.77,88,170.0,70.0,3.2,2.76,2,48,56,0.5,55,1.19,74,155.0,18,4,0,16,14,2,23,34,72,69,0.31818181818181823
10,77.0,2.29,2.36,2,37,54,0.6,50,1.06,61,170.0,75.0,2.58,3.75,2,54,56,1.6,47,1.64,63,170.0,15,6,0,24,16,0,33,31,73,72,0.11428571428571432
6,73.0,2.34,2.91,4,42,66,0.7,53,0.76,69,155.0,71.0,2.98,3.09,2,40,58,0.4,38,1.18,65,145.0,42,22,1,28,17,0,36,26,69,69,0.023931623931623958
0,70.0,4.28,3.51,4,37,61,0.0,22,0.75,66,135.0,66.0,2.35,3.32,2,41,68,0.3,38,1.54,80,135.0,13,5,0,27,7,0,28,30,66,65,-0.07189542483660127
6,75.0,1.62,3.05,2,44,62,1.1,62,5.32,55,155.0,72.0,3.93,3.39,2,36,59,1.8,0,0.0,70,155.0,10,6,0,11,5,0,24,27,71,70,-0.0625
